chr	start	end	element_ID	pvalue
chr15	33066510	33447115	gc19_pc.cds::gencode::FMN1::ENSG00000248905.4	1
chr12	123200120	123201284	gc19_pc.cds::gencode::HCAR3::ENSG00000255398.2	1
chr17	56499720	56565635	gc19_pc.cds::gencode::HSF5::ENSG00000176160.5	1
chr10	133918312	133980537	gc19_pc.cds::gencode::JAKMIP3::ENSG00000188385.7	1
chr17	51900394	51902416	gc19_pc.cds::gencode::KIF2B::ENSG00000141200.6	1
chr17	39642627	39648585	gc19_pc.cds::gencode::KRT36::ENSG00000126337.9	1
chr1	153233425	153234364	gc19_pc.cds::gencode::LOR::ENSG00000203782.5	1
chr18	2920290	2982767	gc19_pc.cds::gencode::LPIN2::ENSG00000101577.5	1
chr19	42830395	42882902	gc19_pc.cds::gencode::MEGF8::ENSG00000105429.8	1
chr6	168227812	168370615	gc19_pc.cds::gencode::MLLT4::ENSG00000130396.16	1
chr11	60164051	60184481	gc19_pc.cds::gencode::MS4A14::ENSG00000166928.6	1
chr7	102743875	102789928	gc19_pc.cds::gencode::NAPEPLD::ENSG00000161048.7	1
chr10	34400096	35103923	gc19_pc.cds::gencode::PARD3::ENSG00000148498.11	1
chr4	55106219	55161439	gc19_pc.cds::gencode::PDGFRA::ENSG00000134853.7	1
chr12	11461172	11463332	gc19_pc.cds::gencode::PRB4::ENSG00000230657.2	1
chr3	93593088	93692593	gc19_pc.cds::gencode::PROS1::ENSG00000184500.10	1
chr9	79229485	79520879	gc19_pc.cds::gencode::PRUNE2::ENSG00000106772.13	1
chr19	50148283	50161656	gc19_pc.cds::gencode::SCAF1::ENSG00000126461.10	1
chr2	166847754	166930131	gc19_pc.cds::gencode::SCN1A::ENSG00000144285.11	1
chr17	11144739	11461621	gc19_pc.cds::gencode::SHISA6::ENSG00000188803.10	1
chr16	18820890	18937363	gc19_pc.cds::gencode::SMG1::ENSG00000157106.12	1
chr19	362199	375970	gc19_pc.cds::gencode::THEG::ENSG00000105549.6	1
chr17	900382	904328	gc19_pc.cds::gencode::TIMM22::ENSG00000177370.4	1
chr15	99678200	99768917	gc19_pc.cds::gencode::TTC23::ENSG00000103852.8	1
chr14	38091269	38311496	gc19_pc.cds::gencode::TTC6::ENSG00000139865.12	1
chr18	56563784	56651698	gc19_pc.cds::gencode::ZNF532::ENSG00000074657.9	1
chr19	56133116	56135927	gc19_pc.cds::gencode::ZNF784::ENSG00000179922.5	1
