chr	start	end	element_ID	pvalue
chr11	120973374	121061515	gc19_pc.cds::gencode::TECTA::ENSG00000109927.5	0.212121212121212
chr21	40558951	40685417	gc19_pc.cds::gencode::BRWD1::ENSG00000185658.9	0.21259842519685
chr14	72054589	72205878	gc19_pc.cds::gencode::SIPA1L1::ENSG00000197555.5	0.213333333333333
chr6	90353723	90529326	gc19_pc.cds::gencode::MDN1::ENSG00000112159.7	0.216374269005848
chr2	166847754	166930131	gc19_pc.cds::gencode::SCN1A::ENSG00000144285.11	0.216783216783217
chr7	96650047	96653935	gc19_pc.cds::gencode::DLX5::ENSG00000105880.4	0.218181818181818
chr15	83518466	83621287	gc19_pc.cds::gencode::HOMER2::ENSG00000103942.8	0.220183486238532
chr6	3850045	3851023	gc19_pc.cds::gencode::FAM50B::ENSG00000145945.5	0.220338983050847
chr3	14485142	14526515	gc19_pc.cds::gencode::SLC6A6::ENSG00000131389.12	0.22093023255814
chr17	47788616	47841449	gc19_pc.cds::gencode::FAM117A::ENSG00000121104.3	0.222222222222222
chr4	619415	664003	gc19_pc.cds::gencode::PDE6B::ENSG00000133256.8	0.222222222222222
chr14	23851248	23876432	gc19_pc.cds::gencode::MYH6::ENSG00000197616.7	0.223529411764706
chr14	23389889	23398570	gc19_pc.cds::gencode::PRMT5::ENSG00000100462.11	0.223529411764706
chr2	45233308	45236249	gc19_pc.cds::gencode::SIX2::ENSG00000170577.7	0.226190476190476
chr6	108882411	108986058	gc19_pc.cds::gencode::FOXO3::ENSG00000118689.10	0.227272727272727
chr20	42743435	42815345	gc19_pc.cds::gencode::JPH2::ENSG00000149596.6	0.229411764705882
chr1	162688853	162750036	gc19_pc.cds::gencode::DDR2::ENSG00000162733.12	0.230337078651685
chr10	89624226	89725229	gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	0.230337078651685
chr16	23476671	23533121	gc19_pc.cds::gencode::GGA2::ENSG00000103365.11	0.230769230769231
chr1	2160205	2238204	gc19_pc.cds::gencode::SKI::ENSG00000157933.9	0.23125
chr5	140762466	140890740	gc19_pc.cds::gencode::PCDHGA7::ENSG00000253537.1	0.231638418079096
chr1	168195317	168211778	gc19_pc.cds::gencode::SFT2D2::ENSG00000213064.5	0.232142857142857
chr12	54635538	54651434	gc19_pc.cds::gencode::CBX5::ENSG00000094916.9	0.232258064516129
chr12	54891573	54936469	gc19_pc.cds::gencode::NCKAP1L::ENSG00000123338.8	0.232258064516129
chr11	47800656	47869972	gc19_pc.cds::gencode::NUP160::ENSG00000030066.9	0.23489932885906
chr22	50691829	50699938	gc19_pc.cds::gencode::MAPK12::ENSG00000188130.9	0.25
chr2	10862975	10923389	gc19_pc.cds::gencode::ATP6V1C2::ENSG00000143882.5	0.251748251748252
chr9	139390522	139440238	gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	0.253521126760563
chr16	67942652	67961545	gc19_pc.cds::gencode::PSKH1::ENSG00000159792.5	0.253521126760563
chr19	49224054	49243539	gc19_pc.cds::gencode::RASIP1::ENSG00000105538.4	0.253521126760563
chr21	34915398	34948882	gc19_pc.cds::gencode::SON::ENSG00000159140.13	0.272727272727273
chr5	140868807	140890740	gc19_pc.cds::gencode::PCDHGC5::ENSG00000240764.2	0.274509803921569
chr7	23545177	23571443	gc19_pc.cds::gencode::TRA2A::ENSG00000164548.6	0.275
chr7	142569459	142583261	gc19_pc.cds::gencode::TRPV6::ENSG00000165125.13	0.275862068965517
chr6	160390278	160526116	gc19_pc.cds::gencode::IGF2R::ENSG00000197081.8	0.28
chr11	107197635	107328542	gc19_pc.cds::gencode::CWF19L2::ENSG00000152404.11	0.285714285714286
chr1	228399484	228566496	gc19_pc.cds::gencode::OBSCN::ENSG00000154358.15	0.289282202556539
chr6	26045638	26046049	gc19_pc.cds::gencode::HIST1H3C::ENSG00000196532.4	0.289473684210526
chr5	176308073	176323160	gc19_pc.cds::gencode::HK3::ENSG00000160883.6	0.289473684210526
chr19	14073506	14104655	gc19_pc.cds::gencode::RFX1::ENSG00000132005.4	0.289473684210526
chr14	88934430	89016761	gc19_pc.cds::gencode::PTPN21::ENSG00000070778.8	0.290322580645161
chr12	65445128	65514971	gc19_pc.cds::gencode::WIF1::ENSG00000156076.5	0.290322580645161
chr22	45898117	45996326	gc19_pc.cds::gencode::FBLN1::ENSG00000077942.13	0.294117647058824
chr15	90627497	90645622	gc19_pc.cds::gencode::IDH2::ENSG00000182054.5	0.294117647058824
chr12	104171606	104234934	gc19_pc.cds::gencode::NT5DC3::ENSG00000111696.7	0.297872340425532
chr17	35443987	35766389	gc19_pc.cds::gencode::ACACA::ENSG00000132142.15	0.304347826086957
chr4	74301979	74321431	gc19_pc.cds::gencode::AFP::ENSG00000081051.3	0.307692307692308
chr2	173420878	173460697	gc19_pc.cds::gencode::PDK1::ENSG00000152256.9	0.307692307692308
chr2	72359355	72374963	gc19_pc.cds::gencode::CYP26B1::ENSG00000003137.4	0.312353706111834
chr2	227659725	227663454	gc19_pc.cds::gencode::IRS1::ENSG00000169047.5	0.3125
chr6	51483878	51949731	gc19_pc.cds::gencode::PKHD1::ENSG00000170927.10	0.332176137401791
chr11	62760708	62782430	gc19_pc.cds::gencode::SLC22A8::ENSG00000149452.11	0.332684533612816
chr5	161495005	161580374	gc19_pc.cds::gencode::GABRG2::ENSG00000113327.10	0.333333333333333
chr17	10346691	10370062	gc19_pc.cds::gencode::MYH4::ENSG00000264424.1	0.35
chr6	138192364	138202456	gc19_pc.cds::gencode::TNFAIP3::ENSG00000118503.10	0.35
chr15	52605892	52821003	gc19_pc.cds::gencode::MYO5A::ENSG00000197535.10	0.357142857142857
chr9	125315448	125316441	gc19_pc.cds::gencode::OR1N2::ENSG00000171501.7	0.357142857142857
chr2	102979120	103013346	gc19_pc.cds::gencode::IL18R1::ENSG00000115604.6	0.363636363636364
chr13	24304486	24463459	gc19_pc.cds::gencode::MIPEP::ENSG00000027001.7	0.393939393939394
chr2	140990754	142888298	gc19_pc.cds::gencode::LRP1B::ENSG00000168702.12	0.4
chr2	26680907	26781439	gc19_pc.cds::gencode::OTOF::ENSG00000115155.12	0.416666666666667
chr9	114124309	114247025	gc19_pc.cds::gencode::KIAA0368::ENSG00000136813.10	0.421428571428571
chr11	17515878	17565854	gc19_pc.cds::gencode::USH1C::ENSG00000006611.11	0.426573426573427
chr5	40998153	41070954	gc19_pc.cds::gencode::MROH2B::ENSG00000171495.12	0.428571428571429
chr5	131705664	131729964	gc19_pc.cds::gencode::SLC22A5::ENSG00000197375.8	0.428571428571429
chr5	5423028	5489443	gc19_pc.cds::gencode::KIAA0947::ENSG00000164151.7	0.429530201342282
chr9	125437408	125438383	gc19_pc.cds::gencode::OR1L3::ENSG00000171481.2	0.4375
chr1	55534717	55680786	gc19_pc.cds::gencode::USP24::ENSG00000162402.8	0.447674418604651
chr14	68215152	68282680	gc19_pc.cds::gencode::ZFYVE26::ENSG00000072121.11	0.448818897637795
chr19	7960488	7965798	gc19_pc.cds::gencode::LRRC8E::ENSG00000171017.6	0.450292397660819
chr6	133044064	133055831	gc19_pc.cds::gencode::VNN3::ENSG00000093134.9	0.454545454545455
chr18	21269647	21534612	gc19_pc.cds::gencode::LAMA3::ENSG00000053747.11	0.457627118644068
chr15	42140813	42185695	gc19_pc.cds::gencode::SPTBN5::ENSG00000137877.8	0.459627329192547
chr5	75699370	76003138	gc19_pc.cds::gencode::IQGAP2::ENSG00000145703.11	0.46031746031746
chr3	128629141	128712147	gc19_pc.cds::gencode::KIAA1257::ENSG00000114656.6	0.466666666666667
chr11	63974836	63990964	gc19_pc.cds::gencode::FERMT3::ENSG00000149781.8	0.467948717948718
chr22	25423966	25586747	gc19_pc.cds::gencode::KIAA1671::ENSG00000197077.8	0.467948717948718
chr5	140753650	140890740	gc19_pc.cds::gencode::PCDHGA6::ENSG00000253731.1	0.468926553672316
chr17	38296801	38325874	gc19_pc.cds::gencode::CASC3::ENSG00000108349.10	0.470588235294118
chr21	32007582	32007780	gc19_pc.cds::gencode::KRTAP20-2::ENSG00000184032.2	0.470588235294118
chr17	39520087	39526002	gc19_pc.cds::gencode::KRT33B::ENSG00000131738.5	0.47093023255814
chr17	39534310	39538624	gc19_pc.cds::gencode::KRT34::ENSG00000131737.5	0.47093023255814
chr10	102771714	102789976	gc19_pc.cds::gencode::PDZD7::ENSG00000186862.13	0.470967741935484
chr2	238233416	238305460	gc19_pc.cds::gencode::COL6A3::ENSG00000163359.11	0.471910112359551
chr9	35649844	35650850	gc19_pc.cds::gencode::SIT1::ENSG00000137078.4	0.473053892215569
chr3	4558175	4887909	gc19_pc.cds::gencode::ITPR1::ENSG00000150995.13	0.473214285714286
chr22	40742562	40762526	gc19_pc.cds::gencode::ADSL::ENSG00000239900.7	0.473684210526316
chr10	105889896	105992004	gc19_pc.cds::gencode::WDR96::ENSG00000197748.8	0.473684210526316
chr5	52084187	52248281	gc19_pc.cds::gencode::ITGA1::ENSG00000213949.4	0.475609756097561
chr17	72914167	72919168	gc19_pc.cds::gencode::USH1G::ENSG00000182040.4	0.476190476190476
chr16	28109858	28222689	gc19_pc.cds::gencode::XPO6::ENSG00000169180.7	0.476470588235294
chr17	3118914	3119844	gc19_pc.cds::gencode::OR1A1::ENSG00000172146.1	0.477011494252874
chr2	169780131	169874635	gc19_pc.cds::gencode::ABCB11::ENSG00000073734.8	0.479166666666667
chr9	134454883	134615217	gc19_pc.cds::gencode::RAPGEF1::ENSG00000107263.14	0.485915492957746
chr19	13318126	13710633	gc19_pc.cds::gencode::CACNA1A::ENSG00000141837.14	0.492957746478873
chr17	48638820	48704112	gc19_pc.cds::gencode::CACNA1G::ENSG00000006283.13	0.492957746478873
chr10	73156945	73575035	gc19_pc.cds::gencode::CDH23::ENSG00000107736.15	0.492957746478873
chr7	73731876	73818178	gc19_pc.cds::gencode::CLIP2::ENSG00000106665.11	0.492957746478873
chr6	43005425	43021596	gc19_pc.cds::gencode::CUL7::ENSG00000044090.4	0.492957746478873
chr5	176948975	176981459	gc19_pc.cds::gencode::FAM193B::ENSG00000146067.11	0.492957746478873
chr9	130005385	130155533	gc19_pc.cds::gencode::GARNL3::ENSG00000136895.14	0.492957746478873
chr19	46800333	46842879	gc19_pc.cds::gencode::HIF3A::ENSG00000124440.11	0.492957746478873
chr16	57054624	57116440	gc19_pc.cds::gencode::NLRC5::ENSG00000140853.11	0.492957746478873
chr1	247920763	247921708	gc19_pc.cds::gencode::OR1C1::ENSG00000221888.2	0.492957746478873
chr16	29883019	29910340	gc19_pc.cds::gencode::SEZ6L2::ENSG00000174938.10	0.492957746478873
chr7	75864384	75915160	gc19_pc.cds::gencode::SRRM3::ENSG00000177679.14	0.492957746478873
chr17	76109228	76122913	gc19_pc.cds::gencode::TMC6::ENSG00000141524.11	0.492957746478873
chr9	132576250	132586364	gc19_pc.cds::gencode::TOR1A::ENSG00000136827.11	0.492957746478873
chr7	5230050	5270578	gc19_pc.cds::gencode::WIPI2::ENSG00000157954.10	0.492957746478873
chr8	107773264	107782418	gc19_pc.cds::gencode::ABRA::ENSG00000174429.3	0.5
chr5	33988412	34008124	gc19_pc.cds::gencode::AMACR::ENSG00000242110.3	0.5
chr1	244624712	244803383	gc19_pc.cds::gencode::C1orf101::ENSG00000179397.13	0.5
chr8	36641928	36793438	gc19_pc.cds::gencode::KCNU1::ENSG00000215262.3	0.5
chr19	33321525	33359440	gc19_pc.cds::gencode::SLC7A9::ENSG00000021488.8	0.5
chr16	2806365	2821037	gc19_pc.cds::gencode::SRRM2::ENSG00000167978.12	0.5
chr11	101323685	101454234	gc19_pc.cds::gencode::TRPC6::ENSG00000137672.8	0.5
chr21	17102712	17250794	gc19_pc.cds::gencode::USP25::ENSG00000155313.11	0.5
chr2	135722419	135782217	gc19_pc.cds::gencode::MAP3K19::ENSG00000176601.7	0.506493506493506
chr8	61429766	61533347	gc19_pc.cds::gencode::RAB2A::ENSG00000104388.10	0.507692307692308
chr13	29598805	30077343	gc19_pc.cds::gencode::MTUS2::ENSG00000132938.14	0.515625
chr10	5120154	5149695	gc19_pc.cds::gencode::AKR1C3::ENSG00000196139.7	0.518518518518518
chr9	2804330	2838507	gc19_pc.cds::gencode::KIAA0020::ENSG00000080608.9	0.518518518518518
chr2	189342429	189458738	gc19_pc.cds::gencode::GULP1::ENSG00000144366.11	0.518987341772152
chr10	95790803	96084837	gc19_pc.cds::gencode::PLCE1::ENSG00000138193.10	0.527272727272727
chr16	55690606	55739198	gc19_pc.cds::gencode::SLC6A2::ENSG00000103546.14	0.542483660130719
chr12	117905003	118406060	gc19_pc.cds::gencode::KSR2::ENSG00000171435.9	0.543624161073825
chr8	18257513	18258386	gc19_pc.cds::gencode::NAT2::ENSG00000156006.4	0.545454545454545
chr2	73612996	73836739	gc19_pc.cds::gencode::ALMS1::ENSG00000116127.13	0.549019607843137
chr8	18393252	18942039	gc19_pc.cds::gencode::PSD3::ENSG00000156011.12	0.555555555555556
chr19	6375304	6375860	gc19_pc.cds::gencode::PSPN::ENSG00000125650.4	0.557142857142857
chr11	71818396	71822322	gc19_pc.cds::gencode::ANAPC15::ENSG00000110200.4	0.557692307692308
chr11	118769123	118780648	gc19_pc.cds::gencode::BCL9L::ENSG00000186174.8	0.558139534883721
chr1	35449522	35496240	gc19_pc.cds::gencode::ZMYM6::ENSG00000163867.12	0.56
chr5	70265930	70320200	gc19_pc.cds::gencode::NAIP::ENSG00000249437.3	0.560975609756098
chr6	55922454	56047416	gc19_pc.cds::gencode::COL21A1::ENSG00000124749.12	0.56140350877193
chr7	141705330	141805691	gc19_pc.cds::gencode::MGAM::ENSG00000257335.4	0.56140350877193
chr20	3758858	3761934	gc19_pc.cds::gencode::SPEF1::ENSG00000101222.8	0.5625
chr2	217498246	217528827	gc19_pc.cds::gencode::IGFBP2::ENSG00000115457.5	0.570588235294118
chr2	37195610	37310557	gc19_pc.cds::gencode::HEATR5B::ENSG00000008869.7	0.571428571428571
chr1	217804720	218036196	gc19_pc.cds::gencode::SPATA17::ENSG00000162814.6	0.571428571428571
chr3	196381410	196388593	gc19_pc.cds::gencode::NRROS::ENSG00000174004.5	0.576470588235294
chr5	137475762	137514303	gc19_pc.cds::gencode::BRD8::ENSG00000112983.13	0.577777777777778
chr17	40831570	40833841	gc19_pc.cds::gencode::CCR10::ENSG00000184451.5	0.578947368421053
chr7	5521405	5553305	gc19_pc.cds::gencode::FBXL18::ENSG00000155034.14	0.578947368421053
chr14	104120901	104167540	gc19_pc.cds::gencode::KLC1::ENSG00000126214.16	0.578947368421053
chr17	18022114	18082184	gc19_pc.cds::gencode::MYO15A::ENSG00000091536.12	0.578947368421053
chr9	86615901	86617779	gc19_pc.cds::gencode::RMI1::ENSG00000178966.11	0.578947368421053
chr9	140135812	140138008	gc19_pc.cds::gencode::TUBB4B::ENSG00000188229.5	0.578947368421053
chr16	2139727	2185690	gc19_pc.cds::gencode::PKD1::ENSG00000008710.13	0.580225498699046
chr2	171034797	171509631	gc19_pc.cds::gencode::MYO3B::ENSG00000071909.14	0.580645161290323
chr16	58060254	58079350	gc19_pc.cds::gencode::MMP15::ENSG00000102996.4	0.582352941176471
chr14	21853771	21905155	gc19_pc.cds::gencode::CHD8::ENSG00000100888.8	0.583333333333333
chr7	92818539	92855759	gc19_pc.cds::gencode::HEPACAM2::ENSG00000188175.5	0.583333333333333
chr16	1664640	1724046	gc19_pc.cds::gencode::CRAMP1L::ENSG00000007545.11	0.584507042253521
chr4	1006273	1019135	gc19_pc.cds::gencode::FGFRL1::ENSG00000127418.10	0.584507042253521
chr11	66625215	66627842	gc19_pc.cds::gencode::LRFN4::ENSG00000173621.8	0.584507042253521
chr11	119042112	119054689	gc19_pc.cds::gencode::NLRX1::ENSG00000160703.11	0.584507042253521
chr11	67759016	67771513	gc19_pc.cds::gencode::UNC93B1::ENSG00000110057.3	0.584507042253521
chr16	85009948	85024224	gc19_pc.cds::gencode::ZDHHC7::ENSG00000153786.8	0.584507042253521
chr13	42142332	42535151	gc19_pc.cds::gencode::VWA8::ENSG00000102763.11	0.586206896551724
chr19	51410189	51413994	gc19_pc.cds::gencode::KLK4::ENSG00000167749.7	0.587155963302752
chr10	134973971	135038394	gc19_pc.cds::gencode::KNDC1::ENSG00000171798.13	0.587155963302752
chr6	143816843	143832771	gc19_pc.cds::gencode::FUCA2::ENSG00000001036.9	0.58974358974359
chr2	239049395	239059706	gc19_pc.cds::gencode::KLHL30::ENSG00000168427.7	0.592
chr2	96780544	96781888	gc19_pc.cds::gencode::ADRA2B::ENSG00000222040.3	0.595238095238095
chr5	166711842	167689815	gc19_pc.cds::gencode::TENM2::ENSG00000145934.11	0.598425196850394
chr8	24298621	24384294	gc19_pc.cds::gencode::ADAM7::ENSG00000069206.11	0.6
chr5	180416028	180432872	gc19_pc.cds::gencode::BTNL3::ENSG00000168903.8	0.6
chr3	121350692	121377194	gc19_pc.cds::gencode::HCLS1::ENSG00000180353.6	0.6
chr10	64927804	65225422	gc19_pc.cds::gencode::JMJD1C::ENSG00000171988.13	0.6
chr11	93399873	93463435	gc19_pc.cds::gencode::KIAA1731::ENSG00000166004.10	0.6
chr1	120457928	120612020	gc19_pc.cds::gencode::NOTCH2::ENSG00000134250.13	0.6
chr3	97887543	97888485	gc19_pc.cds::gencode::OR5H15::ENSG00000233412.2	0.6
chr19	53627574	53657000	gc19_pc.cds::gencode::ZNF347::ENSG00000197937.8	0.606382978723404
chr18	2847186	2913402	gc19_pc.cds::gencode::EMILIN2::ENSG00000132205.6	0.607843137254902
chr2	119699876	119752096	gc19_pc.cds::gencode::MARCO::ENSG00000019169.9	0.617647058823529
chr1	248020548	248039791	gc19_pc.cds::gencode::TRIM58::ENSG00000162722.8	0.620689655172414
chr13	76195829	76432149	gc19_pc.cds::gencode::LMO7::ENSG00000136153.15	0.622222222222222
chr19	56795535	56821575	gc19_pc.cds::gencode::AC006116.20::ENSG00000267710.1	0.622516556291391
chr7	100612903	100661917	gc19_pc.cds::gencode::MUC12::ENSG00000205277.5	0.624161073825503
chr8	11188615	11189632	gc19_pc.cds::gencode::SLC35G5::ENSG00000177710.5	0.63030303030303
chr6	33388041	33419683	gc19_pc.cds::gencode::SYNGAP1::ENSG00000197283.8	0.634730538922156
chr5	135549122	135700942	gc19_pc.cds::gencode::TRPC7::ENSG00000069018.13	0.63727959697733
chr4	20255438	20622038	gc19_pc.cds::gencode::SLIT2::ENSG00000145147.15	0.638888888888889
chr9	21333004	21334858	gc19_pc.cds::gencode::KLHL9::ENSG00000198642.5	0.641025641025641
chr3	195925165	195938186	gc19_pc.cds::gencode::ZDHHC19::ENSG00000163958.9	0.641176470588235
chr9	3828271	4286425	gc19_pc.cds::gencode::GLIS3::ENSG00000107249.17	0.642857142857143
chr1	169694884	169702753	gc19_pc.cds::gencode::SELE::ENSG00000007908.11	0.642857142857143
chr4	47514557	47593398	gc19_pc.cds::gencode::ATP10D::ENSG00000145246.9	0.647058823529412
chr1	43855639	43916151	gc19_pc.cds::gencode::SZT2::ENSG00000198198.9	0.647058823529412
chr11	2320685	2323091	gc19_pc.cds::gencode::C11orf21::ENSG00000110665.7	0.647887323943662
chr17	78155237	78182144	gc19_pc.cds::gencode::CARD14::ENSG00000141527.12	0.647887323943662
chr1	1177927	1182070	gc19_pc.cds::gencode::FAM132A::ENSG00000184163.3	0.647887323943662
chr11	65383782	65404449	gc19_pc.cds::gencode::PCNXL3::ENSG00000197136.4	0.647887323943662
chr14	20443677	20444724	gc19_pc.cds::gencode::OR4K15::ENSG00000169488.5	0.648648648648649
chr10	47086783	47087911	gc19_pc.cds::gencode::NPY4R::ENSG00000204174.2	0.65
chr7	138916230	138982582	gc19_pc.cds::gencode::UBN2::ENSG00000157741.10	0.652173913043478
chr4	5544857	5710240	gc19_pc.cds::gencode::EVC2::ENSG00000173040.8	0.654320987654321
chr8	23049206	23082574	gc19_pc.cds::gencode::TNFRSF10A::ENSG00000104689.5	0.65625
chr20	10018949	10036308	gc19_pc.cds::gencode::ANKEF1::ENSG00000132623.11	0.660194174757282
chr17	20483056	20484042	gc19_pc.cds::gencode::CDRT15L2::ENSG00000214819.1	0.661538461538462
chr15	82635129	82641606	gc19_pc.cds::gencode::GOLGA6L10::ENSG00000205281.6	0.663636363636364
chr5	159992459	160115081	gc19_pc.cds::gencode::ATP10B::ENSG00000118322.8	0.666666666666667
chr10	100177320	100202997	gc19_pc.cds::gencode::HPS1::ENSG00000107521.14	0.666666666666667
chr9	20346440	20622255	gc19_pc.cds::gencode::MLLT3::ENSG00000171843.11	0.666666666666667
chr9	107366951	107367908	gc19_pc.cds::gencode::OR13C2::ENSG00000257019.1	0.666666666666667
chr19	44932477	44947031	gc19_pc.cds::gencode::ZNF229::ENSG00000167383.4	0.666666666666667
chr4	153864209	153897875	gc19_pc.cds::gencode::FHDC1::ENSG00000137460.4	0.671875
chr2	54200885	54531939	gc19_pc.cds::gencode::ACYP2::ENSG00000170634.8	0.68
chr6	33665429	33679463	gc19_pc.cds::gencode::UQCC2::ENSG00000137288.5	0.681818181818182
chr5	95865524	96107383	gc19_pc.cds::gencode::CAST::ENSG00000153113.19	0.686274509803922
chr3	37285041	37407594	gc19_pc.cds::gencode::GOLGA4::ENSG00000144674.12	0.686274509803922
chr1	186283102	186344760	gc19_pc.cds::gencode::TPR::ENSG00000047410.9	0.7
chr1	232534872	232651085	gc19_pc.cds::gencode::SIPA1L2::ENSG00000116991.6	0.707351555136663
chr1	156776969	156786500	gc19_pc.cds::gencode::SH2D2A::ENSG00000027869.7	0.710526315789474
chr4	122747014	122791468	gc19_pc.cds::gencode::BBS7::ENSG00000138686.5	0.714285714285714
chr19	51152701	51162399	gc19_pc.cds::gencode::C19orf81::ENSG00000235034.2	0.714285714285714
chr20	23064586	23066829	gc19_pc.cds::gencode::CD93::ENSG00000125810.9	0.714285714285714
chr6	31630042	31632255	gc19_pc.cds::gencode::GPANK1::ENSG00000204438.6	0.714285714285714
chr1	203008136	203045518	gc19_pc.cds::gencode::PPFIA4::ENSG00000143847.11	0.714285714285714
chr15	64791618	64973581	gc19_pc.cds::gencode::ZNF609::ENSG00000180357.5	0.714285714285714
chr2	230787229	230875600	gc19_pc.cds::gencode::FBXO36::ENSG00000153832.7	0.727272727272727
chr1	248201569	248202508	gc19_pc.cds::gencode::OR2L2::ENSG00000203663.2	0.727272727272727
chr12	21294508	21392123	gc19_pc.cds::gencode::SLCO1B1::ENSG00000134538.2	0.727272727272727
chr6	29407792	29408731	gc19_pc.cds::gencode::OR10C1::ENSG00000206474.6	0.730769230769231
chr7	71252759	71868354	gc19_pc.cds::gencode::CALN1::ENSG00000183166.6	0.736842105263158
chr10	105005753	105006440	gc19_pc.cds::gencode::RP11-332O19.5::ENSG00000235376.5	0.738095238095238
chr1	177199012	177250664	gc19_pc.cds::gencode::BRINP2::ENSG00000198797.6	0.742857142857143
chr9	134305531	134371261	gc19_pc.cds::gencode::PRRC2B::ENSG00000130723.13	0.743589743589744
chr20	20033230	20341054	gc19_pc.cds::gencode::C20orf26::ENSG00000089101.13	0.75
chr4	24810010	24914501	gc19_pc.cds::gencode::CCDC149::ENSG00000181982.13	0.75
chr15	101464837	101609053	gc19_pc.cds::gencode::LRRK1::ENSG00000154237.8	0.75
chr11	58978187	58980338	gc19_pc.cds::gencode::MPEG1::ENSG00000197629.5	0.75
chr4	69179816	69215471	gc19_pc.cds::gencode::YTHDC1::ENSG00000083896.8	0.75
chr11	108380263	108464460	gc19_pc.cds::gencode::EXPH5::ENSG00000110723.7	0.775
