chr	start	end	element_ID	pvalue
chr11	65837957	66010751	gc19_pc.cds::gencode::PACS1::ENSG00000175115.7	0.15
chr12	56379494	56385996	gc19_pc.cds::gencode::RAB5B::ENSG00000111540.11	0.15
chr12	112843027	112846460	gc19_pc.cds::gencode::RPL6::ENSG00000089009.11	0.15
chr2	97001567	97039089	gc19_pc.cds::gencode::NCAPH::ENSG00000121152.5	0.157894736842105
chr1	228582405	228594262	gc19_pc.cds::gencode::TRIM11::ENSG00000154370.9	0.16
chr17	46654083	46655681	gc19_pc.cds::gencode::HOXB4::ENSG00000182742.5	0.166666666666667
chr7	100331791	100395354	gc19_pc.cds::gencode::ZAN::ENSG00000146839.14	0.169737710821679
chr4	115748971	115998192	gc19_pc.cds::gencode::NDST4::ENSG00000138653.5	0.173553719008264
chr14	57675326	57735366	gc19_pc.cds::gencode::EXOC5::ENSG00000070367.11	0.176470588235294
chr17	44845685	44895963	gc19_pc.cds::gencode::WNT3::ENSG00000108379.5	0.179372197309417
chr9	84199112	84303155	gc19_pc.cds::gencode::TLE1::ENSG00000196781.9	0.181818181818182
chr3	195243693	195269848	gc19_pc.cds::gencode::PPP1R2::ENSG00000184203.3	0.188073394495413
chr14	20937683	20944760	gc19_pc.cds::gencode::PNP::ENSG00000198805.7	0.19047619047619
chr6	89790613	89793915	gc19_pc.cds::gencode::PNRC1::ENSG00000146278.10	0.19047619047619
chr17	40312057	40332963	gc19_pc.cds::gencode::KCNH4::ENSG00000089558.4	0.192307692307692
chr22	50528517	50599892	gc19_pc.cds::gencode::MOV10L1::ENSG00000073146.11	0.192307692307692
chr7	44178519	44180904	gc19_pc.cds::gencode::MYL7::ENSG00000106631.4	0.192307692307692
chr9	139390522	139440238	gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	0.192307692307692
chr22	41856401	41864657	gc19_pc.cds::gencode::PHF5A::ENSG00000100410.3	0.192307692307692
chr22	41973321	41985809	gc19_pc.cds::gencode::PMM1::ENSG00000100417.7	0.192307692307692
chr19	14073506	14104655	gc19_pc.cds::gencode::RFX1::ENSG00000132005.4	0.192307692307692
chr19	4542925	4558469	gc19_pc.cds::gencode::SEMA6B::ENSG00000167680.11	0.192307692307692
chr11	73686051	73689423	gc19_pc.cds::gencode::UCP2::ENSG00000175567.4	0.192307692307692
chr10	25464349	25888203	gc19_pc.cds::gencode::GPR158::ENSG00000151025.9	0.193548387096774
chr12	7966911	8043723	gc19_pc.cds::gencode::SLC2A14::ENSG00000173262.7	0.193548387096774
chr10	94051251	94110964	gc19_pc.cds::gencode::MARCH5::ENSG00000198060.5	0.194444444444444
chr18	52895455	53331989	gc19_pc.cds::gencode::TCF4::ENSG00000196628.9	0.197674418604651
chr8	95262537	95272731	gc19_pc.cds::gencode::GEM::ENSG00000164949.3	0.19815668202765
chr1	86934654	86965728	gc19_pc.cds::gencode::CLCA1::ENSG00000016490.11	0.2
chr1	168054768	168106659	gc19_pc.cds::gencode::GPR161::ENSG00000143147.10	0.2
chr3	168802696	169381160	gc19_pc.cds::gencode::MECOM::ENSG00000085276.13	0.2
chr1	181003143	181024401	gc19_pc.cds::gencode::MR1::ENSG00000153029.10	0.2
chr18	77156224	77287577	gc19_pc.cds::gencode::NFATC1::ENSG00000131196.13	0.2
chr11	35453903	35547133	gc19_pc.cds::gencode::PAMR1::ENSG00000149090.7	0.201005025125628
chr4	186168510	186284619	gc19_pc.cds::gencode::SNX25::ENSG00000109762.11	0.201550387596899
chr1	145611239	145688220	gc19_pc.cds::gencode::RNF115::ENSG00000121848.9	0.203045685279188
chr2	100167935	100722484	gc19_pc.cds::gencode::AFF3::ENSG00000144218.14	0.203125
chr2	100017703	100081437	gc19_pc.cds::gencode::REV1::ENSG00000135945.5	0.203125
chr16	88880846	88923285	gc19_pc.cds::gencode::GALNS::ENSG00000141012.8	0.204613413071337
chr8	99468069	99895984	gc19_pc.cds::gencode::STK3::ENSG00000104375.11	0.205
chr19	38924469	39078060	gc19_pc.cds::gencode::RYR1::ENSG00000196218.7	0.205479452054795
chr9	74764475	74865720	gc19_pc.cds::gencode::GDA::ENSG00000119125.12	0.205607476635514
chr12	48367189	48398104	gc19_pc.cds::gencode::COL2A1::ENSG00000139219.13	0.207207207207207
chr16	17202551	17564653	gc19_pc.cds::gencode::XYLT1::ENSG00000103489.7	0.207317073170732
chr12	109526010	109530591	gc19_pc.cds::gencode::ALKBH2::ENSG00000189046.6	0.208144796380091
chr12	124247066	124420028	gc19_pc.cds::gencode::DNAH10::ENSG00000197653.10	0.208333333333333
chr4	69962238	69978454	gc19_pc.cds::gencode::UGT2B7::ENSG00000171234.9	0.208955223880597
chr1	1228943	1243195	gc19_pc.cds::gencode::ACAP3::ENSG00000131584.14	0.210526315789474
chr17	48262862	48278874	gc19_pc.cds::gencode::COL1A1::ENSG00000108821.9	0.210526315789474
chr10	70661140	70706386	gc19_pc.cds::gencode::DDX50::ENSG00000107625.8	0.210526315789474
chr1	154956170	154965513	gc19_pc.cds::gencode::FLAD1::ENSG00000160688.14	0.210526315789474
chr19	45504837	45541048	gc19_pc.cds::gencode::RELB::ENSG00000104856.9	0.210526315789474
chr8	8998303	8999161	gc19_pc.cds::gencode::PPP1R3B::ENSG00000173281.4	0.212435233160622
chr3	27152762	27394373	gc19_pc.cds::gencode::NEK10::ENSG00000163491.12	0.212765957446809
chr9	18474230	18908546	gc19_pc.cds::gencode::ADAMTSL1::ENSG00000178031.11	0.214285714285714
chr5	94043200	94620279	gc19_pc.cds::gencode::MCTP1::ENSG00000175471.15	0.214285714285714
chr9	110045910	110094003	gc19_pc.cds::gencode::RAD23B::ENSG00000119318.8	0.214285714285714
chr2	166152333	166246334	gc19_pc.cds::gencode::SCN2A::ENSG00000136531.9	0.215189873417722
chr3	17202454	17550062	gc19_pc.cds::gencode::TBC1D5::ENSG00000131374.10	0.217821782178218
chr19	12944781	12985684	gc19_pc.cds::gencode::MAST1::ENSG00000105613.5	0.220338983050847
chr20	46250991	46282161	gc19_pc.cds::gencode::NCOA3::ENSG00000124151.14	0.222222222222222
chr5	56509957	56558579	gc19_pc.cds::gencode::GPBP1::ENSG00000062194.11	0.223928367308059
chr22	26565635	26776261	gc19_pc.cds::gencode::SEZ6L::ENSG00000100095.14	0.227272727272727
chr1	47685391	47691560	gc19_pc.cds::gencode::TAL1::ENSG00000162367.7	0.228070175438596
chr15	45951121	45983228	gc19_pc.cds::gencode::SQRDL::ENSG00000137767.9	0.228260869565217
chr7	150929850	150935767	gc19_pc.cds::gencode::CHPF2::ENSG00000033100.10	0.229508196721311
chr7	150163786	150174868	gc19_pc.cds::gencode::GIMAP8::ENSG00000171115.3	0.229508196721311
chr18	39535256	39661101	gc19_pc.cds::gencode::PIK3C3::ENSG00000078142.7	0.230769230769231
chr18	55711892	56063501	gc19_pc.cds::gencode::NEDD4L::ENSG00000049759.12	0.231182795698925
chr16	46990940	47007483	gc19_pc.cds::gencode::DNAJA2::ENSG00000069345.7	0.231578947368421
chr1	67470022	67519696	gc19_pc.cds::gencode::SLC35D1::ENSG00000116704.6	0.231707317073171
chr5	82937314	82969342	gc19_pc.cds::gencode::HAPLN1::ENSG00000145681.6	0.231884057971014
chr13	95673828	95953568	gc19_pc.cds::gencode::ABCC4::ENSG00000125257.9	0.232
chr10	115594910	115612941	gc19_pc.cds::gencode::DCLRE1A::ENSG00000198924.3	0.232
chr11	44286403	44331612	gc19_pc.cds::gencode::ALX4::ENSG00000052850.5	0.232258064516129
chr12	133418139	133463914	gc19_pc.cds::gencode::CHFR::ENSG00000072609.13	0.232954545454545
chr7	130132154	130144897	gc19_pc.cds::gencode::MEST::ENSG00000106484.10	0.233333333333333
chr2	71163084	71192251	gc19_pc.cds::gencode::ATP6V1B1::ENSG00000116039.7	0.233766233766234
chr10	30306811	30336741	gc19_pc.cds::gencode::KIAA1462::ENSG00000165757.8	0.23463687150838
chr12	113266123	113334585	gc19_pc.cds::gencode::RPH3A::ENSG00000089169.10	0.234976367319379
chr5	180275791	180288219	gc19_pc.cds::gencode::ZFP62::ENSG00000196670.9	0.235294117647059
chr3	30769733	30936106	gc19_pc.cds::gencode::GADL1::ENSG00000144644.10	0.235772357723577
chr1	29138895	29189795	gc19_pc.cds::gencode::OPRD1::ENSG00000116329.6	0.237837837837838
chr1	47716807	47775991	gc19_pc.cds::gencode::STIL::ENSG00000123473.11	0.237837837837838
chr7	150905156	150923544	gc19_pc.cds::gencode::ABCF2::ENSG00000033050.3	0.238095238095238
chr2	143642936	143799741	gc19_pc.cds::gencode::KYNU::ENSG00000115919.10	0.238095238095238
chr11	6815955	6816939	gc19_pc.cds::gencode::OR6A2::ENSG00000184933.3	0.238095238095238
chr10	98760868	98945431	gc19_pc.cds::gencode::SLIT1::ENSG00000187122.12	0.238636363636364
chr19	44271694	44285013	gc19_pc.cds::gencode::KCNN4::ENSG00000104783.7	0.238888888888889
chr8	131792635	132052579	gc19_pc.cds::gencode::ADCY8::ENSG00000155897.5	0.239766081871345
chr16	72821062	72994044	gc19_pc.cds::gencode::ZFHX3::ENSG00000140836.10	0.24
chr5	71403358	71501066	gc19_pc.cds::gencode::MAP1B::ENSG00000131711.10	0.240223463687151
chr9	19276172	19372171	gc19_pc.cds::gencode::DENND4C::ENSG00000137145.16	0.240740740740741
chr1	145592689	145609336	gc19_pc.cds::gencode::POLR3C::ENSG00000186141.4	0.246376811594203
chr4	156618019	156651383	gc19_pc.cds::gencode::GUCY1A3::ENSG00000164116.12	0.25
chr5	169532961	169535615	gc19_pc.cds::gencode::FOXI1::ENSG00000168269.7	0.252840909090909
chr12	8608707	8630060	gc19_pc.cds::gencode::CLEC6A::ENSG00000205846.3	0.254335260115607
chr4	88928885	88996846	gc19_pc.cds::gencode::PKD2::ENSG00000118762.3	0.255813953488372
chr3	37493865	37860480	gc19_pc.cds::gencode::ITGA9::ENSG00000144668.7	0.257142857142857
chr4	185309911	185350218	gc19_pc.cds::gencode::IRF2::ENSG00000168310.6	0.259259259259259
chr1	50513836	50666850	gc19_pc.cds::gencode::ELAVL4::ENSG00000162374.12	0.26
chr11	93517679	93545230	gc19_pc.cds::gencode::MED17::ENSG00000042429.6	0.263157894736842
chr16	84733696	84812688	gc19_pc.cds::gencode::USP10::ENSG00000103194.11	0.283582089552239
chr17	65336958	65362635	gc19_pc.cds::gencode::PSMD12::ENSG00000197170.5	0.283783783783784
chr6	74405938	74533357	gc19_pc.cds::gencode::CD109::ENSG00000156535.9	0.285714285714286
chr7	98246773	98257941	gc19_pc.cds::gencode::NPTX2::ENSG00000106236.3	0.285714285714286
chr11	55587105	55588047	gc19_pc.cds::gencode::OR5D18::ENSG00000186119.6	0.285714285714286
chr1	158746471	158747425	gc19_pc.cds::gencode::OR6N2::ENSG00000188340.1	0.285714285714286
chr21	28209897	28217273	gc19_pc.cds::gencode::ADAMTS1::ENSG00000154734.10	0.288888888888889
chr21	41032486	41033419	gc19_pc.cds::gencode::B3GALT5::ENSG00000183778.13	0.288888888888889
chr15	42646603	42704415	gc19_pc.cds::gencode::CAPN3::ENSG00000092529.18	0.296875
chr10	74033974	74034946	gc19_pc.cds::gencode::DDIT4::ENSG00000168209.4	0.296875
chr6	31847860	31865454	gc19_pc.cds::gencode::EHMT2::ENSG00000204371.7	0.296875
chr20	3026714	3028515	gc19_pc.cds::gencode::MRPS26::ENSG00000125901.5	0.296875
chr1	109836860	109849613	gc19_pc.cds::gencode::MYBPHL::ENSG00000221986.2	0.296875
chr1	154936278	154943002	gc19_pc.cds::gencode::SHC1::ENSG00000160691.14	0.296875
chr11	61286098	61348292	gc19_pc.cds::gencode::SYT7::ENSG00000011347.5	0.296875
chr9	78506097	78973838	gc19_pc.cds::gencode::PCSK5::ENSG00000099139.9	0.297297297297297
chr15	59296323	59387099	gc19_pc.cds::gencode::RNF111::ENSG00000157450.11	0.298507462686567
chr7	121513553	121701274	gc19_pc.cds::gencode::PTPRZ1::ENSG00000106278.7	0.3
chr11	121323040	121500272	gc19_pc.cds::gencode::SORL1::ENSG00000137642.8	0.3
chr7	138391368	138455992	gc19_pc.cds::gencode::ATP6V0A4::ENSG00000105929.11	0.302325581395349
chr1	158581053	158656307	gc19_pc.cds::gencode::SPTA1::ENSG00000163554.7	0.302325581395349
chr12	109278782	109294311	gc19_pc.cds::gencode::DAO::ENSG00000110887.3	0.304347826086957
chr9	107366951	107367908	gc19_pc.cds::gencode::OR13C2::ENSG00000257019.1	0.3125
chr2	105953930	105961828	gc19_pc.cds::gencode::C2orf49::ENSG00000135974.5	0.333333333333333
chr2	149216327	149270510	gc19_pc.cds::gencode::MBD5::ENSG00000204406.7	0.333333333333333
chr14	77229164	77245953	gc19_pc.cds::gencode::VASH1::ENSG00000071246.6	0.341463414634146
chr6	112430639	112575352	gc19_pc.cds::gencode::LAMA4::ENSG00000112769.14	0.347826086956522
chr5	139781552	139928822	gc19_pc.cds::gencode::ANKHD1::ENSG00000131503.16	0.35
chr14	103802197	103807389	gc19_pc.cds::gencode::EIF5::ENSG00000100664.6	0.35
chr6	26158397	26158778	gc19_pc.cds::gencode::HIST1H2BD::ENSG00000158373.7	0.35
chr11	48285412	48286330	gc19_pc.cds::gencode::OR4X1::ENSG00000176567.1	0.35
chr20	48429459	48504473	gc19_pc.cds::gencode::SLC9A8::ENSG00000197818.7	0.35
chr19	40978528	41081475	gc19_pc.cds::gencode::SPTBN4::ENSG00000160460.11	0.35
chr10	89624226	89725229	gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	0.351351351351351
chr3	13521847	13546183	gc19_pc.cds::gencode::HDAC11::ENSG00000163517.10	0.371428571428571
chr16	81204344	81253975	gc19_pc.cds::gencode::PKD1L2::ENSG00000166473.12	0.372727272727273
chr6	39016616	39053849	gc19_pc.cds::gencode::GLP1R::ENSG00000112164.5	0.375
chr22	50167880	50217965	gc19_pc.cds::gencode::BRD1::ENSG00000100425.14	0.379807692307692
chr12	110466377	110511233	gc19_pc.cds::gencode::C12orf76::ENSG00000174456.9	0.379807692307692
chr12	49086815	49110458	gc19_pc.cds::gencode::CCNT1::ENSG00000129315.5	0.379807692307692
chr22	46759074	46933067	gc19_pc.cds::gencode::CELSR1::ENSG00000075275.12	0.379807692307692
chr5	149433631	149465990	gc19_pc.cds::gencode::CSF1R::ENSG00000182578.9	0.379807692307692
chr19	16024541	16045218	gc19_pc.cds::gencode::CYP4F11::ENSG00000171903.12	0.379807692307692
chr20	34021706	34025708	gc19_pc.cds::gencode::GDF5::ENSG00000125965.4	0.379807692307692
chr3	128780582	128781116	gc19_pc.cds::gencode::GP9::ENSG00000169704.4	0.379807692307692
chr11	66026065	66034909	gc19_pc.cds::gencode::KLC2::ENSG00000174996.7	0.379807692307692
chr21	45993635	45994841	gc19_pc.cds::gencode::KRTAP10-4::ENSG00000215454.4	0.379807692307692
chr4	2061238	2065854	gc19_pc.cds::gencode::NAT8L::ENSG00000185818.7	0.379807692307692
chr2	27604465	27632289	gc19_pc.cds::gencode::PPM1G::ENSG00000115241.9	0.379807692307692
chr3	50368011	50378236	gc19_pc.cds::gencode::RASSF1::ENSG00000068028.13	0.379807692307692
chr16	30970052	30995344	gc19_pc.cds::gencode::SETD1A::ENSG00000099381.12	0.379807692307692
chr15	42140813	42185695	gc19_pc.cds::gencode::SPTBN5::ENSG00000137877.8	0.379807692307692
chr1	6615433	6639644	gc19_pc.cds::gencode::TAS1R1::ENSG00000173662.15	0.379807692307692
chr9	131549632	131570158	gc19_pc.cds::gencode::TBC1D13::ENSG00000107021.11	0.379807692307692
chr19	50243032	50266504	gc19_pc.cds::gencode::TSKS::ENSG00000126467.6	0.379807692307692
chr15	90793862	90808199	gc19_pc.cds::gencode::TTLL13::ENSG00000213471.4	0.379807692307692
chr22	50656164	50682888	gc19_pc.cds::gencode::TUBGCP6::ENSG00000128159.7	0.379807692307692
chr14	74823486	74825595	gc19_pc.cds::gencode::VRTN::ENSG00000133980.4	0.379807692307692
chr11	61026146	61062509	gc19_pc.cds::gencode::VWCE::ENSG00000167992.8	0.379807692307692
chr14	75230192	75322045	gc19_pc.cds::gencode::YLPM1::ENSG00000119596.13	0.379807692307692
chr16	30793038	30795803	gc19_pc.cds::gencode::ZNF629::ENSG00000102870.4	0.379807692307692
chr18	2920290	2982767	gc19_pc.cds::gencode::LPIN2::ENSG00000101577.5	0.380952380952381
chr9	75263564	75450889	gc19_pc.cds::gencode::TMC1::ENSG00000165091.11	0.380952380952381
chr3	126201187	126236562	gc19_pc.cds::gencode::UROC1::ENSG00000159650.4	0.380952380952381
chr6	12015861	12164694	gc19_pc.cds::gencode::HIVEP1::ENSG00000095951.12	0.382113821138211
chr8	143545559	143625778	gc19_pc.cds::gencode::BAI1::ENSG00000181790.6	0.382352941176471
chr19	34663547	34718293	gc19_pc.cds::gencode::LSM14A::ENSG00000257103.4	0.382352941176471
chr10	78637496	79397400	gc19_pc.cds::gencode::KCNMA1::ENSG00000156113.16	0.384615384615385
chr6	29323006	29323972	gc19_pc.cds::gencode::OR5V1::ENSG00000243729.3	0.384615384615385
chr15	53809895	54025346	gc19_pc.cds::gencode::WDR72::ENSG00000166415.10	0.384615384615385
chr12	108589609	108642120	gc19_pc.cds::gencode::WSCD2::ENSG00000075035.5	0.384615384615385
chr15	89379437	89417830	gc19_pc.cds::gencode::ACAN::ENSG00000157766.11	0.385026737967914
chr9	113431184	113563268	gc19_pc.cds::gencode::MUSK::ENSG00000030304.8	0.387096774193548
chr11	3109434	3150378	gc19_pc.cds::gencode::OSBPL5::ENSG00000021762.15	0.388888888888889
chr3	156864341	156877883	gc19_pc.cds::gencode::CCNL1::ENSG00000163660.7	0.392857142857143
chr22	18900687	18923800	gc19_pc.cds::gencode::PRODH::ENSG00000100033.12	0.393665158371041
chr9	115642041	115652961	gc19_pc.cds::gencode::SLC46A2::ENSG00000119457.7	0.393665158371041
chr2	38972274	38978398	gc19_pc.cds::gencode::SRSF7::ENSG00000115875.14	0.393665158371041
chr5	175305742	175307048	gc19_pc.cds::gencode::CPLX2::ENSG00000145920.10	0.394444444444444
chr9	116175773	116191666	gc19_pc.cds::gencode::C9orf43::ENSG00000157653.7	0.395348837209302
chr21	38072046	38120393	gc19_pc.cds::gencode::SIM2::ENSG00000159263.11	0.396984924623116
chr11	116706523	116708194	gc19_pc.cds::gencode::APOA1::ENSG00000118137.5	0.397727272727273
chr12	8756879	8765363	gc19_pc.cds::gencode::AICDA::ENSG00000111732.6	0.398843930635838
chr8	39602378	39695704	gc19_pc.cds::gencode::ADAM2::ENSG00000104755.10	0.4
chr21	47531390	47552466	gc19_pc.cds::gencode::COL6A2::ENSG00000142173.10	0.4
chr3	113847562	113890839	gc19_pc.cds::gencode::DRD3::ENSG00000151577.8	0.4
chr4	156135091	156136237	gc19_pc.cds::gencode::NPY2R::ENSG00000185149.5	0.4
chr11	50003107	50004037	gc19_pc.cds::gencode::OR4C12::ENSG00000221954.2	0.4
chr13	21549008	21620165	gc19_pc.cds::gencode::LATS2::ENSG00000150457.7	0.402234636871508
chr1	207495110	207533014	gc19_pc.cds::gencode::CD55::ENSG00000196352.9	0.402298850574713
chr17	72322488	72351451	gc19_pc.cds::gencode::KIF19::ENSG00000196169.10	0.404494382022472
chr3	50712694	51418990	gc19_pc.cds::gencode::DOCK3::ENSG00000088538.12	0.405405405405405
chr19	34895335	34917025	gc19_pc.cds::gencode::PDCD2L::ENSG00000126249.3	0.405405405405405
chr16	58549441	58552933	gc19_pc.cds::gencode::SETD6::ENSG00000103037.7	0.405405405405405
chr3	132948155	133114830	gc19_pc.cds::gencode::TMEM108::ENSG00000144868.9	0.405405405405405
chr16	31366575	31393817	gc19_pc.cds::gencode::ITGAX::ENSG00000140678.12	0.406779661016949
chr7	127250905	127255982	gc19_pc.cds::gencode::PAX4::ENSG00000106331.10	0.406779661016949
chr22	32909678	33402647	gc19_pc.cds::gencode::SYN3::ENSG00000185666.10	0.406779661016949
chr3	134514473	134977962	gc19_pc.cds::gencode::EPHB1::ENSG00000154928.12	0.411214953271028
chr8	142221540	142264328	gc19_pc.cds::gencode::SLC45A4::ENSG00000022567.5	0.412087912087912
chr11	128564153	128680883	gc19_pc.cds::gencode::FLI1::ENSG00000151702.12	0.412280701754386
chr9	88903591	88968114	gc19_pc.cds::gencode::ZCCHC6::ENSG00000083223.13	0.412844036697248
chr19	35786311	35804357	gc19_pc.cds::gencode::MAG::ENSG00000105695.10	0.41304347826087
chr6	32009125	32065975	gc19_pc.cds::gencode::TNXB::ENSG00000168477.13	0.414364640883978
chr3	169539709	169555419	gc19_pc.cds::gencode::LRRIQ4::ENSG00000188306.6	0.414473684210526
chr10	96698439	96748785	gc19_pc.cds::gencode::CYP2C9::ENSG00000138109.9	0.419354838709677
chr2	101967384	102003919	gc19_pc.cds::gencode::CREG2::ENSG00000175874.5	0.425441967717141
chr14	60574356	60635466	gc19_pc.cds::gencode::PCNXL4::ENSG00000126773.8	0.428571428571429
chr2	189839215	189876500	gc19_pc.cds::gencode::COL3A1::ENSG00000168542.8	0.445544554455446
chr1	19401325	19536742	gc19_pc.cds::gencode::UBR4::ENSG00000127481.10	0.445854819516065
chr18	61223392	61234244	gc19_pc.cds::gencode::SERPINB12::ENSG00000166634.2	0.452631578947368
chr2	103039737	103068641	gc19_pc.cds::gencode::IL18RAP::ENSG00000115607.5	0.454545454545455
chr4	89183746	89199735	gc19_pc.cds::gencode::PPM1K::ENSG00000163644.10	0.458333333333333
chr7	50530928	50611783	gc19_pc.cds::gencode::DDC::ENSG00000132437.13	0.46875
