chr	start	end	element_ID	p-value
chr1	111196181	111199662	lncrna.ncrna::gencode::RP11-284N8.3::ENSG00000259834.1	0.2125
chr13	67775238	67782858	lncrna.ncrna::mitranscriptome::G022391::G022391	0.213333333333333
chr9	37910532	37919130	lncrna.ncrna::mitranscriptome::G084533::G084533	0.21349786502135
chr2	59444842	59506535	lncrna.ncrna::gencode::AC007131.1::ENSG00000222030.1	0.214285714285714
chr14	26583281	26601827	lncrna.ncrna::mitranscriptome::G024015::G024015	0.216216216216216
chr22	27692088	27696302	lncrna.ncrna::mitranscriptome::G053278::G053278	0.21656050955414
chr8	39172109	39274897	lncrna.ncrna::gencode::ADAM5::ENSG00000196115.8	0.218045112781955
chr7	25360920	25366434	lncrna.ncrna::gencode::AC003985.1::ENSG00000233824.1	0.223076923076923
chr6	90539612	90584155	lncrna.ncrna::gencode::CASP8AP2::ENSG00000118412.8	0.22360248447205
chr2	237276202	237277745	lncrna.ncrna::gencode::RP11-785G17.1::ENSG00000270540.1	0.225165562913907
chr20	11170652	11174359	lncrna.ncrna::mitranscriptome::G049381::G049381	0.225490196078431
chr5	78885414	78891332	lncrna.ncrna::mitranscriptome::G066435::G066435	0.226666666666667
chr16	51396388	51476473	lncrna.ncrna::mitranscriptome::G031029::G031029	0.23
chr18	22305744	22509040	lncrna.ncrna::gencode::RP11-449D8.5::ENSG00000266573.1	0.230088495575221
chr17	55328472	55333694	lncrna.ncrna::mitranscriptome::G035079::G035079	0.232876712328767
chr16	2389150	2476700	lncrna.ncrna::gencode::ABCA17P::ENSG00000238098.4	0.233333333333333
chr1	6150765	6156331	lncrna.ncrna::mitranscriptome::G000325::G000325	0.233333333333333
chr12	57607134	57608759	lncrna.ncrna::mitranscriptome::G018581::G018581	0.233333333333333
chr16	67174026	67177751	lncrna.ncrna::mitranscriptome::G031558::G031558	0.233333333333333
chr3	43760541	43775628	lncrna.ncrna::mitranscriptome::G055496::G055496	0.236486486486486
chr12	120377246	120413039	lncrna.ncrna::mitranscriptome::G020354::G020354	0.24
chr3	112314859	112323406	lncrna.ncrna::mitranscriptome::G057061::G057061	0.240506329113924
chr14	97762494	97768580	lncrna.ncrna::mitranscriptome::G026016::G026016	0.241071428571429
chr4	112561650	112569964	lncrna.ncrna::gencode::RP11-255I10.2::ENSG00000248656.1	0.242718446601942
chr9	109075433	109093308	lncrna.ncrna::mitranscriptome::G086089::G086089	0.243478260869565
chr5	1884079	1884763	lncrna.ncrna::gencode::CTD-2194D22.3::ENSG00000249116.1	0.251572327044025
chr9	81872015	81873413	lncrna.ncrna::mitranscriptome::G085222::G085222	0.251968503937008
chr11	30614118	30686977	lncrna.ncrna::mitranscriptome::G013085::G013085	0.258064516129032
chr1	247495245	247558268	lncrna.ncrna::mitranscriptome::G007916::G007916	0.260162601626016
chr10	31495206	31609376	lncrna.ncrna::gencode::ZEB1-AS1::ENSG00000237036.4	0.273333333333333
chr17	70033454	70217977	lncrna.ncrna::gencode::AC005152.2::ENSG00000234899.5	0.28
chr3	167967309	168548387	lncrna.ncrna::gencode::EGFEM1P::ENSG00000206120.7	0.280373831775701
chr2	113969098	114034158	lncrna.ncrna::gencode::AC016683.6::ENSG00000189223.9	0.282127178728213
chr8	6261071	6264663	lncrna.ncrna::gencode::RP11-115C21.2::ENSG00000246089.3	0.282608695652174
chr14	22849082	22951948	lncrna.ncrna::gencode::AE000661.37::ENSG00000251002.3	0.282758620689655
chr16	89902803	89909466	lncrna.ncrna::mitranscriptome::G032458::G032458	0.291666666666667
chr14	57532977	57579378	lncrna.ncrna::gencode::RP11-108M12.3::ENSG00000258592.1	0.297029702970297
chr6	39151634	39156748	lncrna.ncrna::mitranscriptome::G070763::G070763	0.297297297297297
chr18	5241793	5243683	lncrna.ncrna::mitranscriptome::G036415::G036415	0.3
chr14	33980713	34016954	lncrna.ncrna::mitranscriptome::G024171::G024171	0.303571428571429
chr2	39701805	39708006	lncrna.ncrna::mitranscriptome::G043204::G043204	0.307692307692308
chr15	60284468	60300341	lncrna.ncrna::mitranscriptome::G027727::G027727	0.312316876831232
chr5	162910184	162921064	lncrna.ncrna::gencode::RP11-80G7.1::ENSG00000251018.2	0.324675324675325
chr10	22724352	22764867	lncrna.ncrna::mitranscriptome::G008738::G008738	0.329113924050633
chr12	10516367	10551105	lncrna.ncrna::gencode::RP11-277P12.20::ENSG00000245648.1	0.331034482758621
chr20	22528308	22559280	lncrna.ncrna::gencode::LINC00261::ENSG00000259974.2	0.336842105263158
chr2	75145274	75165545	lncrna.ncrna::gencode::AC104135.3::ENSG00000204792.2	0.344155844155844
chr2	65663844	66311773	lncrna.ncrna::gencode::AC074391.1::ENSG00000204929.7	0.346153846153846
chr2	67789198	67801176	lncrna.ncrna::gencode::AC007422.1::ENSG00000224173.1	0.346456692913386
chr3	181621734	181624875	lncrna.ncrna::mitranscriptome::G058904::G058904	0.355932203389831
chr2	204603780	204604464	lncrna.ncrna::mitranscriptome::G047690::G047690	0.357142857142857
chr2	160652627	160656205	lncrna.ncrna::mitranscriptome::G046607::G046607	0.358108108108108
chr20	62494468	62497262	lncrna.ncrna::mitranscriptome::G051403::G051403	0.358333333333333
chr22	41347562	41350032	lncrna.ncrna::mitranscriptome::G053877::G053877	0.358333333333333
chr12	54375292	54378622	lncrna.ncrna::gencode::HOXC-AS3::ENSG00000251151.2	0.358333333333333
chr1	155948589	155952777	lncrna.ncrna::gencode::RP11-336K24.12::ENSG00000273002.1	0.358333333333333
chr12	53408379	53447358	lncrna.ncrna::gencode::RP11-983P16.4::ENSG00000257337.2	0.358333333333333
chr4	17795056	17801607	lncrna.ncrna::mitranscriptome::G060262::G060262	0.363636363636364
chr20	1306048	1359378	lncrna.ncrna::gencode::SDCBP2-AS1::ENSG00000234684.2	0.364864864864865
chr6	45522855	45530994	lncrna.ncrna::mitranscriptome::G071016::G071016	0.366412213740458
chr18	28639312	28645939	lncrna.ncrna::mitranscriptome::G037047::G037047	0.366666666666667
chr17	62462855	62470379	lncrna.ncrna::mitranscriptome::G035345::G035345	0.375
chr5	60617325	60627805	lncrna.ncrna::mitranscriptome::G065965::G065965	0.375
chr17	46073868	46089613	lncrna.ncrna::mitranscriptome::G034688::G034688	0.379032258064516
chr12	31876387	31885800	lncrna.ncrna::mitranscriptome::G017594::G017594	0.380645161290323
chr4	53525702	53527835	lncrna.ncrna::gencode::USP46-AS1::ENSG00000248866.1	0.380952380952381
chr12	97956665	97975006	lncrna.ncrna::mitranscriptome::G019638::G019638	0.385321100917431
chr8	100808842	100811415	lncrna.ncrna::gencode::RP11-402L5.1::ENSG00000253539.1	0.386075949367089
chr8	121063152	121066989	lncrna.ncrna::mitranscriptome::G082680::G082680	0.388888888888889
chr18	22586684	22600721	lncrna.ncrna::mitranscriptome::G036916::G036916	0.389380530973451
chr2	66554480	66555973	lncrna.ncrna::gencode::AC092669.2::ENSG00000241254.1	0.390243902439024
chr12	97086011	97114390	lncrna.ncrna::mitranscriptome::G019618::G019618	0.394495412844037
chr4	185286335	185303460	lncrna.ncrna::gencode::RP11-290F5.1::ENSG00000249096.2	0.397435897435897
chr10	135059981	135061395	lncrna.ncrna::gencode::MIR202::ENSG00000166917.7	0.406451612903226
chr14	101245746	101327368	lncrna.ncrna::gencode::MEG3::ENSG00000214548.10	0.411764705882353
chr14	76662928	76668013	lncrna.ncrna::mitranscriptome::G025400::G025400	0.415584415584416
chr1	49513987	49653257	lncrna.ncrna::gencode::RP11-141A19.1::ENSG00000229846.1	0.416666666666667
chr3	28876462	28883639	lncrna.ncrna::mitranscriptome::G055093::G055093	0.42
chr3	170626682	170924116	lncrna.ncrna::mitranscriptome::G058638::G058638	0.421768707482993
chr3	50429220	50493474	lncrna.ncrna::mitranscriptome::G055770::G055770	0.425
chr11	124629024	124635832	lncrna.ncrna::gencode::RP11-677M14.3::ENSG00000250073.2	0.433566433566434
chr12	124840467	124845199	lncrna.ncrna::mitranscriptome::G020563::G020563	0.435374149659864
chr4	40753014	40758903	lncrna.ncrna::mitranscriptome::G060821::G060821	0.442953020134228
chr5	179390614	179391419	lncrna.ncrna::gencode::CTC-563A5.2::ENSG00000249412.1	0.444444444444444
chr7	95238527	95240983	lncrna.ncrna::mitranscriptome::G077043::G077043	0.45045045045045
chr10	23460141	23463911	lncrna.ncrna::mitranscriptome::G008754::G008754	0.451639122189109
chr15	41576187	41601465	lncrna.ncrna::gencode::OIP5-AS1::ENSG00000247556.2	0.458333333333333
chr2	214260947	214264281	lncrna.ncrna::mitranscriptome::G047934::G047934	0.465346534653465
chr12	81664453	81706201	lncrna.ncrna::gencode::RP11-121G22.3::ENSG00000257467.1	0.495145631067961
chr11	15818579	15824632	lncrna.ncrna::mitranscriptome::G012757::G012757	0.516177451634423
chr12	72426467	72438138	lncrna.ncrna::mitranscriptome::G019046::G019046	0.544546678635548
chr3	97705516	97754148	lncrna.ncrna::gencode::GABRR3::ENSG00000183185.5	0.707122928770712
chr12	66531966	66551866	lncrna.ncrna::mitranscriptome::G018844::G018844	0.708442915570844
chrX	73012039	73049066	lncrna.ncrna::gencode::TSIX::ENSG00000270641.1	0.743892561074389
chr18	19405447	19411371	lncrna.ncrna::gencode::MIR133A1::ENSG00000265142.2	0.758392416075839
chr9	85678292	85690249	lncrna.ncrna::mitranscriptome::G085301::G085301	0.761582384176158
chr20	52169308	52191847	lncrna.ncrna::gencode::RP4-724E16.2::ENSG00000197670.5	0.771362286377136
chr7	149473130	149531068	lncrna.ncrna::gencode::SSPO::ENSG00000197558.7	0.781792182078179
chr8	57132144	57135729	lncrna.ncrna::mitranscriptome::G080948::G080948	0.793382066179338
chr1	94626926	94637306	lncrna.ncrna::mitranscriptome::G003403::G003403	0.840731592684073
chr11	2629557	2721224	lncrna.ncrna::gencode::KCNQ1OT1::ENSG00000269821.1	0.845881541184588
chr2	183948132	183973247	lncrna.ncrna::gencode::AC064871.3::ENSG00000224643.1	1
chr2	34902645	34963298	lncrna.ncrna::gencode::AC073218.2::ENSG00000228262.4	1
chr2	202978348	202981781	lncrna.ncrna::gencode::AC079354.3::ENSG00000222035.2	1
chr8	135804262	135810515	lncrna.ncrna::gencode::AC083843.1::ENSG00000259820.1	1
chr21	16290854	16319417	lncrna.ncrna::gencode::AF127577.8::ENSG00000235277.1	1
chr21	16191163	16254296	lncrna.ncrna::gencode::AF127936.7::ENSG00000235609.4	1
chr21	45751116	45755734	lncrna.ncrna::gencode::AP001062.7::ENSG00000184441.4	1
chr1	114399261	114443794	lncrna.ncrna::gencode::AP4B1-AS1::ENSG00000226167.1	1
chr3	193271001	193272388	lncrna.ncrna::gencode::ATP13A4-AS1::ENSG00000225473.1	1
chr7	149564785	149568754	lncrna.ncrna::gencode::ATP6V0E2-AS1::ENSG00000204934.6	1
chr6	109612230	109676266	lncrna.ncrna::gencode::CCDC162P::ENSG00000203799.6	1
chr22	41826937	41827379	lncrna.ncrna::gencode::CTA-223H9.9::ENSG00000273424.1	1
chr5	153863476	153865710	lncrna.ncrna::gencode::CTB-158E9.1::ENSG00000254293.1	1
chr5	145942788	145996567	lncrna.ncrna::gencode::CTB-99A3.1::ENSG00000250407.1	1
chr5	127276117	127418864	lncrna.ncrna::gencode::CTC-228N24.3::ENSG00000245937.3	1
chr14	95623981	95646263	lncrna.ncrna::gencode::DICER1-AS1::ENSG00000235706.3	1
chr1	39945687	39950252	lncrna.ncrna::mitranscriptome::G001829::G001829	1
chr1	85392424	85424205	lncrna.ncrna::mitranscriptome::G003110::G003110	1
chr1	87287458	87298258	lncrna.ncrna::mitranscriptome::G003159::G003159	1
chr1	97015303	97070290	lncrna.ncrna::mitranscriptome::G003468::G003468	1
chr1	107943468	108093171	lncrna.ncrna::mitranscriptome::G003701::G003701	1
chr1	113797431	113799519	lncrna.ncrna::mitranscriptome::G003949::G003949	1
chr1	156437468	156446787	lncrna.ncrna::mitranscriptome::G004884::G004884	1
chr1	169358275	169362584	lncrna.ncrna::mitranscriptome::G005409::G005409	1
chr1	169481186	169483192	lncrna.ncrna::mitranscriptome::G005419::G005419	1
chr1	173573468	173577630	lncrna.ncrna::mitranscriptome::G005540::G005540	1
chr1	177435716	177445569	lncrna.ncrna::mitranscriptome::G005622::G005622	1
chr1	193223031	193234338	lncrna.ncrna::mitranscriptome::G006043::G006043	1
chr1	201369920	201388027	lncrna.ncrna::mitranscriptome::G006257::G006257	1
chr1	247196911	247200017	lncrna.ncrna::mitranscriptome::G007893::G007893	1
chr10	17357191	17360381	lncrna.ncrna::mitranscriptome::G008602::G008602	1
chr10	45920138	45935857	lncrna.ncrna::mitranscriptome::G009430::G009430	1
chr10	70513840	70520716	lncrna.ncrna::mitranscriptome::G009964::G009964	1
chr10	95419919	95422227	lncrna.ncrna::mitranscriptome::G010792::G010792	1
chr10	102032152	102033712	lncrna.ncrna::mitranscriptome::G010999::G010999	1
chr11	32014328	32017511	lncrna.ncrna::mitranscriptome::G013106::G013106	1
chr12	10007648	10009594	lncrna.ncrna::mitranscriptome::G016881::G016881	1
chr12	32146039	32151286	lncrna.ncrna::mitranscriptome::G017612::G017612	1
chr12	60178006	60179760	lncrna.ncrna::mitranscriptome::G018664::G018664	1
chr12	63007766	63015849	lncrna.ncrna::mitranscriptome::G018720::G018720	1
chr12	69170578	69170941	lncrna.ncrna::mitranscriptome::G018939::G018939	1
chr12	102406990	102419725	lncrna.ncrna::mitranscriptome::G019758::G019758	1
chr12	112247782	112250696	lncrna.ncrna::mitranscriptome::G020093::G020093	1
chr12	117324629	117331572	lncrna.ncrna::mitranscriptome::G020270::G020270	1
chr13	55006539	55055966	lncrna.ncrna::mitranscriptome::G022148::G022148	1
chr13	58312446	58325836	lncrna.ncrna::mitranscriptome::G022207::G022207	1
chr13	107819133	107820882	lncrna.ncrna::mitranscriptome::G023316::G023316	1
chr14	37317315	37336978	lncrna.ncrna::mitranscriptome::G024286::G024286	1
chr14	88478502	88479085	lncrna.ncrna::mitranscriptome::G025695::G025695	1
chr14	88479825	88481106	lncrna.ncrna::mitranscriptome::G025696::G025696	1
chr14	99326750	99503136	lncrna.ncrna::mitranscriptome::G026065::G026065	1
chr14	105181199	105185111	lncrna.ncrna::mitranscriptome::G026354::G026354	1
chr14	105334898	105344155	lncrna.ncrna::mitranscriptome::G026373::G026373	1
chr16	544536	552839	lncrna.ncrna::mitranscriptome::G029188::G029188	1
chr16	50671356	50679742	lncrna.ncrna::mitranscriptome::G031002::G031002	1
chr16	52803892	52806165	lncrna.ncrna::mitranscriptome::G031073::G031073	1
chr16	54304911	54333259	lncrna.ncrna::mitranscriptome::G031126::G031126	1
chr16	55354419	55357471	lncrna.ncrna::mitranscriptome::G031167::G031167	1
chr17	60075359	60078201	lncrna.ncrna::mitranscriptome::G035248::G035248	1
chr17	62363405	62407468	lncrna.ncrna::mitranscriptome::G035338::G035338	1
chr18	19094694	19108281	lncrna.ncrna::mitranscriptome::G036793::G036793	1
chr18	35991494	35994416	lncrna.ncrna::mitranscriptome::G037215::G037215	1
chr18	76481063	76482491	lncrna.ncrna::mitranscriptome::G038265::G038265	1
chr19	9863136	9866310	lncrna.ncrna::mitranscriptome::G039050::G039050	1
chr19	11041170	11043150	lncrna.ncrna::mitranscriptome::G039117::G039117	1
chr19	14192840	14196098	lncrna.ncrna::mitranscriptome::G039337::G039337	1
chr19	16466682	16472391	lncrna.ncrna::mitranscriptome::G039502::G039502	1
chr2	746847	753442	lncrna.ncrna::mitranscriptome::G042019::G042019	1
chr2	3616451	3622594	lncrna.ncrna::mitranscriptome::G042110::G042110	1
chr2	59100381	59115576	lncrna.ncrna::mitranscriptome::G043694::G043694	1
chr2	68087656	68093043	lncrna.ncrna::mitranscriptome::G043980::G043980	1
chr2	114464130	114470368	lncrna.ncrna::mitranscriptome::G045478::G045478	1
chr2	136845525	136871208	lncrna.ncrna::mitranscriptome::G046124::G046124	1
chr2	157515898	157565556	lncrna.ncrna::mitranscriptome::G046537::G046537	1
chr2	157582258	157599808	lncrna.ncrna::mitranscriptome::G046539::G046539	1
chr2	160789473	160794361	lncrna.ncrna::mitranscriptome::G046610::G046610	1
chr2	164098669	164198062	lncrna.ncrna::mitranscriptome::G046679::G046679	1
chr2	164557791	164575682	lncrna.ncrna::mitranscriptome::G046688::G046688	1
chr2	174495712	174532328	lncrna.ncrna::mitranscriptome::G046915::G046915	1
chr2	183902265	183903827	lncrna.ncrna::mitranscriptome::G047186::G047186	1
chr2	197851315	197858723	lncrna.ncrna::mitranscriptome::G047485::G047485	1
chr2	199564954	199731678	lncrna.ncrna::mitranscriptome::G047530::G047530	1
chr20	55943732	55946282	lncrna.ncrna::mitranscriptome::G051058::G051058	1
chr20	61625160	61628058	lncrna.ncrna::mitranscriptome::G051335::G051335	1
chr21	15820820	15842429	lncrna.ncrna::mitranscriptome::G051564::G051564	1
chr21	16474633	16619198	lncrna.ncrna::mitranscriptome::G051583::G051583	1
chr3	39334081	39434685	lncrna.ncrna::mitranscriptome::G055365::G055365	1
chr3	49356110	49367853	lncrna.ncrna::mitranscriptome::G055713::G055713	1
chr3	62493698	62537888	lncrna.ncrna::mitranscriptome::G056064::G056064	1
chr3	121680821	121684043	lncrna.ncrna::mitranscriptome::G057282::G057282	1
chr3	122317124	122336510	lncrna.ncrna::mitranscriptome::G057311::G057311	1
chr3	146211424	146232966	lncrna.ncrna::mitranscriptome::G058008::G058008	1
chr3	169364126	169384007	lncrna.ncrna::mitranscriptome::G058581::G058581	1
chr3	182740416	182759348	lncrna.ncrna::mitranscriptome::G058945::G058945	1
chr4	30718669	30721836	lncrna.ncrna::mitranscriptome::G060560::G060560	1
chr4	53530830	53533006	lncrna.ncrna::mitranscriptome::G061082::G061082	1
chr4	168412831	168504268	lncrna.ncrna::mitranscriptome::G063694::G063694	1
chr4	182183607	183007502	lncrna.ncrna::mitranscriptome::G063965::G063965	1
chr5	139496321	139505320	lncrna.ncrna::mitranscriptome::G067811::G067811	1
chr5	169685429	169692004	lncrna.ncrna::mitranscriptome::G068576::G068576	1
chr5	170718796	170725022	lncrna.ncrna::mitranscriptome::G068601::G068601	1
chr5	178510592	178512797	lncrna.ncrna::mitranscriptome::G068948::G068948	1
chr6	19975801	19980252	lncrna.ncrna::mitranscriptome::G069747::G069747	1
chr6	26129741	26138261	lncrna.ncrna::mitranscriptome::G069937::G069937	1
chr6	57515185	57562512	lncrna.ncrna::mitranscriptome::G071368::G071368	1
chr6	94493233	94756923	lncrna.ncrna::mitranscriptome::G072115::G072115	1
chr6	111599872	111617729	lncrna.ncrna::mitranscriptome::G072542::G072542	1
chr6	129003517	129005275	lncrna.ncrna::mitranscriptome::G072947::G072947	1
chr7	8384062	8387645	lncrna.ncrna::mitranscriptome::G074579::G074579	1
chr7	20820897	20823852	lncrna.ncrna::mitranscriptome::G074855::G074855	1
chr7	35458077	35520960	lncrna.ncrna::mitranscriptome::G075304::G075304	1
chr7	148992204	148998971	lncrna.ncrna::mitranscriptome::G078674::G078674	1
chr8	37233922	37252441	lncrna.ncrna::mitranscriptome::G080300::G080300	1
chr8	54395704	54439276	lncrna.ncrna::mitranscriptome::G080846::G080846	1
chr8	96704762	96861122	lncrna.ncrna::mitranscriptome::G082051::G082051	1
chr8	102182547	102190105	lncrna.ncrna::mitranscriptome::G082211::G082211	1
chr9	14748657	14763333	lncrna.ncrna::mitranscriptome::G083936::G083936	1
chr9	32603621	32609445	lncrna.ncrna::mitranscriptome::G084276::G084276	1
chr9	35084595	35088684	lncrna.ncrna::mitranscriptome::G084411::G084411	1
chr9	35693103	35696944	lncrna.ncrna::mitranscriptome::G084435::G084435	1
chr9	36679007	36682706	lncrna.ncrna::mitranscriptome::G084483::G084483	1
chr9	100619464	100625537	lncrna.ncrna::mitranscriptome::G085868::G085868	1
chr9	114345604	114354676	lncrna.ncrna::mitranscriptome::G086238::G086238	1
chr9	116304371	116312385	lncrna.ncrna::mitranscriptome::G086334::G086334	1
chr9	120376869	120383618	lncrna.ncrna::mitranscriptome::G086429::G086429	1
chr9	130470813	130473968	lncrna.ncrna::mitranscriptome::G086726::G086726	1
chr9	133257976	133258332	lncrna.ncrna::mitranscriptome::G086903::G086903	1
chrX	107178625	107229242	lncrna.ncrna::mitranscriptome::G089576::G089576	1
chrX	123229058	123234403	lncrna.ncrna::mitranscriptome::G089914::G089914	1
chrX	130099862	130102789	lncrna.ncrna::mitranscriptome::G090038::G090038	1
chrX	136829500	137081167	lncrna.ncrna::mitranscriptome::G090225::G090225	1
chr8	92072136	92082223	lncrna.ncrna::gencode::GS1-251I9.4::ENSG00000253738.1	1
chr4	174448546	174512475	lncrna.ncrna::gencode::HAND2-AS1::ENSG00000237125.4	1
chr6	26522075	26526807	lncrna.ncrna::gencode::HCG11::ENSG00000228223.1	1
chr8	102179032	102181857	lncrna.ncrna::gencode::KB-1460A1.5::ENSG00000261087.1	1
chr14	55965995	56046724	lncrna.ncrna::gencode::KTN1-AS1::ENSG00000186615.6	1
chr16	1367891	1372846	lncrna.ncrna::gencode::LA16c-358B7.3::ENSG00000261505.1	1
chr8	126934551	126963493	lncrna.ncrna::gencode::LINC00861::ENSG00000245164.2	1
chr21	47649130	47679304	lncrna.ncrna::gencode::MCM3AP-AS1::ENSG00000215424.5	1
chr5	8450855	8463208	lncrna.ncrna::gencode::MIR4458HG::ENSG00000247516.3	1
chr12	47599680	47604540	lncrna.ncrna::gencode::PCED1B-AS1::ENSG00000247774.2	1
chr12	45566846	45584744	lncrna.ncrna::gencode::PLEKHA8P1::ENSG00000134297.6	1
chr8	128806778	129113499	lncrna.ncrna::gencode::PVT1::ENSG00000249859.3	1
chr15	24407900	24415095	lncrna.ncrna::gencode::PWRN2::ENSG00000260551.1	1
chr20	19738879	19790319	lncrna.ncrna::gencode::RP1-122P22.2::ENSG00000233895.1	1
chr6	143806115	143828367	lncrna.ncrna::gencode::RP1-20N2.6::ENSG00000229036.3	1
chr6	50555319	50604918	lncrna.ncrna::gencode::RP1-28O17.1::ENSG00000230472.1	1
