chr	start	end	element_ID	p-value
chr10	102279391	102289828	gc19_pc.promCore::gencode::SEC31B::ENSG00000075826.12	0.710526315789474
chr7	1979985	2273078	gc19_pc.promCore::gencode::MAD1L1::ENSG00000002822.11	0.756756756756757
chr5	179233192	179249684	gc19_pc.promCore::gencode::SQSTM1::ENSG00000161011.15	0.783783783783784
chr17	72878634	72889908	gc19_pc.promCore::gencode::FADS6::ENSG00000172782.7	0.789473684210526
chrX	48397644	48398385	gc19_pc.promCore::gencode::TBC1D25::ENSG00000068354.11	0.818181818181818
chr18	55711398	55990751	gc19_pc.promCore::gencode::NEDD4L::ENSG00000049759.12	0.842105263157895
chrY	284579	297645	gc19_pc.promCore::gencode::PPP2R3B::ENSGR0000167393.12	0.846153846153846
chrX	334579	347645	gc19_pc.promCore::gencode::PPP2R3B::ENSG00000167393.12	0.846153846153846
chr11	32605170	32611331	gc19_pc.promCore::gencode::EIF3M::ENSG00000149100.8	0.857142857142857
chr12	71532855	71835878	gc19_pc.promCore::gencode::TSPAN8::ENSG00000127324.4	0.869565217391304
chr15	74420266	74424442	gc19_pc.promCore::gencode::ISLR2::ENSG00000167178.11	0.891891891891892
chr22	50528107	50588017	gc19_pc.promCore::gencode::MOV10L1::ENSG00000073146.11	0.891891891891892
chr15	74725801	74727008	gc19_pc.promCore::gencode::SEMA7A::ENSG00000138623.5	0.891891891891892
chr5	107703455	107717999	gc19_pc.promCore::gencode::FBXL17::ENSG00000145743.11	0.894736842105263
chr22	36173879	36424673	gc19_pc.promCore::gencode::RBFOX2::ENSG00000100320.18	0.894736842105263
chr7	96745701	96747234	gc19_pc.promCore::gencode::ACN9::ENSG00000196636.7	0.9
chr11	18010104	18034909	gc19_pc.promCore::gencode::SERGEF::ENSG00000129158.6	0.909090909090909
chr4	186347202	186350743	gc19_pc.promCore::gencode::C4orf47::ENSG00000205129.4	0.91304347826087
chr11	64851494	64852824	gc19_pc.promCore::gencode::ZFPL1::ENSG00000162300.7	0.918918918918919
chrX	49159947	49160347	gc19_pc.promCore::gencode::GAGE10::ENSG00000215274.5	0.923076923076923
chr17	32612486	32612827	gc19_pc.promCore::gencode::CCL11::ENSG00000172156.3	0.952380952380952
chr19	40092963	40093376	gc19_pc.promCore::gencode::LGALS13::ENSG00000105198.6	0.975
chrX	119495766	119496196	gc19_pc.promCore::gencode::ATP1B4::ENSG00000101892.7	1
chr20	58533270	58571625	gc19_pc.promCore::gencode::CDH26::ENSG00000124215.12	1
chr19	40146333	40146733	gc19_pc.promCore::gencode::LGALS16::ENSG00000249861.3	1
chr16	810561	815983	gc19_pc.promCore::gencode::MSLN::ENSG00000102854.10	1
chr11	5067555	5067755	gc19_pc.promCore::gencode::OR52J3::ENSG00000205495.1	1
chr18	71982847	71983247	gc19_pc.promCore::gencode::C18orf63::ENSG00000206043.6	269.454545454545
