chr	start	end	element_ID	p-value
chr1	207224375	207226525	gc19_pc.promCore::gencode::YOD1::ENSG00000180667.6	0.14
chr4	70361579	70391932	gc19_pc.promCore::gencode::UGT2B4::ENSG00000156096.8	0.142857142857143
chr17	38214342	38228543	gc19_pc.promCore::gencode::THRA::ENSG00000126351.8	0.14527027027027
chr7	140390376	140401837	gc19_pc.promCore::gencode::NDUFB2::ENSG00000090266.8	0.145748987854251
chr7	107704144	107771001	gc19_pc.promCore::gencode::LAMB4::ENSG00000091128.8	0.146718146718147
chr6	10404627	10420071	gc19_pc.promCore::gencode::TFAP2A::ENSG00000137203.6	0.147058823529412
chr1	22051412	22110299	gc19_pc.promCore::gencode::USP48::ENSG00000090686.11	0.147651006711409
chr17	79533428	79604372	gc19_pc.promCore::gencode::NPLOC4::ENSG00000182446.9	0.148648648648649
chrX	125953546	125953946	gc19_pc.promCore::gencode::CXorf64::ENSG00000183631.4	0.15
chr6	84140564	84140997	gc19_pc.promCore::gencode::ME1::ENSG00000065833.7	0.151079136690647
chr1	229476180	229478935	gc19_pc.promCore::gencode::CCSAP::ENSG00000154429.6	0.152
chr15	76195999	76225005	gc19_pc.promCore::gencode::FBXO22::ENSG00000167196.9	0.152317880794702
chr1	16330530	16330930	gc19_pc.promCore::gencode::C1orf64::ENSG00000183888.4	0.155405405405405
chr5	57787061	57790266	gc19_pc.promCore::gencode::GAPT::ENSG00000175857.4	0.156716417910448
chr3	38179768	38180152	gc19_pc.promCore::gencode::MYD88::ENSG00000172936.8	0.158536585365854
chr3	35680236	35731763	gc19_pc.promCore::gencode::ARPP21::ENSG00000172995.12	0.162162162162162
chr19	48673748	48674148	gc19_pc.promCore::gencode::C19orf68::ENSG00000185453.8	0.162162162162162
chr20	55840634	55841885	gc19_pc.promCore::gencode::BMP7::ENSG00000101144.8	0.164893617021277
chr5	125695623	125801046	gc19_pc.promCore::gencode::GRAMD3::ENSG00000155324.5	0.167567567567568
chr7	142985107	142985687	gc19_pc.promCore::gencode::CASP2::ENSG00000106144.15	0.167883211678832
chr12	52463554	52464003	gc19_pc.promCore::gencode::C12orf44::ENSG00000123395.10	0.169934640522876
chr4	188916724	188917124	gc19_pc.promCore::gencode::ZFP42::ENSG00000179059.5	0.170731707317073
chr6	36724986	36807978	gc19_pc.promCore::gencode::CPNE5::ENSG00000124772.7	0.172297297297297
chr11	62563354	62573974	gc19_pc.promCore::gencode::NXF1::ENSG00000162231.9	0.172297297297297
chr7	143013018	143013305	gc19_pc.promCore::gencode::CLCN1::ENSG00000188037.6	0.172932330827068
chr22	39636714	39640956	gc19_pc.promCore::gencode::PDGFB::ENSG00000100311.12	0.175675675675676
chr8	28747710	28821579	gc19_pc.promCore::gencode::HMBOX1::ENSG00000147421.13	0.176056338028169
chr14	60952562	60982461	gc19_pc.promCore::gencode::C14orf39::ENSG00000179008.4	0.177514792899408
chr8	22085006	22090054	gc19_pc.promCore::gencode::PHYHIP::ENSG00000168490.9	0.179054054054054
chr7	77166391	77200669	gc19_pc.promCore::gencode::PTPN12::ENSG00000127947.11	0.179389312977099
chr6	155054258	155054749	gc19_pc.promCore::gencode::SCAF8::ENSG00000213079.5	0.180722891566265
chr8	124780495	124780896	gc19_pc.promCore::gencode::FAM91A1::ENSG00000176853.11	0.181518151815182
chr17	48943506	48945539	gc19_pc.promCore::gencode::TOB1::ENSG00000141232.4	0.182432432432432
chr3	139077763	139108774	gc19_pc.promCore::gencode::COPB2::ENSG00000184432.5	0.184466019417476
chr16	67969688	67971190	gc19_pc.promCore::gencode::PSMB10::ENSG00000205220.7	0.189189189189189
chr2	79252611	79253052	gc19_pc.promCore::gencode::REG3G::ENSG00000143954.8	0.189189189189189
chr7	27135531	27135815	gc19_pc.promCore::gencode::HOXA1::ENSG00000105991.7	0.190283400809717
chr17	35293883	35294283	gc19_pc.promCore::gencode::LHX1::ENSG00000132130.7	0.191919191919192
chr17	79980977	79981997	gc19_pc.promCore::gencode::LRRC45::ENSG00000169683.3	0.192567567567568
chr2	48036124	48133132	gc19_pc.promCore::gencode::FBXO11::ENSG00000138081.15	0.193069306930693
chr11	12695768	12901189	gc19_pc.promCore::gencode::TEAD1::ENSG00000187079.10	0.194630872483221
chr19	49496504	49497365	gc19_pc.promCore::gencode::RUVBL2::ENSG00000183207.8	0.195945945945946
chr10	95360785	95361701	gc19_pc.promCore::gencode::RBP4::ENSG00000138207.8	0.198380566801619
chrX	26156259	26156659	gc19_pc.promCore::gencode::MAGEB18::ENSG00000176774.5	0.2
chr12	58087537	58088129	gc19_pc.promCore::gencode::OS9::ENSG00000135506.11	0.2
chr5	127419257	127419646	gc19_pc.promCore::gencode::SLC12A2::ENSG00000064651.9	0.2
chr22	26565239	26743664	gc19_pc.promCore::gencode::SEZ6L::ENSG00000100095.14	0.200934579439252
chr12	112443589	112451143	gc19_pc.promCore::gencode::TMEM116::ENSG00000198270.8	0.202702702702703
chr3	167189622	167196992	gc19_pc.promCore::gencode::SERPINI2::ENSG00000114204.10	0.205882352941176
chr12	15815053	16035463	gc19_pc.promCore::gencode::EPS8::ENSG00000151491.8	0.207650273224044
chr10	102821397	102821797	gc19_pc.promCore::gencode::KAZALD1::ENSG00000107821.10	0.208053691275168
chr2	179343226	179343485	gc19_pc.promCore::gencode::FKBP7::ENSG00000079150.13	0.208791208791209
chr12	57482476	57483054	gc19_pc.promCore::gencode::NAB2::ENSG00000166886.8	0.209459459459459
chr9	125026681	125033170	gc19_pc.promCore::gencode::MRRF::ENSG00000148187.13	0.214007782101167
chr6	18155359	18186218	gc19_pc.promCore::gencode::KDM1B::ENSG00000165097.9	0.214689265536723
chr8	37641508	37654786	gc19_pc.promCore::gencode::GPR124::ENSG00000020181.13	0.219858156028369
chr1	57431488	57432010	gc19_pc.promCore::gencode::C8B::ENSG00000021852.8	0.220183486238532
chr4	100484784	100496180	gc19_pc.promCore::gencode::MTTP::ENSG00000138823.8	0.221518987341772
chr17	16283911	16284978	gc19_pc.promCore::gencode::UBB::ENSG00000170315.9	0.221854304635762
chr3	173113873	173322388	gc19_pc.promCore::gencode::NLGN1::ENSG00000169760.13	0.222222222222222
chr14	71108303	71108703	gc19_pc.promCore::gencode::TTC9::ENSG00000133985.2	0.225296442687747
chr17	76164438	76165438	gc19_pc.promCore::gencode::SYNGR2::ENSG00000108639.3	0.226351351351351
chr12	66582458	66583236	gc19_pc.promCore::gencode::IRAK3::ENSG00000090376.4	0.226519337016575
chr15	74286813	74317420	gc19_pc.promCore::gencode::PML::ENSG00000140464.15	0.22972972972973
chr11	34073029	34074727	gc19_pc.promCore::gencode::CAPRIN1::ENSG00000135387.15	0.230519480519481
chr1	32131556	32170120	gc19_pc.promCore::gencode::COL16A1::ENSG00000084636.13	0.233108108108108
chr5	71803020	71803754	gc19_pc.promCore::gencode::ZNF366::ENSG00000178175.7	0.236641221374046
chr3	55515024	55524173	gc19_pc.promCore::gencode::WNT5A::ENSG00000114251.9	0.237179487179487
chr7	12610111	12644337	gc19_pc.promCore::gencode::SCIN::ENSG00000006747.10	0.23728813559322
chr8	97505378	97598814	gc19_pc.promCore::gencode::SDC2::ENSG00000169439.7	0.239766081871345
chr12	110718360	110783985	gc19_pc.promCore::gencode::ATP2A2::ENSG00000174437.12	0.239864864864865
chr11	117739705	117748401	gc19_pc.promCore::gencode::FXYD6::ENSG00000137726.11	0.242307692307692
chr17	56160575	56160975	gc19_pc.promCore::gencode::DYNLL2::ENSG00000264364.2	0.242857142857143
chr13	113862367	113863941	gc19_pc.promCore::gencode::CUL4A::ENSG00000139842.10	0.246153846153846
chr1	1370040	1371314	gc19_pc.promCore::gencode::VWA1::ENSG00000179403.10	0.246621621621622
chr10	22609939	22615647	gc19_pc.promCore::gencode::BMI1::ENSG00000168283.9	0.25
chrX	137793627	138305139	gc19_pc.promCore::gencode::FGF13::ENSG00000129682.9	0.25
chr19	16698214	16740073	gc19_pc.promCore::gencode::MED26::ENSG00000105085.6	0.25
chr4	138453365	138453848	gc19_pc.promCore::gencode::PCDH18::ENSG00000189184.7	0.25
chr20	41818173	41818810	gc19_pc.promCore::gencode::PTPRT::ENSG00000196090.8	0.25
chr5	121646848	121727029	gc19_pc.promCore::gencode::SNCAIP::ENSG00000064692.14	0.252032520325203
chr16	57219848	57238570	gc19_pc.promCore::gencode::RSPRY1::ENSG00000159579.9	0.253378378378378
chrX	135579037	135579843	gc19_pc.promCore::gencode::HTATSF1::ENSG00000102241.7	0.25414364640884
chr17	42031108	42082031	gc19_pc.promCore::gencode::PYY::ENSG00000131096.6	0.256756756756757
chr11	19262298	19263367	gc19_pc.promCore::gencode::E2F8::ENSG00000129173.8	0.257142857142857
chr12	19282447	19475651	gc19_pc.promCore::gencode::PLEKHA5::ENSG00000052126.10	0.259668508287293
chr17	8533835	8534279	gc19_pc.promCore::gencode::MYH10::ENSG00000133026.8	0.262589928057554
chr1	44482028	44497334	gc19_pc.promCore::gencode::SLC6A9::ENSG00000196517.7	0.263513513513513
chr16	86600656	86600941	gc19_pc.promCore::gencode::FOXC2::ENSG00000176692.4	0.264957264957265
chr8	130951740	131029575	gc19_pc.promCore::gencode::FAM49B::ENSG00000153310.14	0.268722466960352
chr1	95391137	95393034	gc19_pc.promCore::gencode::CNN3::ENSG00000117519.11	0.269076305220884
chr12	66911502	67198166	gc19_pc.promCore::gencode::GRIP1::ENSG00000155974.7	0.272058823529412
chr4	15704372	15717150	gc19_pc.promCore::gencode::BST1::ENSG00000109743.6	0.272222222222222
chr7	107383941	107385081	gc19_pc.promCore::gencode::CBLL1::ENSG00000105879.7	0.274131274131274
chr1	57110794	57111194	gc19_pc.promCore::gencode::PRKAA2::ENSG00000162409.6	0.275229357798165
chr10	98273468	98273868	gc19_pc.promCore::gencode::TLL2::ENSG00000095587.8	0.275862068965517
chr9	86586009	86595769	gc19_pc.promCore::gencode::HNRNPK::ENSG00000165119.14	0.276497695852535
chr7	88388481	88388881	gc19_pc.promCore::gencode::ZNF804B::ENSG00000182348.5	0.27906976744186
chr7	50694427	50861359	gc19_pc.promCore::gencode::GRB10::ENSG00000106070.13	0.281045751633987
chr20	656245	656644	gc19_pc.promCore::gencode::RP5-850E9.3::ENSG00000270299.1	0.284280936454849
chrX	69509678	69510139	gc19_pc.promCore::gencode::KIF4A::ENSG00000090889.10	0.284671532846715
chr2	61761213	61765961	gc19_pc.promCore::gencode::XPO1::ENSG00000082898.12	0.286184210526316
chr4	186334696	186347339	gc19_pc.promCore::gencode::UFSP2::ENSG00000109775.6	0.289340101522843
chr9	140473229	140473587	gc19_pc.promCore::gencode::DPH7::ENSG00000148399.7	0.291946308724832
chr12	20963435	21015592	gc19_pc.promCore::gencode::SLCO1B3::ENSG00000111700.8	0.294117647058824
chr11	75110329	75111935	gc19_pc.promCore::gencode::RPS3::ENSG00000149273.10	0.295681063122924
chr14	94570981	94577360	gc19_pc.promCore::gencode::IFI27::ENSG00000165949.8	0.296482412060302
chr17	43483469	43511987	gc19_pc.promCore::gencode::ARHGAP27::ENSG00000159314.7	0.297297297297297
chr14	23471778	23479575	gc19_pc.promCore::gencode::C14orf93::ENSG00000100802.10	0.297297297297297
chr1	154955627	154960505	gc19_pc.promCore::gencode::FLAD1::ENSG00000160688.14	0.297297297297297
chr12	49495132	49504881	gc19_pc.promCore::gencode::LMBR1L::ENSG00000139636.11	0.297297297297297
chr11	118305820	118306121	gc19_pc.promCore::gencode::RP11-770J1.4::ENSG00000255384.1	0.297297297297297
chr6	27799305	27799505	gc19_pc.promCore::gencode::HIST1H4K::ENSG00000197914.2	0.3
chrX	70585913	70626695	gc19_pc.promCore::gencode::TAF1::ENSG00000147133.11	0.300429184549356
chr21	46705406	46708013	gc19_pc.promCore::gencode::POFUT2::ENSG00000186866.12	0.300675675675676
chr2	28065828	28114165	gc19_pc.promCore::gencode::RBKS::ENSG00000171174.9	0.302250803858521
chr1	26758606	26773054	gc19_pc.promCore::gencode::DHDDS::ENSG00000117682.12	0.304054054054054
chr3	13978555	14089901	gc19_pc.promCore::gencode::TPRXL::ENSG00000180438.10	0.3046875
chr2	207998648	208032191	gc19_pc.promCore::gencode::KLF7::ENSG00000118263.10	0.306772908366534
chr19	15391062	15443556	gc19_pc.promCore::gencode::BRD4::ENSG00000141867.13	0.307086614173228
chr18	59560792	59561664	gc19_pc.promCore::gencode::RNF152::ENSG00000176641.6	0.307262569832402
chrX	115594017	115594364	gc19_pc.promCore::gencode::CXorf61::ENSG00000204019.4	0.307692307692308
chr5	135231316	135231716	gc19_pc.promCore::gencode::IL9::ENSG00000145839.1	0.308510638297872
chr11	117103140	117105179	gc19_pc.promCore::gencode::RNF214::ENSG00000167257.6	0.315384615384615
chr17	34266360	34270903	gc19_pc.promCore::gencode::LYZL6::ENSG00000161572.6	0.317269076305221
chr12	120427472	120509706	gc19_pc.promCore::gencode::CCDC64::ENSG00000135127.7	0.318791946308725
chr1	6845183	7805220	gc19_pc.promCore::gencode::CAMTA1::ENSG00000171735.14	0.319218241042345
chr14	94612264	94642316	gc19_pc.promCore::gencode::PPP4R4::ENSG00000119698.7	0.321608040201005
chr7	29167436	29544610	gc19_pc.promCore::gencode::CHN2::ENSG00000106069.16	0.32258064516129
chr18	59805319	59854551	gc19_pc.promCore::gencode::PIGN::ENSG00000197563.5	0.324022346368715
chr17	79980534	79982133	gc19_pc.promCore::gencode::STRA13::ENSG00000169689.10	0.324324324324324
chr17	39150349	39150585	gc19_pc.promCore::gencode::KRTAP3-3::ENSG00000212899.1	0.324675324675325
chr1	111217455	111217855	gc19_pc.promCore::gencode::KCNA3::ENSG00000177272.7	0.325991189427313
chr16	15149696	15150121	gc19_pc.promCore::gencode::NTAN1::ENSG00000157045.4	0.326599326599327
chr19	1237790	1238226	gc19_pc.promCore::gencode::C19orf26::ENSG00000099625.8	0.327702702702703
chr22	47882660	47883060	gc19_pc.promCore::gencode::LL22NC03-75H12.2::ENSG00000218357.3	0.327868852459016
chr2	109150656	109271530	gc19_pc.promCore::gencode::LIMS1::ENSG00000169756.12	0.327935222672065
chr12	133065936	133067156	gc19_pc.promCore::gencode::FBRSL1::ENSG00000112787.8	0.333333333333333
chr11	7534328	7673145	gc19_pc.promCore::gencode::PPFIBP2::ENSG00000166387.7	0.333333333333333
chr20	4666681	4667382	gc19_pc.promCore::gencode::PRNP::ENSG00000171867.12	0.333333333333333
chr1	16082901	16091478	gc19_pc.promCore::gencode::FBLIM1::ENSG00000162458.8	0.334459459459459
chr2	100925767	100939395	gc19_pc.promCore::gencode::LONRF2::ENSG00000170500.8	0.33502538071066
chr1	6051325	6142520	gc19_pc.promCore::gencode::KCNAB2::ENSG00000069424.10	0.337837837837838
chr2	167343278	167350957	gc19_pc.promCore::gencode::SCN7A::ENSG00000136546.9	0.338235294117647
chr7	94536313	94539409	gc19_pc.promCore::gencode::PPP1R9A::ENSG00000158528.7	0.338582677165354
chr8	49833824	49834499	gc19_pc.promCore::gencode::SNAI2::ENSG00000019549.4	0.338709677419355
chr2	241374887	241403013	gc19_pc.promCore::gencode::GPC1::ENSG00000063660.4	0.343629343629344
chr11	72293213	72385697	gc19_pc.promCore::gencode::PDE2A::ENSG00000186642.11	0.347972972972973
chr1	6545329	6580321	gc19_pc.promCore::gencode::PLEKHG5::ENSG00000171680.16	0.351351351351351
chr9	131445502	131452467	gc19_pc.promCore::gencode::SET::ENSG00000119335.12	0.35472972972973
chr11	76777778	76778239	gc19_pc.promCore::gencode::CAPN5::ENSG00000149260.10	0.357615894039735
chr15	75816415	75871830	gc19_pc.promCore::gencode::PTPN9::ENSG00000169410.5	0.358108108108108
chr7	80804623	80817305	gc19_pc.promCore::gencode::AC005008.2::ENSG00000237896.2	0.360655737704918
chr10	26222995	26241228	gc19_pc.promCore::gencode::MYO3A::ENSG00000095777.10	0.361111111111111
chr2	180427115	180726432	gc19_pc.promCore::gencode::ZNF385B::ENSG00000144331.14	0.361344537815126
chr20	34894057	35090349	gc19_pc.promCore::gencode::DLGAP4::ENSG00000080845.13	0.361486486486487
chr5	65222102	65364904	gc19_pc.promCore::gencode::ERBB2IP::ENSG00000112851.10	0.362903225806452
chr12	86421762	87232862	gc19_pc.promCore::gencode::MGAT4C::ENSG00000182050.9	0.365853658536585
chr12	22401780	22489334	gc19_pc.promCore::gencode::ST8SIA1::ENSG00000111728.6	0.366336633663366
chr2	10442814	10560346	gc19_pc.promCore::gencode::HPCAL1::ENSG00000115756.8	0.368243243243243
chr11	18956356	18956756	gc19_pc.promCore::gencode::MRGPRX1::ENSG00000170255.6	0.370656370656371
chr1	3541365	3541636	gc19_pc.promCore::gencode::TPRG1L::ENSG00000158109.10	0.370731707317073
chr15	67355900	67477312	gc19_pc.promCore::gencode::SMAD3::ENSG00000166949.11	0.375
chr20	2276446	2276846	gc19_pc.promCore::gencode::TGM3::ENSG00000125780.11	0.376470588235294
chr20	43752926	43753306	gc19_pc.promCore::gencode::WFDC12::ENSG00000168703.5	0.377777777777778
chr14	35182834	35184096	gc19_pc.promCore::gencode::CFL2::ENSG00000165410.10	0.378378378378378
chr8	145739766	145743410	gc19_pc.promCore::gencode::RECQL4::ENSG00000160957.8	0.378737541528239
chr17	73520960	73542428	gc19_pc.promCore::gencode::LLGL2::ENSG00000073350.9	0.381756756756757
chr19	917086	917502	gc19_pc.promCore::gencode::KISS1R::ENSG00000116014.5	0.385852090032154
chr11	4788299	5009623	gc19_pc.promCore::gencode::MMP26::ENSG00000167346.3	0.385964912280702
chr2	152828302	152955793	gc19_pc.promCore::gencode::CACNB4::ENSG00000182389.14	0.387665198237885
chr5	304090	428232	gc19_pc.promCore::gencode::AHRR::ENSG00000063438.12	0.390438247011952
chr9	34589504	34590321	gc19_pc.promCore::gencode::CNTFR::ENSG00000122756.10	0.391304347826087
chr10	50506986	50507437	gc19_pc.promCore::gencode::C10orf71::ENSG00000177354.7	0.392156862745098
chr19	56713469	56717282	gc19_pc.promCore::gencode::ZSCAN5C::ENSG00000204532.2	0.392712550607287
chr10	90346318	90354702	gc19_pc.promCore::gencode::LIPJ::ENSG00000204022.5	0.395555555555556
chr12	56075129	56075529	gc19_pc.promCore::gencode::METTL7B::ENSG00000170439.5	0.398648648648649
chr2	239067448	239074433	gc19_pc.promCore::gencode::FAM132B::ENSG00000178752.11	0.4
chr10	73156490	73555727	gc19_pc.promCore::gencode::CDH23::ENSG00000107736.15	0.401273885350318
