id	raw_p
mirna.prom::chr20:33543820-33567849_4::NA::NA	0.9906568
mirna.prom::chr18:19411371-19411555_1::NA::NA	1
mirna.prom::chr11:128391601-128391801_1::NA::NA	0.07105051
mirna.prom::chrX:73401813-73402140_1::NA::NA	1
mirna.prom::chr19:12985765-13030368_2::NA::NA	0.8974659
mirna.prom::chr5:159900754-159901154_1::NA::NA	0.679168042
mirna.prom::chr1:224460589-224460989_1::NA::NA	0.697095449
mirna.prom::chr3:35747941-35748341_1::NA::NA	0.689714
mirna.prom::chr16:28857447-28857529_1::NA::NA	1
mirna.prom::chr9:86585754-86594695_2::NA::NA	0.2965923268
mirna.prom::chr3:75639800-75658951_2::NA::NA	1
mirna.prom::chr13:41363832-41363877_1::NA::NA	1
mirna.prom::chr12:49165856-49166256_2::NA::NA	1
mirna.prom::chr22:35767727-35768127_1::NA::NA	0.708436748
mirna.prom::chr5:38597080-38601912_2::NA::NA	0.54243563
mirna.prom::chr10:106004592-106015268_2::NA::NA	0.60216629
mirna.prom::chrX:153677961-153678008_1::NA::NA	1
mirna.prom::chr11:79114056-79114456_1::NA::NA	0.849956993
mirna.prom::chr19:1819255-1822087_2::NA::NA	0.06104169
mirna.prom::chr10:97849995-97850168_1::NA::NA	1
mirna.prom::chr12:128707727-128708127_1::NA::NA	0.95278632
mirna.prom::chr1:156931604-156949656_4::NA::NA	0.610769363
mirna.prom::chr15:31372636-31373036_1::NA::NA	0.57716797
mirna.prom::chrX:53588905-53590441_2::NA::NA	1
mirna.prom::chr11:68853707-68853931_1::NA::NA	0.4116007448
mirna.prom::chr3:134154573-134154973_1::NA::NA	0.50597498
mirna.prom::chr1:3028338-3039290_3::NA::NA	0.66549184
mirna.prom::chr19:54291423-54291651_1::NA::NA	0.5946947698
mirna.prom::chr10:103326294-103356036_3::NA::NA	0.9926334311
mirna.prom::chr3:99691200-99691600_1::NA::NA	0.6050233016
mirna.prom::chr19:55109753-55128411_2::NA::NA	0.080278496
mirna.prom::chr13:97067381-97067781_1::NA::NA	0.7975329
mirna.prom::chr18:42577818-42578218_1::NA::NA	0.424578794
mirna.prom::chr15:42174363-42174460_1::NA::NA	1
mirna.prom::chr5:53248135-53248535_1::NA::NA	0.29696818
mirna.prom::chr16:30904088-30904385_2::NA::NA	1
mirna.prom::chr9:131155789-131155799_1::NA::NA	1
mirna.prom::chr6:33387644-33408485_5::NA::NA	0.878743742
mirna.prom::chr7:126731747-126732147_1::NA::NA	0.802721189
mirna.prom::chr12:49089760-49090011_2::NA::NA	1
mirna.prom::chr21:26934332-26934652_2::NA::NA	0.96736865
mirna.prom::chr12:98391973-98392373_1::NA::NA	0.70511812
mirna.prom::chr1:12251408-12251769_1::NA::NA	0.8020379
mirna.prom::chr2:220783971-220784371_1::NA::NA	0.62767026
mirna.prom::chr12:94943312-94943598_1::NA::NA	0.710712162
mirna.prom::chr1:206647820-206648145_1::NA::NA	1
mirna.prom::chr11:66710830-66711230_1::NA::NA	0.720576317
mirna.prom::chr6:120335120-120335520_1::NA::NA	0.59294526
mirna.prom::chr7:151137330-151146070_2::NA::NA	0.89228064
mirna.prom::chr1:1233366-1233743_2::NA::NA	1
mirna.prom::chrX:140014980-140015380_1::NA::NA	0.418578809
mirna.prom::chr19:54484959-54485313_1::NA::NA	0.19816598
mirna.prom::chr11:10530923-10530925_1::NA::NA	1
mirna.prom::chr22:28839061-28839366_1::NA::NA	0.60842711
mirna.prom::chr6:170593137-170616072_4::NA::NA	0.35261568
mirna.prom::chr7:57472310-57472710_1::NA::NA	0.83137265
mirna.prom::chr11:118773637-118780421_3::NA::NA	0.598308359
mirna.prom::chr12:95656203-95680998_4::NA::NA	0.6344253173
mirna.prom::chr2:214593458-214593858_1::NA::NA	0.56673346
mirna.prom::chr16:87873077-87903548_3::NA::NA	0.523282312
mirna.prom::chr11:70124282-70125503_2::NA::NA	0.833772981
mirna.prom::chr9:114048512-114048912_1::NA::NA	0.17393065
mirna.prom::chr20:3891534-3896734_3::NA::NA	0.68441503
mirna.prom::chr9:97818318-97818551_1::NA::NA	0.74029642
mirna.prom::chr1:198872777-198873177_1::NA::NA	0.534934555
mirna.prom::chr1:31230429-31230467_1::NA::NA	0.5120038
mirna.prom::chr14:48238987-48239387_1::NA::NA	0.512119056
mirna.prom::chr13:78272768-78272815_1::NA::NA	1
mirna.prom::chr11:62569203-62609034_4::NA::NA	0.008067607
mirna.prom::chr16:88511553-88534409_3::NA::NA	0.27213814
mirna.prom::chr16:2582040-2582440_1::NA::NA	0.92587954
mirna.prom::chr17:56409869-56415676_2::NA::NA	0.96465955
mirna.prom::chr2:239999393-239999793_1::NA::NA	0.95714763
mirna.prom::chr13:66583190-66583590_1::NA::NA	0.68840121
mirna.prom::chr1:100715132-100715176_1::NA::NA	1
mirna.prom::chr17:40636409-40639595_3::NA::NA	0.971287066
mirna.prom::chr17:38183402-38188289_2::NA::NA	0.804227222
mirna.prom::chr2:56226851-56227251_1::NA::NA	0.624260053
mirna.prom::chrX:151142940-151142943_1::NA::NA	1
mirna.prom::chr19:8455569-8455751_1::NA::NA	0.89749632
mirna.prom::chr1:201752003-201777525_3::NA::NA	0.59870321
mirna.prom::chr7:157369006-157406213_3::NA::NA	0.53591587
mirna.prom::chr9:135894617-135894815_1::NA::NA	0.07446116
mirna.prom::chr14:101489597-101489997_2::NA::NA	0.6453068
mirna.prom::chr16:81386347-81390857_2::NA::NA	0.82526152
mirna.prom::chr2:132249761-132249773_1::NA::NA	1
mirna.prom::chr6:2876432-2903314_6::NA::NA	0.71969817
mirna.prom::chr11:119186530-119188046_2::NA::NA	1
mirna.prom::chr1:117113428-117113448_1::NA::NA	1
mirna.prom::chr11:569218-576039_2::NA::NA	0.41035051
mirna.prom::chr3:87276180-87276220_1::NA::NA	1
mirna.prom::chr17:1619319-1619417_1::NA::NA	1
mirna.prom::chr19:55667849-55674197_4::NA::NA	0.91580007
mirna.prom::chr20:43029706-43036333_3::NA::NA	0.760478047
mirna.prom::chr9:92800975-92801375_1::NA::NA	0.795487673
mirna.prom::chr3:15901478-15901674_1::NA::NA	1
mirna.prom::chr22:31588190-31588590_1::NA::NA	0.7201645
mirna.prom::chr7:97557510-97557910_1::NA::NA	0.13256063
mirna.prom::chr14:101371211-101371611_1::NA::NA	0.83748275
mirna.prom::chr1:6500637-6531811_4::NA::NA	0.51910452
mirna.prom::chr2:219157024-219188393_2::NA::NA	0.7144846
mirna.prom::chr5:87969157-87970571_2::NA::NA	0.8298694503
mirna.prom::chr2:86038231-86038631_1::NA::NA	0.8807199
mirna.prom::chr7:25989754-25990154_1::NA::NA	0.57112039
mirna.prom::chr17:47584026-47584237_1::NA::NA	0.6128121753
mirna.prom::chr2:182191482-182191882_1::NA::NA	1
mirna.prom::chr16:50280247-50307863_2::NA::NA	1
mirna.prom::chr9:109344982-109349725_2::NA::NA	0.70696209
mirna.prom::chrX:137794027-137794059_1::NA::NA	1
mirna.prom::chr4:147299800-147300200_1::NA::NA	1
mirna.prom::chr17:27238444-27238466_1::NA::NA	1
mirna.prom::chr22:20255554-20286812_2::NA::NA	0.88725028
mirna.prom::chr10:103377576-103410352_5::NA::NA	0.58197169
mirna.prom::chrX:154140339-154140739_1::NA::NA	1
mirna.prom::chr3:55893497-55893897_1::NA::NA	0.597404281
mirna.prom::chr1:155327094-155340914_4::NA::NA	1
mirna.prom::chr7:2295434-2307138_5::NA::NA	0.9423431
mirna.prom::chr15:102501637-102501975_2::NA::NA	1
mirna.prom::chr5:179227088-179227177_1::NA::NA	0.39099761
mirna.prom::chr8:96037495-96037504_1::NA::NA	1
mirna.prom::chr14:102030484-102050574_3::NA::NA	0.58320676
mirna.prom::chr6:33638359-33641945_3::NA::NA	0.132432958
mirna.prom::chr2:19547671-19548071_1::NA::NA	0.608094533
mirna.prom::chr3:25706598-25706632_1::NA::NA	1
mirna.prom::chr17:46710818-46716930_4::NA::NA	0.342938446
mirna.prom::chr5:8457885-8458037_1::NA::NA	0.950305033
mirna.prom::chr15:69106806-69118201_3::NA::NA	0.15770207
mirna.prom::chr2:228336632-228336667_1::NA::NA	1
mirna.prom::chr10:23632547-23632693_1::NA::NA	1
mirna.prom::chr3:170848626-170849026_1::NA::NA	0.87266988
mirna.prom::chr5:179448265-179472125_2::NA::NA	0.0001547939
mirna.prom::chr8:81109863-81111526_2::NA::NA	0.73069222
mirna.prom::chr20:55904437-55904601_1::NA::NA	0.61389499
mirna.prom::chr2:11886963-11901239_2::NA::NA	0.9678546
mirna.prom::chr8:17548893-17549211_1::NA::NA	0.644421826
mirna.prom::chr21:15048310-15054092_2::NA::NA	1
mirna.prom::chrX:118787032-118787432_1::NA::NA	0.52366828
mirna.prom::chr20:49237614-49237807_1::NA::NA	0.38142001
mirna.prom::chr12:58258970-58263376_3::NA::NA	0.78814428
mirna.prom::chr10:28591745-28591783_1::NA::NA	0.277356628
mirna.prom::chr9:68411019-68413481_2::NA::NA	0.254945193
mirna.prom::chr5:174147645-174178692_3::NA::NA	0.876048166
mirna.prom::chr2:64751752-64751801_1::NA::NA	1
mirna.prom::chr19:46476516-46498948_2::NA::NA	1
mirna.prom::chr14:50766799-50789208_2::NA::NA	0.96416501
mirna.prom::chr11:2162668-2162709_1::NA::NA	1
mirna.prom::chr11:65190191-65190244_1::NA::NA	1
mirna.prom::chr12:48478641-48478832_1::NA::NA	0.248839834
mirna.prom::chr2:33634724-33634756_1::NA::NA	1
mirna.prom::chr21:17918629-17961474_3::NA::NA	0.6985255
mirna.prom::chr1:12655882-12655992_1::NA::NA	0.473378503
mirna.prom::chr8:101715607-101715839_1::NA::NA	0.13116895
mirna.prom::chr19:46148399-46148524_1::NA::NA	0.43667164
mirna.prom::chr6:31591692-31591961_1::NA::NA	0.678699029
mirna.prom::chr19:49486786-49489100_3::NA::NA	0.96948419
mirna.prom::chr1:1093039-1093439_1::NA::NA	0.79717796
mirna.prom::chr17:58144148-58155893_2::NA::NA	0.92297
mirna.prom::chr10:77311776-77313578_2::NA::NA	0.0181747
mirna.prom::chr15:28753954-28754015_1::NA::NA	1
mirna.prom::chr9:126169317-126169717_1::NA::NA	1
mirna.prom::chr11:122030003-122051037_2::NA::NA	0.66958
mirna.prom::chr1:177001461-177001585_1::NA::NA	0.4061891
mirna.prom::chr19:50037658-50037870_1::NA::NA	0.94807405
mirna.prom::chr1:41220295-41220695_1::NA::NA	0.4904293
mirna.prom::chr11:47377117-47422088_2::NA::NA	0.895521008
mirna.prom::chr5:180479839-180480048_1::NA::NA	0.7741076976
mirna.prom::chr2:133015042-133015095_1::NA::NA	0.54799408
mirna.prom::chrX:133683465-133683865_1::NA::NA	0.68907857
mirna.prom::chrX:133680202-133680550_2::NA::NA	0.8130884
mirna.prom::chr7:127672402-127680349_3::NA::NA	0.6510211
mirna.prom::chr11:16030117-16038816_2::NA::NA	0.5738118
mirna.prom::chr14:23862286-23904727_4::NA::NA	0.97184465
mirna.prom::chr19:2435189-2448287_4::NA::NA	0.648026556
mirna.prom::chr21:46889741-46898179_2::NA::NA	0.73482473
mirna.prom::chr18:70535384-70535406_1::NA::NA	1
mirna.prom::chr19:12888430-12895152_3::NA::NA	0.5702027
mirna.prom::chr9:112296612-112296944_1::NA::NA	0.5097827
mirna.prom::chr16:2479594-2479629_1::NA::NA	1
mirna.prom::chr12:104324348-104324385_1::NA::NA	1
mirna.prom::chr6:159223196-159223596_1::NA::NA	0.5201942
mirna.prom::chr9:130547326-130547726_1::NA::NA	0.599068092
mirna.prom::chr5:172753503-172756860_2::NA::NA	0.85651789
mirna.prom::chr1:10285841-10286241_1::NA::NA	0.63986415
mirna.prom::chr17:62833272-62833670_1::NA::NA	1
mirna.prom::chr1:52302556-52306207_2::NA::NA	0.04948591
mirna.prom::chr11:61659206-61687948_2::NA::NA	1
mirna.prom::chr1:167958220-167958620_1::NA::NA	0.681393146
mirna.prom::chr17:46240801-46241201_1::NA::NA	0.75317718
mirna.prom::chr19:54222551-54222951_1::NA::NA	0.6926857
mirna.prom::chr17:927253-927653_1::NA::NA	0.59781799
mirna.prom::chrX:117477912-117514228_2::NA::NA	0.7621009
mirna.prom::chr7:158362873-158363273_1::NA::NA	0.6948276
mirna.prom::chr22:45613192-45636963_3::NA::NA	0.52152536
mirna.prom::chr9:132630013-132630263_1::NA::NA	0.1133335
mirna.prom::chr20:57425958-57426129_1::NA::NA	0.3463254
mirna.prom::chr17:15164098-15164319_1::NA::NA	1
mirna.prom::chr6:18522786-18536947_2::NA::NA	0.53074437
mirna.prom::chr12:121154373-121157570_4::NA::NA	0.87379467
mirna.prom::chr8:65285669-65289637_2::NA::NA	0.8759127
mirna.prom::chr19:54764656-54765056_1::NA::NA	0.60421252
mirna.prom::chr20:62541012-62550737_2::NA::NA	0.15891599
mirna.prom::chr19:35786890-35800708_3::NA::NA	0.8975666
mirna.prom::chr5:159866262-159895120_2::NA::NA	0.2440791
mirna.prom::chr9:130639762-130639822_1::NA::NA	1
mirna.prom::chr18:11655704-11670321_2::NA::NA	0.08791166
mirna.prom::chr1:3500290-3500303_1::NA::NA	1
mirna.prom::chr3:168245999-168246399_1::NA::NA	0.6979207
mirna.prom::chr22:31103373-31103773_1::NA::NA	0.7221361
mirna.prom::chr19:50312100-50329390_3::NA::NA	0.8657344
mirna.prom::chr9:96928669-96929038_1::NA::NA	0.932961247
mirna.prom::chr10:100227546-100227946_1::NA::NA	0.6185697
mirna.prom::chr7:116660066-116660071_1::NA::NA	1
mirna.prom::chrX:16690580-16690980_1::NA::NA	0.034026689
mirna.prom::chr17:40660152-40661204_2::NA::NA	0.989395788
mirna.prom::chr1:33815686-33815706_1::NA::NA	1
mirna.prom::chr1:226111700-226111737_1::NA::NA	1
mirna.prom::chr19:4769034-4769434_2::NA::NA	0.93174069
mirna.prom::chr15:89900035-89910907_8::NA::NA	0.826306859
mirna.prom::chr17:42288570-42288639_1::NA::NA	1
mirna.prom::chr5:137023031-137023431_1::NA::NA	1
mirna.prom::chr6:166944821-166948256_2::NA::NA	0.19418511
mirna.prom::chr1:212206910-212209322_2::NA::NA	0.5510461
mirna.prom::chr8:144816171-144822557_3::NA::NA	0.7600966
mirna.prom::chrX:73513154-73513554_2::NA::NA	0.66265231
mirna.prom::chr12:110270960-110271006_1::NA::NA	1
mirna.prom::chr10:73533040-73537925_2::NA::NA	0.83321226
mirna.prom::chr17:43197864-43239011_4::NA::NA	0.46918073
mirna.prom::chr22:23122828-23123228_1::NA::NA	0.74382125
mirna.prom::chr9:111852518-111852918_1::NA::NA	0.653458697
mirna.prom::chr5:53380147-53394870_3::NA::NA	0.36538862
mirna.prom::chr5:1518245-1518645_1::NA::NA	0.33532317
mirna.prom::chr16:24192255-24192539_1::NA::NA	0.3453606
mirna.prom::chr16:14395914-14396144_1::NA::NA	0.9920382
mirna.prom::chr6:33167942-33168012_1::NA::NA	0.02533798
mirna.prom::chr9:97843561-97844836_2::NA::NA	0.520939418
mirna.prom::chr7:32801399-32801695_1::NA::NA	0.7279095
mirna.prom::chr9:139417841-139418162_1::NA::NA	0.5283063
mirna.prom::chr14:65807772-65808172_1::NA::NA	0.5810192
mirna.prom::chr1:54519473-54519474_1::NA::NA	1
mirna.prom::chr2:208174676-208175076_1::NA::NA	0.51470124
mirna.prom::chr9:137764272-137764672_1::NA::NA	0.69314684
mirna.prom::chr20:62715156-62715164_1::NA::NA	1
mirna.prom::chr6:72130472-72130721_1::NA::NA	0.055749415
mirna.prom::chr7:132723250-132723650_1::NA::NA	0.44111102
mirna.prom::chr2:208029074-208031123_2::NA::NA	0.74346952
mirna.prom::chr11:1929359-1929759_1::NA::NA	0.5048495
mirna.prom::chr11:64109948-64110348_3::NA::NA	1
mirna.prom::chr6:33860776-33861176_2::NA::NA	0.94646154
mirna.prom::chr11:11815169-11815569_1::NA::NA	0.8310808
mirna.prom::chr4:87510689-87511089_1::NA::NA	0.81792049
mirna.prom::chr5:128430229-128430243_1::NA::NA	1
mirna.prom::chr5:89317231-89317631_1::NA::NA	0.5357514
mirna.prom::chr1:17216144-17222905_3::NA::NA	0.1458641
mirna.prom::chr17:79374514-79374914_2::NA::NA	0.6398953
mirna.prom::chr11:19561510-19561910_1::NA::NA	0.7585492
mirna.prom::chr13:53370157-53370557_1::NA::NA	0.2622094
mirna.prom::chr3:49058242-49058243_1::NA::NA	1
mirna.prom::chr8:94006010-94006410_1::NA::NA	0.62586972
mirna.prom::chr17:29877013-29877219_2::NA::NA	0.03119569
mirna.prom::chr16:1779819-1781967_2::NA::NA	0.13434022
mirna.prom::chr19:51755603-51756003_1::NA::NA	0.847986144
mirna.prom::chr3:15563002-15563020_1::NA::NA	1
mirna.prom::chr19:10823549-10823593_1::NA::NA	1
mirna.prom::chr12:9393141-9393252_1::NA::NA	1
mirna.prom::chr8:96127695-96128095_2::NA::NA	0.81022216
mirna.prom::chr2:225907359-225907501_1::NA::NA	1
mirna.prom::chr19:55767337-55767364_1::NA::NA	1
mirna.prom::chr9:94411014-94444105_2::NA::NA	0.87538642
mirna.prom::chr17:6923368-6927381_2::NA::NA	0.247614215
mirna.prom::chr4:126402899-126403226_1::NA::NA	0.595266932
mirna.prom::chr10:126751936-126752336_1::NA::NA	0.4557244
mirna.prom::chr11:18386300-18386455_1::NA::NA	0.801619727
mirna.prom::chr4:113569775-113570046_2::NA::NA	0.250322548
mirna.prom::chr1:143146109-143146509_1::NA::NA	0.9874283932
mirna.prom::chrX:17394972-17434091_3::NA::NA	0.822665274
mirna.prom::chr1:193074220-193090946_2::NA::NA	0.731190831
mirna.prom::chr8:145115784-145115799_1::NA::NA	1
mirna.prom::chr12:54687185-54719136_3::NA::NA	0.87846476
mirna.prom::chr9:20504955-20506841_2::NA::NA	0.47688589
mirna.prom::chr1:43831790-43831932_1::NA::NA	1
mirna.prom::chr1:10291-10691_1::NA::NA	8.267981e-15
mirna.prom::chr3:35747941-35751428_2::NA::NA	0.69608229
mirna.prom::chr19:40324585-40324592_1::NA::NA	1
mirna.prom::chr16:3542461-3551343_4::NA::NA	0.6110735
mirna.prom::chr12:112601561-112601777_1::NA::NA	1
mirna.prom::chr5:10431658-10467227_2::NA::NA	0.9361676
mirna.prom::chr10:69172349-69172749_1::NA::NA	0.026135555
mirna.prom::chr9:35718436-35719491_2::NA::NA	0.9655585096
mirna.prom::chr4:24528762-24568956_3::NA::NA	0.85213953
mirna.prom::chr3:114469212-114469330_1::NA::NA	0.816605081
mirna.prom::chr3:85407776-85428846_2::NA::NA	0.7620716
mirna.prom::chr17:46804425-46828937_2::NA::NA	0.843700291
mirna.prom::chr6:90995875-90996275_1::NA::NA	0.63983813
mirna.prom::chr1:1249017-1249105_1::NA::NA	1
mirna.prom::chr3:48685463-48716803_3::NA::NA	0.14504803
mirna.prom::chr11:43596658-43602886_4::NA::NA	0.8794194
mirna.prom::chr11:2019105-2019234_1::NA::NA	0.89768141
mirna.prom::chr1:147806889-147806988_1::NA::NA	1
mirna.prom::chr11:64781863-64781877_1::NA::NA	1
mirna.prom::chr11:1273760-1273994_1::NA::NA	0.0004648698
mirna.prom::chr11:64668141-64668349_1::NA::NA	0.987137346
mirna.prom::chr1:41204709-41204761_1::NA::NA	0.02408172
mirna.prom::chr2:219867329-219867567_1::NA::NA	0.34350794
mirna.prom::chr22:36680592-36722606_20::NA::NA	0.0335254
mirna.prom::chr20:3896334-3896734_1::NA::NA	0.849018237
mirna.prom::chr7:95850461-95850861_1::NA::NA	1
mirna.prom::chr12:1770986-1771386_1::NA::NA	0.7422359
mirna.prom::chr6:30551673-30551948_1::NA::NA	0.979623765
mirna.prom::chr16:81565728-81566128_1::NA::NA	0.5664693158
mirna.prom::chr1:243507361-243508836_3::NA::NA	0.868877593
mirna.prom::chr18:46605986-46621051_2::NA::NA	1
mirna.prom::chr19:4909961-4931311_4::NA::NA	0.67881617
mirna.prom::chr3:197402087-197422730_5::NA::NA	0.7838555743
mirna.prom::chr19:2222901-2237025_3::NA::NA	0.92525876
mirna.prom::chr10:104169047-104169435_1::NA::NA	0.11794914
mirna.prom::chr5:169407118-169407274_1::NA::NA	0.60026331
mirna.prom::chr12:124826178-124829925_2::NA::NA	0.63976466
mirna.prom::chr3:189507247-189515487_2::NA::NA	1
mirna.prom::chr9:97807431-97818551_3::NA::NA	0.90564516
mirna.prom::chr17:27717171-27717281_1::NA::NA	0.191099435
mirna.prom::chr14:31509192-31509592_1::NA::NA	0.595982986
mirna.prom::chr19:7680214-7680283_1::NA::NA	1
mirna.prom::chr20:61154347-61154747_1::NA::NA	0.628663467
mirna.prom::chr15:89901885-89915707_9::NA::NA	0.8609604
mirna.prom::chr18:56113304-56113704_2::NA::NA	0.50937575
mirna.prom::chr14:101527099-101527499_1::NA::NA	0.8653957331
mirna.prom::chrX:133306373-133309250_3::NA::NA	0.66360574
mirna.prom::chr22:49969505-49969523_1::NA::NA	1
mirna.prom::chr1:17567656-17568056_1::NA::NA	1
mirna.prom::chr10:105844332-105844732_1::NA::NA	1
mirna.prom::chrX:55516056-55516277_1::NA::NA	0.584405577
mirna.prom::chr9:4839976-4840011_1::NA::NA	0.14798142
mirna.prom::chr2:28172254-28172654_1::NA::NA	1
mirna.prom::chr5:170814319-170848229_3::NA::NA	0.811332838
mirna.prom::chr9:139642078-139642478_1::NA::NA	0.5261981
mirna.prom::chr17:36862633-36862891_1::NA::NA	1
mirna.prom::chrX:73438196-73438596_3::NA::NA	0.6946526864
mirna.prom::chr1:228256270-228284758_5::NA::NA	0.82111331
mirna.prom::chr12:95656203-95680998_3::NA::NA	0.48779507
mirna.prom::chrX:139012927-139013327_1::NA::NA	0.125246
mirna.prom::chr8:6575927-6578155_2::NA::NA	1
mirna.prom::chr9:94357505-94390432_2::NA::NA	0.834883794
mirna.prom::chr5:92956998-92957398_1::NA::NA	0.5324537
mirna.prom::chr1:154111876-154114045_3::NA::NA	0.81758419
mirna.prom::chr2:110873212-110873258_1::NA::NA	0.392766119
mirna.prom::chr19:52773045-52773063_1::NA::NA	1
mirna.prom::chr16:817342-817742_2::NA::NA	0.66451037
mirna.prom::chr9:97523021-97564968_2::NA::NA	1
mirna.prom::chr17:7130874-7131181_2::NA::NA	1
mirna.prom::chr9:101018115-101018131_1::NA::NA	1
