id	raw_p
mirna.prom::chr19:40324585-40324592_1::NA::NA	1
mirna.prom::chr3:134154573-134154973_1::NA::NA	0.60895115
mirna.prom::chr14:101292264-101292620_2::NA::NA	0.03086583
mirna.prom::chr14:101527099-101527499_1::NA::NA	0.96202368
mirna.prom::chr2:240010201-240010601_1::NA::NA	0.3652062
mirna.prom::chr14:102975852-102975859_1::NA::NA	1
mirna.prom::chr2:219157024-219188393_2::NA::NA	0.579030877
mirna.prom::chr15:70375658-70376058_1::NA::NA	0.01069331
mirna.prom::chr7:57472310-57472710_1::NA::NA	0.910557298
mirna.prom::chr5:137023031-137023431_1::NA::NA	1
mirna.prom::chr17:38275654-38317985_2::NA::NA	0.5176308
mirna.prom::chr19:54764656-54765056_1::NA::NA	0.5370751
mirna.prom::chrX:154651922-154652322_1::NA::NA	0.716516571
mirna.prom::chr7:130598153-130598553_1::NA::NA	0.78740517
mirna.prom::chr22:46465771-46503543_3::NA::NA	0.37228668
mirna.prom::chr20:61808744-61809102_1::NA::NA	0.9153951835
mirna.prom::chr19:13953527-13953927_2::NA::NA	0.996819659
mirna.prom::chr9:20504955-20506841_2::NA::NA	0.34051812
mirna.prom::chr19:47729332-47729732_2::NA::NA	0.199633582
mirna.prom::chr14:27340146-27342128_2::NA::NA	0.8184906
mirna.prom::chr20:37141910-37142310_1::NA::NA	1
mirna.prom::chr12:81241372-81258938_2::NA::NA	0.879265111
mirna.prom::chr12:124826178-124829925_2::NA::NA	0.737514585
mirna.prom::chr14:95623959-95623981_1::NA::NA	1
mirna.prom::chr5:100185112-100185512_1::NA::NA	0.849970091
mirna.prom::chr5:174147645-174178692_3::NA::NA	0.932113438
mirna.prom::chr1:44966702-44967102_1::NA::NA	0.20226189
mirna.prom::chr19:12962855-12963073_2::NA::NA	0.351734205
mirna.prom::chrX:140014980-140015380_1::NA::NA	0.198336547
mirna.prom::chr5:10431658-10467227_2::NA::NA	0.805712998
mirna.prom::chr16:15693628-15730925_2::NA::NA	0.92660645
mirna.prom::chr20:49195872-49201971_5::NA::NA	0.956324389
mirna.prom::chr19:10906881-10911540_3::NA::NA	0.63060032
mirna.prom::chr19:13045051-13045095_1::NA::NA	1
mirna.prom::chr18:19411371-19411555_1::NA::NA	1
mirna.prom::chr4:24528762-24568956_3::NA::NA	0.80646671
mirna.prom::chr3:35747941-35751428_2::NA::NA	0.72840755
mirna.prom::chr6:126803159-126803559_1::NA::NA	0.7728718
mirna.prom::chr20:43029706-43036333_3::NA::NA	0.8719891
mirna.prom::chr17:80628887-80628954_1::NA::NA	1
mirna.prom::chrX:73401813-73402140_1::NA::NA	1
mirna.prom::chr8:9588355-9588755_2::NA::NA	1
mirna.prom::chr14:105617268-105617515_2::NA::NA	1
mirna.prom::chr2:228336632-228336667_1::NA::NA	1
mirna.prom::chr5:54828066-54828466_1::NA::NA	0.051215422
mirna.prom::chr12:112601561-112601777_1::NA::NA	1
mirna.prom::chr6:32144099-32144125_1::NA::NA	1
mirna.prom::chr16:30934591-30934786_1::NA::NA	0.3458958
mirna.prom::chr11:72353270-72353275_1::NA::NA	1
mirna.prom::chr16:28857447-28857529_1::NA::NA	1
mirna.prom::chr12:12873745-12879105_4::NA::NA	0.715027672
mirna.prom::chr8:27288995-27289128_1::NA::NA	1
mirna.prom::chr19:54190243-54190643_1::NA::NA	0.92554072
mirna.prom::chr13:98828450-98838899_2::NA::NA	0.739351488
mirna.prom::chr10:29940594-29940994_1::NA::NA	0.74895743
mirna.prom::chr8:145025244-145027887_2::NA::NA	1
mirna.prom::chr9:131012814-131012983_1::NA::NA	0.9985782
mirna.prom::chr11:16030117-16038816_2::NA::NA	0.642640431
mirna.prom::chr15:55665232-55666502_3::NA::NA	1
mirna.prom::chr13:53370157-53370557_1::NA::NA	0.896835018
mirna.prom::chr13:41363832-41363877_1::NA::NA	1
mirna.prom::chr3:48221666-48230417_8::NA::NA	0.57402307
mirna.prom::chr15:76077937-76078323_1::NA::NA	1
mirna.prom::chr11:1929359-1929759_1::NA::NA	0.63220169
mirna.prom::chr8:94006010-94006410_1::NA::NA	0.92469816
mirna.prom::chr8:1745730-1746130_1::NA::NA	0.56008982
mirna.prom::chr20:57425958-57426129_1::NA::NA	0.27333089
mirna.prom::chr7:21467882-21467892_1::NA::NA	1
mirna.prom::chr6:138787858-138788258_1::NA::NA	0.539515969
mirna.prom::chr20:61154347-61154747_1::NA::NA	0.4920971
mirna.prom::chr9:139716696-139717096_1::NA::NA	0.50892242
mirna.prom::chr2:110829751-110830151_1::NA::NA	1
mirna.prom::chr6:120335120-120335520_1::NA::NA	0.787500116
mirna.prom::chr17:79427437-79448831_4::NA::NA	0.99205779
mirna.prom::chr22:45613192-45636963_3::NA::NA	0.5834961
mirna.prom::chrX:17394972-17434091_3::NA::NA	0.6297961
mirna.prom::chr9:35718436-35719491_2::NA::NA	0.794289251
mirna.prom::chr9:130639762-130639822_1::NA::NA	1
mirna.prom::chr15:83704132-83704532_1::NA::NA	0.6015605581
mirna.prom::chr1:17567656-17568056_1::NA::NA	1
mirna.prom::chrX:7065546-7065900_1::NA::NA	0.93366526
mirna.prom::chr1:228256270-228284758_5::NA::NA	0.70082087
mirna.prom::chr3:15563002-15563020_1::NA::NA	1
mirna.prom::chr8:2019694-2024668_2::NA::NA	0.418977557
mirna.prom::chr19:58898241-58898378_1::NA::NA	0.65098237
mirna.prom::chr2:114341150-114361515_4::NA::NA	0.0002025856
mirna.prom::chr18:159422-159822_1::NA::NA	0.5633130477
mirna.prom::chr17:46710818-46716930_4::NA::NA	0.5232938
mirna.prom::chr1:236030420-236030428_1::NA::NA	1
mirna.prom::chr13:42154788-42155188_1::NA::NA	0.583275736
mirna.prom::chr17:56409869-56410072_1::NA::NA	1
mirna.prom::chr17:36861384-36861594_1::NA::NA	1
mirna.prom::chr3:37989987-37990387_1::NA::NA	0.9124534
mirna.prom::chr1:168338101-168338291_1::NA::NA	0.3389881698
mirna.prom::chr11:18386300-18386455_1::NA::NA	0.74231022
mirna.prom::chr17:57915164-57915215_1::NA::NA	1
mirna.prom::chr19:4769034-4769434_2::NA::NA	0.8044661106
mirna.prom::chr20:33052242-33052642_1::NA::NA	0.49023919
mirna.prom::chr12:116622034-116622434_1::NA::NA	0.459240648
mirna.prom::chr7:151137330-151146070_2::NA::NA	1
mirna.prom::chr15:31372636-31373036_1::NA::NA	0.848691966
mirna.prom::chr15:81292957-81293094_1::NA::NA	1
mirna.prom::chrX:73448022-73476885_5::NA::NA	0.8853951
mirna.prom::chr19:42847605-42851816_4::NA::NA	0.57333468
mirna.prom::chr6:34205100-34205181_1::NA::NA	1
mirna.prom::chr2:233034773-233035173_1::NA::NA	0.671216944
mirna.prom::chr3:47889882-47891792_3::NA::NA	1
mirna.prom::chr2:180726432-180726490_1::NA::NA	0.175743277
mirna.prom::chr22:26985851-26985889_1::NA::NA	1
mirna.prom::chr21:24401867-24402267_1::NA::NA	0.94445452
mirna.prom::chr11:61248791-61248828_1::NA::NA	1
mirna.prom::chr11:46485169-46485569_1::NA::NA	0.62636264
mirna.prom::chr6:166944821-166948256_2::NA::NA	0.14083517
mirna.prom::chr21:15038870-15039079_1::NA::NA	1
mirna.prom::chr6:18522786-18536947_2::NA::NA	0.575650104
mirna.prom::chr1:198872777-198873177_1::NA::NA	0.40160171
mirna.prom::chr20:32589794-32612083_2::NA::NA	0.0741683
mirna.prom::chr15:21112411-21112811_1::NA::NA	1
mirna.prom::chr12:66430045-66431607_2::NA::NA	0.84772524
mirna.prom::chr11:64668141-64668349_1::NA::NA	0.857946708
mirna.prom::chr6:33387644-33408485_5::NA::NA	0.81763961
mirna.prom::chr22:31588190-31589286_2::NA::NA	0.96291511
mirna.prom::chr19:55757955-55758238_1::NA::NA	1
mirna.prom::chr3:195613245-195613645_1::NA::NA	0.88592348
mirna.prom::chr7:158362873-158363273_1::NA::NA	0.701406493
mirna.prom::chr5:38597080-38601912_2::NA::NA	0.66412205
mirna.prom::chr19:55667849-55674197_4::NA::NA	0.71263874
mirna.prom::chr2:19547671-19548071_1::NA::NA	0.981484777
mirna.prom::chr17:47584026-47584237_1::NA::NA	0.47897764
mirna.prom::chr7:25989754-25990154_1::NA::NA	0.907634008
mirna.prom::chr2:220783971-220784371_1::NA::NA	0.510910267
mirna.prom::chr10:12209898-12211236_2::NA::NA	0.9488067
mirna.prom::chr15:65061810-65062210_1::NA::NA	0.53048987
mirna.prom::chr10:91352601-91352947_1::NA::NA	0.76241687
mirna.prom::chr9:97818318-97818551_1::NA::NA	0.840400999
mirna.prom::chr17:2652745-2658915_2::NA::NA	1
mirna.prom::chr9:126169317-126169717_1::NA::NA	1
mirna.prom::chr19:46180372-46180680_2::NA::NA	0.6470185406
mirna.prom::chr12:57578241-57588116_3::NA::NA	0.533667006
mirna.prom::chr12:79775422-79775822_1::NA::NA	0.54734527
mirna.prom::chr7:29724085-29724257_1::NA::NA	1
mirna.prom::chr19:46148399-46148524_1::NA::NA	0.387368714
mirna.prom::chr1:1098131-1098531_1::NA::NA	0.577805801
mirna.prom::chr3:96073722-96073955_1::NA::NA	0.3986767
mirna.prom::chr7:127672402-127680349_3::NA::NA	0.9443551
mirna.prom::chr19:55753039-55753439_1::NA::NA	0.63209535
mirna.prom::chrX:73438196-73438596_3::NA::NA	0.54672511
mirna.prom::chr1:177001461-177001585_1::NA::NA	0.6763084842
mirna.prom::chr10:131645458-131649809_2::NA::NA	0.537670932
mirna.prom::chr5:172753503-172756860_2::NA::NA	1
mirna.prom::chr10:69172349-69172749_1::NA::NA	0.0477363762
mirna.prom::chr8:105508989-105509193_1::NA::NA	0.7489887
mirna.prom::chr1:207995084-207997448_2::NA::NA	0.58591339
mirna.prom::chr1:54519473-54519474_1::NA::NA	1
mirna.prom::chr10:103326294-103356036_3::NA::NA	0.89690389
mirna.prom::chr19:6738588-6750282_8::NA::NA	0.6321369415
mirna.prom::chr12:1770986-1771386_1::NA::NA	0.618973429
mirna.prom::chr22:25844003-25844286_2::NA::NA	1
mirna.prom::chrX:53588905-53590441_2::NA::NA	1
mirna.prom::chr19:10925900-10928671_2::NA::NA	0.927852869
mirna.prom::chr7:116660066-116660071_1::NA::NA	1
mirna.prom::chr10:65132834-65133234_1::NA::NA	1
mirna.prom::chr9:97843561-97844836_2::NA::NA	0.6467839472
mirna.prom::chr17:37880734-37880958_1::NA::NA	0.88027736
mirna.prom::chr3:197402087-197422730_5::NA::NA	0.858255763
mirna.prom::chr17:43197864-43239011_4::NA::NA	0.57797731
mirna.prom::chr10:114345687-114358658_3::NA::NA	0.52644056
mirna.prom::chr17:13460059-13493119_2::NA::NA	0.74886691
mirna.prom::chr19:4400175-4402458_2::NA::NA	0.2473119
mirna.prom::chr1:19213581-19239873_2::NA::NA	1
mirna.prom::chr3:15901478-15901674_1::NA::NA	1
mirna.prom::chr12:121154373-121157570_4::NA::NA	0.7148096
mirna.prom::chr2:232573467-232575422_2::NA::NA	1
mirna.prom::chr22:20002995-20003395_1::NA::NA	1
mirna.prom::chr14:65807772-65808172_1::NA::NA	0.39113905
mirna.prom::chr19:13976535-13984307_2::NA::NA	0.91567962
mirna.prom::chr11:64109948-64110348_3::NA::NA	1
mirna.prom::chr7:101930010-101930410_1::NA::NA	0.526179
mirna.prom::chr17:38183402-38188289_2::NA::NA	0.70795724
mirna.prom::chr15:42174363-42174460_1::NA::NA	1
mirna.prom::chr1:201924818-201924846_1::NA::NA	1
mirna.prom::chr3:99691200-99691600_1::NA::NA	1
mirna.prom::chr6:170593137-170616072_4::NA::NA	0.23638442
mirna.prom::chr2:219188160-219188241_1::NA::NA	1
mirna.prom::chr15:69106806-69118201_3::NA::NA	0.377133133
mirna.prom::chr4:115560847-115561247_1::NA::NA	0.61453915
mirna.prom::chr17:74735606-74740806_2::NA::NA	0.75391023
mirna.prom::chr11:64667715-64668349_2::NA::NA	0.92791814
mirna.prom::chr10:35379053-35379092_1::NA::NA	1
mirna.prom::chr3:48685463-48716803_3::NA::NA	0.106481033
mirna.prom::chr13:78272768-78272815_1::NA::NA	1
mirna.prom::chr8:8861332-8861563_1::NA::NA	0.2916299
mirna.prom::chr9:96314131-96329205_2::NA::NA	0.058128234
mirna.prom::chr9:35605160-35605166_1::NA::NA	1
mirna.prom::chr15:22676365-22676765_1::NA::NA	0.62700023
mirna.prom::chr18:42577818-42578218_1::NA::NA	0.3345963
mirna.prom::chr1:31230429-31230467_1::NA::NA	1
mirna.prom::chr5:154173329-154173569_2::NA::NA	1
mirna.prom::chr15:90544852-90544913_1::NA::NA	1
mirna.prom::chr1:113044974-113047109_2::NA::NA	0.79969753
mirna.prom::chr3:194876578-194876978_1::NA::NA	0.01561757
mirna.prom::chr16:2205359-2232522_8::NA::NA	0.309588348
mirna.prom::chr17:927253-927653_1::NA::NA	0.525923111
mirna.prom::chr19:2222901-2237025_3::NA::NA	0.8575427
mirna.prom::chr5:14872087-14872115_1::NA::NA	1
mirna.prom::chr4:183058237-183058637_1::NA::NA	0.36023019
mirna.prom::chr4:13628945-13628962_1::NA::NA	1
mirna.prom::chr12:111707507-111731229_3::NA::NA	0.87413779
mirna.prom::chr19:45894977-45932220_4::NA::NA	0.21313197
mirna.prom::chr3:75639800-75658951_2::NA::NA	1
mirna.prom::chr4:8033963-8046728_2::NA::NA	0.49048408
mirna.prom::chr5:149110073-149110082_1::NA::NA	1
mirna.prom::chr19:10116927-10117146_1::NA::NA	0.3984783
mirna.prom::chr17:56409869-56415676_2::NA::NA	0.72809252
mirna.prom::chr11:121970947-121971075_1::NA::NA	1
mirna.prom::chr15:86338461-86338534_1::NA::NA	1
mirna.prom::chr2:178214237-178216116_2::NA::NA	1
mirna.prom::chr10:74472261-74472634_1::NA::NA	1
mirna.prom::chr1:1277556-1277736_1::NA::NA	1
mirna.prom::chr15:26095495-26095895_1::NA::NA	0.71683065
mirna.prom::chr11:67250734-67250818_1::NA::NA	0.081833722
mirna.prom::chr8:145545484-145545884_1::NA::NA	1
mirna.prom::chr21:15048310-15054092_2::NA::NA	1
mirna.prom::chr6:135300426-135300807_2::NA::NA	1
mirna.prom::chr11:46781978-46782000_1::NA::NA	1
mirna.prom::chrX:133680463-133680863_2::NA::NA	0.04446478
mirna.prom::chr11:74442630-74457392_2::NA::NA	0.6213252
mirna.prom::chr7:95850461-95850861_1::NA::NA	1
mirna.prom::chr7:157369006-157406213_3::NA::NA	0.50533937
mirna.prom::chr18:11655704-11670321_2::NA::NA	0.04477821
mirna.prom::chr3:189507247-189515938_3::NA::NA	0.3291841
mirna.prom::chr17:27717171-27717281_1::NA::NA	0.1614925
mirna.prom::chr16:76880316-76880716_1::NA::NA	0.5412974
mirna.prom::chr22:28839061-28839366_1::NA::NA	0.853105985
mirna.prom::chrX:108297835-108297925_1::NA::NA	0.9790475
mirna.prom::chr5:179227088-179227177_1::NA::NA	0.37780764
mirna.prom::chr5:168199969-168223724_3::NA::NA	0.70114534
mirna.prom::chr14:101491248-101491648_2::NA::NA	0.27107528
mirna.prom::chr1:143467632-143467808_1::NA::NA	0.0006838536
mirna.prom::chr9:139560443-139560455_1::NA::NA	1
mirna.prom::chr5:180479839-180480048_1::NA::NA	0.66891186
mirna.prom::chr16:57836145-57836161_1::NA::NA	1
mirna.prom::chrX:53231955-53231983_1::NA::NA	1
mirna.prom::chr11:569218-576039_2::NA::NA	0.78923921
mirna.prom::chrX:137794027-137794059_1::NA::NA	1
mirna.prom::chr1:60228742-60232414_2::NA::NA	0.8469801
mirna.prom::chr1:226111700-226111737_1::NA::NA	1
mirna.prom::chrX:55516056-55516277_1::NA::NA	0.5462203684
mirna.prom::chr8:96127695-96128095_2::NA::NA	0.898456742
mirna.prom::chr6:57227555-57227955_1::NA::NA	1
mirna.prom::chr6:44402423-44402823_1::NA::NA	0.513662
mirna.prom::chr9:139417841-139418162_1::NA::NA	0.624126
mirna.prom::chr17:64781582-64781982_1::NA::NA	0.62604759
mirna.prom::chr6:27106818-27106875_1::NA::NA	0.4257163
mirna.prom::chr7:2295434-2307138_5::NA::NA	0.6373233
mirna.prom::chr14:102030484-102050574_3::NA::NA	0.98948675
mirna.prom::chr12:110270960-110271006_1::NA::NA	1
mirna.prom::chr11:65398081-65402196_3::NA::NA	0.8773232
mirna.prom::chr12:69677809-69678176_1::NA::NA	0.57985102
mirna.prom::chr19:54224289-54224689_2::NA::NA	0.96613985
mirna.prom::chr15:37284259-37308542_7::NA::NA	0.42761881
mirna.prom::chr4:99917024-99917044_1::NA::NA	1
mirna.prom::chr15:20988412-21022515_2::NA::NA	0.4632998
mirna.prom::chr1:150521682-150521683_1::NA::NA	1
mirna.prom::chr12:57902300-57902700_1::NA::NA	0.2328958
mirna.prom::chr17:1963017-1963132_1::NA::NA	0.130465795
mirna.prom::chr9:68417018-68417418_1::NA::NA	0.58056039
mirna.prom::chr17:73494092-73494492_2::NA::NA	0.1429913
mirna.prom::chr7:127807686-127841568_2::NA::NA	0.7439962
mirna.prom::chr9:94357505-94390432_2::NA::NA	0.9594989
mirna.prom::chr12:62653645-62653751_1::NA::NA	1
mirna.prom::chr1:26872542-26872556_1::NA::NA	1
mirna.prom::chr16:2140840-2143805_2::NA::NA	1
mirna.prom::chr8:10488964-10489364_1::NA::NA	0.6944646606
mirna.prom::chr17:6558010-6558410_2::NA::NA	0.976508636
mirna.prom::chr1:110131004-110132039_2::NA::NA	0.085291342
mirna.prom::chr9:21559668-21559956_1::NA::NA	0.5074353
mirna.prom::chr1:1093039-1093439_1::NA::NA	0.86832655
mirna.prom::chr9:68411019-68413481_2::NA::NA	0.422673502
mirna.prom::chr22:49127847-49141900_2::NA::NA	0.83838022
mirna.prom::chr1:209800944-209801311_1::NA::NA	0.664591022
mirna.prom::chr10:100227546-100227946_1::NA::NA	0.688695133
mirna.prom::chr19:54196036-54196436_1::NA::NA	0.57615471
mirna.prom::chr19:4909961-4931311_4::NA::NA	0.8511078
mirna.prom::chr1:147806889-147806988_1::NA::NA	1
mirna.prom::chr9:112296612-112296944_1::NA::NA	0.74936304
mirna.prom::chr5:167996023-167998282_2::NA::NA	0.82700235
mirna.prom::chr9:97847429-97847829_3::NA::NA	0.08460791
mirna.prom::chr15:89147834-89148088_1::NA::NA	0.2063082668
mirna.prom::chr13:50655935-50655952_1::NA::NA	1
mirna.prom::chr11:57405770-57407233_3::NA::NA	1
mirna.prom::chr17:6923368-6927381_2::NA::NA	0.7181786253
mirna.prom::chr5:32403736-32404004_1::NA::NA	0.08773184
mirna.prom::chr4:160051935-160052335_1::NA::NA	0.91916476
mirna.prom::chr6:31591692-31591961_1::NA::NA	0.59634887
mirna.prom::chr1:23191711-23191893_1::NA::NA	1
mirna.prom::chr2:80101474-80101598_1::NA::NA	1
mirna.prom::chr12:100535682-100536082_1::NA::NA	0.750829841
mirna.prom::chr16:4714782-4715017_1::NA::NA	0.9345781
mirna.prom::chr10:43447036-43447436_2::NA::NA	0.84909816
mirna.prom::chr3:15782978-15784424_2::NA::NA	0.603254338
mirna.prom::chr15:102501637-102501975_2::NA::NA	1
mirna.prom::chr17:1954556-1958620_2::NA::NA	1
mirna.prom::chr3:79551315-79551715_1::NA::NA	0.01736807
mirna.prom::chr3:128968648-128968673_1::NA::NA	0.15653295
mirna.prom::chr1:41220295-41224674_2::NA::NA	0.61966892
mirna.prom::chr10:126751936-126752336_1::NA::NA	0.99751278
mirna.prom::chr17:43568310-43568317_1::NA::NA	1
mirna.prom::chr10:115933753-115933761_1::NA::NA	1
mirna.prom::chr18:10773336-10773736_2::NA::NA	1
mirna.prom::chr17:56415276-56415676_1::NA::NA	0.93780362
mirna.prom::chrX:69233498-69238698_2::NA::NA	0.56229258
mirna.prom::chr19:12985765-13030368_2::NA::NA	0.97908481
mirna.prom::chr10:106004592-106015268_2::NA::NA	0.798004303
mirna.prom::chr1:159869726-159869753_1::NA::NA	1
mirna.prom::chrX:53224670-53224973_1::NA::NA	1
mirna.prom::chr3:35747941-35748341_1::NA::NA	0.560248786
mirna.prom::chr11:62569203-62609034_4::NA::NA	0.003548587
mirna.prom::chrX:11369856-11370051_1::NA::NA	1
mirna.prom::chr4:87510689-87511089_1::NA::NA	0.78097995
mirna.prom::chrX:45629677-45629856_1::NA::NA	1
mirna.prom::chr1:3028338-3039290_3::NA::NA	0.98472434
mirna.prom::chr5:159866262-159895120_2::NA::NA	0.3147695594
mirna.prom::chr11:133788546-133789630_2::NA::NA	0.74423507
mirna.prom::chr6:45168937-45169337_1::NA::NA	0.680948311
mirna.prom::chr15:52587757-52587766_1::NA::NA	1
mirna.prom::chr16:88782911-88818393_7::NA::NA	1
mirna.prom::chr1:1249017-1249105_1::NA::NA	1
mirna.prom::chr5:89317231-89317631_1::NA::NA	0.674723768
mirna.prom::chr17:65420661-65421061_1::NA::NA	1
mirna.prom::chr1:233750278-233750344_1::NA::NA	1
mirna.prom::chr8:81109863-81111526_2::NA::NA	0.89906634
mirna.prom::chr9:140726514-140730963_2::NA::NA	0.17530517
mirna.prom::chr13:110951177-110951577_1::NA::NA	0.72961948
mirna.prom::chr1:33815686-33815706_1::NA::NA	1
mirna.prom::chr15:51559503-51570796_2::NA::NA	0.23202066
mirna.prom::chr4:148275509-148275909_1::NA::NA	0.38816116
mirna.prom::chr21:17909428-17909828_2::NA::NA	0.854282061
mirna.prom::chr12:54424607-54424881_1::NA::NA	1
mirna.prom::chr17:42288570-42288639_1::NA::NA	1
mirna.prom::chr19:10823549-10823593_1::NA::NA	1
mirna.prom::chr11:48092532-48092932_1::NA::NA	0.5761002
mirna.prom::chr19:10340547-10340947_1::NA::NA	0.677442583
mirna.prom::chr2:128181194-128181515_1::NA::NA	1
mirna.prom::chr10:30687792-30692125_2::NA::NA	0.39709993
mirna.prom::chr8:124253214-124268594_2::NA::NA	0.34663758
mirna.prom::chr19:42639069-42681636_2::NA::NA	0.61581612
mirna.prom::chr6:33638359-33641945_3::NA::NA	0.24262533
mirna.prom::chr1:43831790-43831932_1::NA::NA	1
mirna.prom::chr18:47013190-47013401_1::NA::NA	1
mirna.prom::chr20:55904437-55904601_1::NA::NA	0.808762222
mirna.prom::chr12:94943312-94943598_1::NA::NA	0.6154577
mirna.prom::chr14:104583357-104583741_1::NA::NA	0.959364417
mirna.prom::chr19:15530152-15560219_3::NA::NA	0.80790915
mirna.prom::chr5:128430229-128430243_1::NA::NA	1
mirna.prom::chr11:2019105-2019234_1::NA::NA	0.9723796
mirna.prom::chr7:1068175-1068205_1::NA::NA	1
mirna.prom::chr20:59019795-59020195_1::NA::NA	0.9719034
mirna.prom::chr2:79888807-79891894_2::NA::NA	0.76315134
mirna.prom::chr8:65285669-65289637_2::NA::NA	0.92828935
mirna.prom::chr10:97849995-97850168_1::NA::NA	1
mirna.prom::chr4:77485578-77485978_1::NA::NA	0.5403381
mirna.prom::chr11:128391601-128391801_1::NA::NA	0.878185453
mirna.prom::chr9:97523021-97564968_2::NA::NA	1
mirna.prom::chr14:60132633-60133033_1::NA::NA	0.49699716
mirna.prom::chr4:113569775-113570046_2::NA::NA	0.2206315
mirna.prom::chr11:61659206-61687948_2::NA::NA	1
mirna.prom::chr3:120734619-120735019_1::NA::NA	0.174736015
mirna.prom::chr4:53578433-53578833_2::NA::NA	0.558287286
mirna.prom::chr6:1395832-1396065_1::NA::NA	0.721023108
mirna.prom::chr16:87873077-87903548_3::NA::NA	0.6779427375
mirna.prom::chr9:97807431-97818551_3::NA::NA	0.95391656
mirna.prom::chr16:21531765-21532014_1::NA::NA	0.528126099
mirna.prom::chr8:145115784-145115799_1::NA::NA	1
mirna.prom::chr15:99279533-99279933_1::NA::NA	0.731822505
mirna.prom::chr1:156391601-156399416_2::NA::NA	1
mirna.prom::chrX:133683465-133683865_1::NA::NA	0.89087896
mirna.prom::chr8:25174886-25175127_1::NA::NA	0.87353538
mirna.prom::chr15:44092996-44118960_3::NA::NA	0.6528029002
mirna.prom::chr14:23862286-23904727_4::NA::NA	0.89572761
mirna.prom::chr1:25255397-25256715_2::NA::NA	1
mirna.prom::chr10:121690618-121693026_4::NA::NA	0.1374232861
mirna.prom::chr15:50646984-50647121_1::NA::NA	1
mirna.prom::chr12:49089760-49090011_2::NA::NA	1
mirna.prom::chr9:92800975-92801375_1::NA::NA	0.669920175
mirna.prom::chr1:5931381-5972011_4::NA::NA	0.759401229
mirna.prom::chr9:135820718-135820731_1::NA::NA	1
mirna.prom::chr11:70124282-70125503_2::NA::NA	0.6636856301
mirna.prom::chr22:19929533-19929551_1::NA::NA	1
mirna.prom::chr1:10017351-10017751_1::NA::NA	0.3708771552
mirna.prom::chr3:55893497-55893897_1::NA::NA	0.718120622
mirna.prom::chr22:21398644-21424069_2::NA::NA	0.668465098
mirna.prom::chr17:2597590-2598661_2::NA::NA	1
mirna.prom::chr8:10709294-10731753_2::NA::NA	0.774438127
mirna.prom::chr8:145659323-145664004_4::NA::NA	1
mirna.prom::chr14:77702579-77702946_1::NA::NA	0.6796881
mirna.prom::chr5:133512085-133512210_1::NA::NA	1
mirna.prom::chr17:15164098-15164319_1::NA::NA	1
mirna.prom::chr4:20482274-20520919_4::NA::NA	0.90930901
mirna.prom::chr15:41952809-41952832_1::NA::NA	1
mirna.prom::chr13:91999751-92000073_1::NA::NA	0.003594909
mirna.prom::chr17:77707040-77722009_2::NA::NA	0.5900952
mirna.prom::chr14:24620885-24621272_2::NA::NA	1
