id	raw_p
mirna.prom::chr15:102501637-102501975_2::NA::NA	1
mirna.prom::chr12:48478641-48478832_1::NA::NA	0.1266788
mirna.prom::chr15:44092996-44118960_3::NA::NA	0.80598706
mirna.prom::chr5:154173329-154173569_2::NA::NA	1
mirna.prom::chr19:8455569-8455751_1::NA::NA	0.58200356
mirna.prom::chr11:1929359-1929759_1::NA::NA	0.85337941
mirna.prom::chr17:28444389-28444659_2::NA::NA	1
mirna.prom::chr12:13044604-13044707_1::NA::NA	1
mirna.prom::chr22:41698599-41698826_1::NA::NA	0.60909917
mirna.prom::chr19:51755603-51756003_1::NA::NA	0.32799723
mirna.prom::chr17:38275654-38317985_2::NA::NA	0.6924877
mirna.prom::chr2:33634724-33634756_1::NA::NA	1
mirna.prom::chr1:10291-10691_1::NA::NA	8.266304e-11
mirna.prom::chr1:37940352-37940396_1::NA::NA	0.12133201
mirna.prom::chr12:53440952-53448561_3::NA::NA	1
mirna.prom::chr17:11984988-11985388_2::NA::NA	0.371207416
mirna.prom::chr17:66453820-66453824_1::NA::NA	1
mirna.prom::chr15:37284259-37308542_7::NA::NA	0.49663298
mirna.prom::chr19:54484959-54485313_1::NA::NA	0.19072988
mirna.prom::chr11:62569203-62609034_4::NA::NA	0.008494358
mirna.prom::chr9:111852518-111852918_1::NA::NA	0.512089531
mirna.prom::chr6:36627847-36628247_1::NA::NA	0.755287813
mirna.prom::chr22:49127847-49141900_2::NA::NA	0.957307971
mirna.prom::chr16:88782911-88818393_7::NA::NA	1
mirna.prom::chr3:32568420-32568445_1::NA::NA	1
mirna.prom::chr11:2019105-2019234_1::NA::NA	0.921995003
mirna.prom::chr13:113909445-113909684_1::NA::NA	1
mirna.prom::chr1:8936230-8938549_2::NA::NA	0.362183778
mirna.prom::chr2:80101474-80101598_1::NA::NA	1
mirna.prom::chr4:53578433-53578833_2::NA::NA	1
mirna.prom::chr11:46781978-46782000_1::NA::NA	1
mirna.prom::chr15:51559503-51570796_2::NA::NA	0.46249973
mirna.prom::chr11:79151992-79152041_1::NA::NA	1
mirna.prom::chr1:206647820-206648145_1::NA::NA	1
mirna.prom::chr10:106004592-106015268_2::NA::NA	0.544840624
mirna.prom::chrX:11369856-11370051_1::NA::NA	1
mirna.prom::chr9:130639762-130639822_1::NA::NA	1
mirna.prom::chr8:9761720-9763475_2::NA::NA	0.58170845
mirna.prom::chr15:41952809-41952832_1::NA::NA	1
mirna.prom::chr17:6571874-6572274_1::NA::NA	0.45210088
mirna.prom::chr11:19798477-19798812_1::NA::NA	0.609445721
mirna.prom::chr17:15164098-15164319_1::NA::NA	1
mirna.prom::chr2:19547671-19548071_1::NA::NA	0.73762116
mirna.prom::chr16:30904088-30904385_2::NA::NA	1
mirna.prom::chr2:114341150-114361515_4::NA::NA	0.0001736067
mirna.prom::chr12:97856656-97858785_2::NA::NA	1
mirna.prom::chr3:15901478-15901674_1::NA::NA	1
mirna.prom::chr10:88043276-88043676_1::NA::NA	1
mirna.prom::chr11:64781863-64781877_1::NA::NA	1
mirna.prom::chr13:97067381-97067781_1::NA::NA	0.33534568
mirna.prom::chr21:42539138-42539326_1::NA::NA	1
mirna.prom::chr15:66016165-66025391_7::NA::NA	0.59163349
mirna.prom::chr6:44225045-44225065_1::NA::NA	1
mirna.prom::chr16:81635556-81635956_1::NA::NA	1
mirna.prom::chr20:62715156-62715164_1::NA::NA	1
mirna.prom::chr17:1963017-1963132_1::NA::NA	0.101728154
mirna.prom::chr11:70732283-70732373_1::NA::NA	0.44873573
mirna.prom::chr10:98592238-98593465_3::NA::NA	0.39914119
mirna.prom::chr12:110270960-110271006_1::NA::NA	1
mirna.prom::chr6:33860776-33861176_2::NA::NA	0.78271707
mirna.prom::chr4:87510689-87511089_1::NA::NA	1
mirna.prom::chr6:170593137-170616072_4::NA::NA	0.06935688
mirna.prom::chr6:33256864-33256872_1::NA::NA	1
mirna.prom::chr10:112708221-112734857_2::NA::NA	0.7186990901
mirna.prom::chr20:62541012-62550737_2::NA::NA	0.22438537
mirna.prom::chr18:47013190-47013401_1::NA::NA	1
mirna.prom::chr4:77485578-77485978_1::NA::NA	0.773979641
mirna.prom::chr5:179448265-179472125_2::NA::NA	9.797482e-05
mirna.prom::chr7:130598153-130598553_1::NA::NA	0.93175365
mirna.prom::chr13:102738485-102738885_1::NA::NA	0.765583
mirna.prom::chr6:166944821-166948256_2::NA::NA	0.02391661
mirna.prom::chrX:117477912-117514228_2::NA::NA	0.51932902
mirna.prom::chr9:135894617-135894815_1::NA::NA	0.114865309
mirna.prom::chr8:81109863-81111526_2::NA::NA	1
mirna.prom::chr17:74735606-74740806_2::NA::NA	0.9475308
mirna.prom::chr8:96127695-96128095_2::NA::NA	0.83281543
mirna.prom::chr8:2019694-2024668_2::NA::NA	0.651345927
mirna.prom::chr9:35718436-35719491_2::NA::NA	0.66190405
mirna.prom::chr11:43596658-43602886_4::NA::NA	0.96614043
mirna.prom::chr19:46476516-46498948_2::NA::NA	1
mirna.prom::chr8:22103133-22105838_3::NA::NA	0.814512843
mirna.prom::chr8:27288995-27289128_1::NA::NA	1
mirna.prom::chr17:73494092-73494492_2::NA::NA	0.455323356
mirna.prom::chr11:61659206-61687948_2::NA::NA	1
mirna.prom::chr19:55757955-55758238_1::NA::NA	1
mirna.prom::chr21:46889741-46898179_2::NA::NA	0.70664137
mirna.prom::chr19:54196036-54196436_1::NA::NA	0.45997853
mirna.prom::chr12:113599295-113601325_3::NA::NA	0.07589093
mirna.prom::chr3:20176329-20176729_1::NA::NA	0.691739
mirna.prom::chr1:1093039-1093439_1::NA::NA	0.627068546
mirna.prom::chr5:172068468-172068474_1::NA::NA	1
mirna.prom::chr17:75084607-75084630_1::NA::NA	1
mirna.prom::chr8:145626231-145626550_2::NA::NA	0.44475437
mirna.prom::chr20:32589794-32612083_2::NA::NA	0.074310471
mirna.prom::chr12:57914070-57921906_4::NA::NA	0.34371313
mirna.prom::chr2:89064852-89092080_3::NA::NA	0.63445401
mirna.prom::chr3:71592908-71632704_3::NA::NA	1
mirna.prom::chr10:35379053-35379092_1::NA::NA	1
mirna.prom::chr3:195613245-195613645_1::NA::NA	0.44062376
mirna.prom::chrX:73401813-73402140_1::NA::NA	1
mirna.prom::chrX:133680463-133680863_2::NA::NA	0.01762028
mirna.prom::chr5:38597080-38601912_2::NA::NA	0.88709863
mirna.prom::chr3:75639800-75658951_2::NA::NA	1
mirna.prom::chr17:8081750-8082150_1::NA::NA	1
mirna.prom::chr9:96314131-96329205_2::NA::NA	0.02298532
mirna.prom::chr1:237628510-237628910_1::NA::NA	0.644920442
mirna.prom::chr11:79114056-79114456_1::NA::NA	0.8776048
mirna.prom::chr8:10488964-10489364_1::NA::NA	0.8604769
mirna.prom::chrX:153677961-153678008_1::NA::NA	1
mirna.prom::chr2:219157024-219188393_2::NA::NA	0.3785508
mirna.prom::chr17:62833272-62833670_1::NA::NA	1
mirna.prom::chr11:64668141-64668349_1::NA::NA	0.684580355
mirna.prom::chr6:157100766-157101056_2::NA::NA	0.8389529
mirna.prom::chr1:1277556-1277736_1::NA::NA	1
mirna.prom::chr14:101491248-101491648_2::NA::NA	0.4632988
mirna.prom::chr1:153699791-153700191_1::NA::NA	0.30271595
mirna.prom::chr20:33584990-33587746_4::NA::NA	0.510736054
mirna.prom::chr15:66796977-66796983_1::NA::NA	1
mirna.prom::chr17:79427437-79448831_4::NA::NA	0.95850482
mirna.prom::chrX:53588905-53590441_2::NA::NA	1
mirna.prom::chr14:100773070-100773249_1::NA::NA	0.62278684
mirna.prom::chr12:104324348-104324385_1::NA::NA	1
mirna.prom::chrX:16690580-16690980_1::NA::NA	0.197842708
mirna.prom::chr3:124449498-124449516_1::NA::NA	1
mirna.prom::chr1:12251408-12251769_1::NA::NA	0.98186032
mirna.prom::chr11:47377117-47422088_2::NA::NA	0.841903632
mirna.prom::chr6:35639405-35639805_1::NA::NA	1
mirna.prom::chr10:65132834-65133234_1::NA::NA	1
mirna.prom::chr17:73400738-73400915_1::NA::NA	1
mirna.prom::chr16:14395914-14396144_1::NA::NA	0.74035548
mirna.prom::chr1:55680986-55688051_2::NA::NA	0.757429754
mirna.prom::chr2:161264600-161264618_1::NA::NA	1
mirna.prom::chr1:44966702-44967102_1::NA::NA	0.40468787
mirna.prom::chr19:12888430-12895152_3::NA::NA	0.53989612
mirna.prom::chr13:110951177-110951577_1::NA::NA	1
mirna.prom::chr19:10340547-10340947_1::NA::NA	1
mirna.prom::chr1:41220295-41220695_1::NA::NA	1
mirna.prom::chr5:159900754-159901154_1::NA::NA	0.570301732
mirna.prom::chr5:128430229-128430243_1::NA::NA	1
mirna.prom::chr1:243507361-243508836_3::NA::NA	0.5162932543
mirna.prom::chr1:10017351-10017751_1::NA::NA	0.796219655
mirna.prom::chr2:86038231-86038631_1::NA::NA	0.56276254
mirna.prom::chr7:157369006-157406213_3::NA::NA	0.989348908
mirna.prom::chr12:95656203-95680998_4::NA::NA	0.41105298
mirna.prom::chr9:101018115-101018131_1::NA::NA	1
mirna.prom::chr9:86585754-86594695_2::NA::NA	0.97506201
mirna.prom::chr17:1619319-1619417_1::NA::NA	1
mirna.prom::chr7:158380680-158380945_1::NA::NA	1
mirna.prom::chr16:15150121-15150124_1::NA::NA	1
mirna.prom::chr6:138787858-138788258_1::NA::NA	0.716140411
mirna.prom::chr9:127420524-127447137_2::NA::NA	0.912227256
mirna.prom::chr1:212206910-212209322_2::NA::NA	0.814011752
mirna.prom::chr15:89147834-89148088_1::NA::NA	0.331057468
mirna.prom::chr18:46605986-46621051_2::NA::NA	1
mirna.prom::chr10:100227546-100227946_1::NA::NA	0.978969122
mirna.prom::chr11:71159681-71172468_3::NA::NA	0.284799962
mirna.prom::chr10:135067089-135067489_1::NA::NA	0.355191531
mirna.prom::chr20:55904437-55904601_1::NA::NA	0.99409624
mirna.prom::chr3:197402087-197422730_5::NA::NA	0.912142691
mirna.prom::chr1:113044974-113047109_2::NA::NA	0.58674579
mirna.prom::chr19:6738588-6750282_8::NA::NA	1
mirna.prom::chr2:189839300-189844168_2::NA::NA	0.729122812
mirna.prom::chr12:98391973-98392373_1::NA::NA	0.409572197
mirna.prom::chr1:151512984-151512991_1::NA::NA	1
mirna.prom::chr16:2140840-2143805_2::NA::NA	1
mirna.prom::chr1:25255397-25256715_2::NA::NA	1
mirna.prom::chr11:18386300-18386455_1::NA::NA	0.55323452
mirna.prom::chr8:10709294-10731753_2::NA::NA	0.817007472
mirna.prom::chr19:54291423-54291651_1::NA::NA	0.722663798
mirna.prom::chr20:37141910-37142310_1::NA::NA	1
mirna.prom::chr12:57902300-57902700_1::NA::NA	0.840183682
mirna.prom::chr2:47594643-47595043_1::NA::NA	0.48271288
mirna.prom::chr3:170848626-170849026_1::NA::NA	0.584196402
mirna.prom::chr3:15782978-15784424_2::NA::NA	0.66381113
mirna.prom::chr4:1985873-1988548_2::NA::NA	0.60721525
mirna.prom::chr17:927253-927653_1::NA::NA	0.6957737
mirna.prom::chr7:102074222-102085147_4::NA::NA	0.35289765
mirna.prom::chr5:100185112-100185512_1::NA::NA	0.572168854
mirna.prom::chr8:65285669-65289637_2::NA::NA	0.72994568
mirna.prom::chr9:131012814-131012983_1::NA::NA	0.76971477
mirna.prom::chr10:91352601-91352947_1::NA::NA	0.839976915
mirna.prom::chr6:43392911-43395510_2::NA::NA	0.773161864
mirna.prom::chrX:28544205-28544605_1::NA::NA	0.586952401
mirna.prom::chr9:139417841-139418162_1::NA::NA	0.845131893
mirna.prom::chr13:78272768-78272815_1::NA::NA	1
mirna.prom::chr17:2652745-2658915_2::NA::NA	1
mirna.prom::chr5:168694693-168695093_1::NA::NA	0.69615465
mirna.prom::chr17:42288570-42288639_1::NA::NA	1
mirna.prom::chrX:55516056-55516277_1::NA::NA	0.44267542
mirna.prom::chr22:26985851-26985889_1::NA::NA	1
mirna.prom::chr15:55666102-55666502_2::NA::NA	1
mirna.prom::chr11:67250734-67250818_1::NA::NA	0.057973567
mirna.prom::chr15:31372636-31373036_1::NA::NA	1
mirna.prom::chr1:63793665-63793696_1::NA::NA	1
mirna.prom::chr8:1745730-1746130_1::NA::NA	0.89325704
mirna.prom::chr9:92800975-92801375_1::NA::NA	1
mirna.prom::chr10:135186644-135186743_1::NA::NA	0.40487446
mirna.prom::chr17:46710818-46716930_4::NA::NA	0.93427025
mirna.prom::chr7:158362873-158363273_1::NA::NA	0.7519033
mirna.prom::chr5:153722582-153722982_1::NA::NA	0.8880752
mirna.prom::chr10:29940594-29940994_1::NA::NA	0.556184
mirna.prom::chr17:36955277-36955512_1::NA::NA	0.1469469
mirna.prom::chr8:143250038-143250438_1::NA::NA	0.222653425
mirna.prom::chr22:20255554-20286812_2::NA::NA	0.55370653
mirna.prom::chr3:128968648-128968673_1::NA::NA	0.1371424
mirna.prom::chr9:97847429-97847829_3::NA::NA	0.05883201
mirna.prom::chr16:50280247-50307863_2::NA::NA	1
mirna.prom::chr14:101292264-101292620_2::NA::NA	0.05434401
mirna.prom::chr17:38183402-38188289_2::NA::NA	0.5454546
mirna.prom::chr12:65003829-65004092_1::NA::NA	0.62064
mirna.prom::chr15:86338461-86338534_1::NA::NA	1
mirna.prom::chr19:50037658-50037870_1::NA::NA	0.5979170122
mirna.prom::chr5:1729055-1746907_2::NA::NA	0.697387006
mirna.prom::chr17:79111255-79111655_1::NA::NA	0.9980350509
mirna.prom::chr10:103326294-103356036_3::NA::NA	0.621394639
mirna.prom::chr9:140726514-140730963_2::NA::NA	0.15878249
mirna.prom::chr12:121154373-121157570_4::NA::NA	0.7607274
mirna.prom::chr2:180726432-180726490_1::NA::NA	0.09494491
mirna.prom::chr11:118502345-118505914_4::NA::NA	0.73620372
mirna.prom::chr8:145659323-145664004_4::NA::NA	1
mirna.prom::chr19:15297321-15297682_1::NA::NA	0.79625164
mirna.prom::chr2:25564954-25599935_2::NA::NA	0.796899726
mirna.prom::chr2:134877300-134877552_1::NA::NA	0.66206319
mirna.prom::chr18:56113304-56113704_2::NA::NA	0.699636871
mirna.prom::chr5:92956998-92957398_1::NA::NA	0.65512109
mirna.prom::chr20:33052242-33052642_1::NA::NA	0.2842968
mirna.prom::chr17:79093035-79096653_3::NA::NA	0.56405262
mirna.prom::chr14:101371211-101371611_1::NA::NA	1
mirna.prom::chr21:17918629-17961474_3::NA::NA	0.75248229
mirna.prom::chr17:17726712-17726732_1::NA::NA	1
mirna.prom::chr18:13453498-13453898_1::NA::NA	0.9292698
mirna.prom::chr11:118773637-118780421_3::NA::NA	0.94885
mirna.prom::chr9:112296612-112296944_1::NA::NA	0.63394613
mirna.prom::chr15:36208719-36209119_1::NA::NA	0.91251307
mirna.prom::chrX:65235830-65240308_3::NA::NA	0.5324068
mirna.prom::chr1:159869726-159869753_1::NA::NA	1
mirna.prom::chr2:110873212-110873258_1::NA::NA	0.2881724
mirna.prom::chr2:176032677-176032697_1::NA::NA	1
mirna.prom::chr18:42577818-42578218_1::NA::NA	1
mirna.prom::chr7:4830524-4830698_1::NA::NA	0.6390411
mirna.prom::chr7:126731747-126732147_1::NA::NA	0.56264492
mirna.prom::chr15:69106806-69118201_3::NA::NA	0.87770099
mirna.prom::chr22:45613192-45636963_3::NA::NA	0.55956967
mirna.prom::chr5:170814319-170848229_3::NA::NA	0.94796138
mirna.prom::chr2:177004992-177011320_2::NA::NA	0.49050887
mirna.prom::chr5:180479839-180480048_1::NA::NA	0.8139786
mirna.prom::chr14:27340146-27342128_2::NA::NA	0.71374229
mirna.prom::chr5:159866262-159895120_2::NA::NA	0.7998767
mirna.prom::chr10:53021399-53021799_1::NA::NA	0.87673552
mirna.prom::chr3:25706598-25706632_1::NA::NA	1
mirna.prom::chr1:168338101-168338291_1::NA::NA	0.2462622
mirna.prom::chr5:167996023-167996343_1::NA::NA	1
mirna.prom::chr17:6558010-6558410_2::NA::NA	0.917231856
mirna.prom::chr16:2182927-2183327_2::NA::NA	1
mirna.prom::chr5:167996023-167998282_2::NA::NA	0.7037389
mirna.prom::chr10:126751936-126752336_1::NA::NA	0.74072889
mirna.prom::chr19:52715237-52717966_4::NA::NA	0.73523273
mirna.prom::chr16:4714782-4715017_1::NA::NA	0.7866152
mirna.prom::chr19:10906881-10911540_3::NA::NA	0.698657
mirna.prom::chr1:26872542-26872556_1::NA::NA	1
mirna.prom::chr15:75135287-75135334_1::NA::NA	1
mirna.prom::chr19:55894978-55895083_1::NA::NA	1
mirna.prom::chr10:121690618-121693026_4::NA::NA	0.03773383
mirna.prom::chr17:16149013-16184993_3::NA::NA	0.73181761
mirna.prom::chr9:91926312-91926325_1::NA::NA	1
mirna.prom::chr7:97601411-97601811_2::NA::NA	1
mirna.prom::chr14:104602369-104604365_2::NA::NA	0.8325295
mirna.prom::chr17:57409262-57409266_1::NA::NA	1
mirna.prom::chr10:103377576-103410352_5::NA::NA	0.6278082954
mirna.prom::chr5:53248135-53248535_1::NA::NA	0.5895013
mirna.prom::chr3:99691200-99691600_1::NA::NA	1
mirna.prom::chrX:113934795-113935195_1::NA::NA	0.9035281
mirna.prom::chr1:6500637-6531811_4::NA::NA	0.7345762
mirna.prom::chr3:52311733-52312866_2::NA::NA	0.6513177
mirna.prom::chr5:54828066-54828466_1::NA::NA	0.02467297
mirna.prom::chr9:4839976-4840011_1::NA::NA	0.1042655644
mirna.prom::chr8:96037495-96037504_1::NA::NA	1
mirna.prom::chr7:95850461-95850861_1::NA::NA	1
mirna.prom::chr14:28142075-28142475_2::NA::NA	0.52962453
mirna.prom::chr15:42174363-42174460_1::NA::NA	1
mirna.prom::chr2:133015042-133015095_1::NA::NA	0.276707603
mirna.prom::chr10:6205885-6243745_3::NA::NA	0.4418445
mirna.prom::chr22:22006302-22006678_2::NA::NA	0.8176843
mirna.prom::chr17:46710818-46716930_3::NA::NA	0.820968123
mirna.prom::chrX:153991365-153991381_1::NA::NA	1
mirna.prom::chrX:112065319-112065476_1::NA::NA	0.21491521
mirna.prom::chr12:128707727-128708127_1::NA::NA	0.9432791049
mirna.prom::chr3:114469212-114469330_1::NA::NA	0.55455095
mirna.prom::chr11:569218-576039_2::NA::NA	0.867066716
mirna.prom::chr3:184973223-184973623_1::NA::NA	0.425519497
mirna.prom::chr6:90995875-90996275_1::NA::NA	0.50252309
mirna.prom::chr12:9393141-9393252_1::NA::NA	1
mirna.prom::chr17:46804425-46828937_2::NA::NA	1
mirna.prom::chr8:10917048-10917448_1::NA::NA	0.5028571304
mirna.prom::chr1:33815686-33815706_1::NA::NA	1
mirna.prom::chr1:1249017-1249105_1::NA::NA	1
mirna.prom::chr11:74109891-74110281_1::NA::NA	0.5801810604
mirna.prom::chr18:159422-159822_1::NA::NA	0.3185359
mirna.prom::chr1:23191711-23191893_1::NA::NA	1
mirna.prom::chr6:27106818-27106875_1::NA::NA	1
mirna.prom::chr13:66583190-66583590_1::NA::NA	0.881129092
mirna.prom::chr12:128751646-128751747_1::NA::NA	1
mirna.prom::chr19:42639069-42681636_2::NA::NA	0.33945638
mirna.prom::chr19:12962855-12963073_2::NA::NA	0.2354493
mirna.prom::chr10:73533040-73537925_2::NA::NA	0.82343019
mirna.prom::chr3:49301316-49301716_1::NA::NA	0.05006152
mirna.prom::chr17:29813550-29813950_1::NA::NA	0.05762809
mirna.prom::chr15:99279533-99279933_1::NA::NA	0.755610383
mirna.prom::chr5:72143771-72143810_1::NA::NA	0.00972584
mirna.prom::chr7:32801399-32801695_1::NA::NA	0.9099156
mirna.prom::chr16:87873077-87903548_3::NA::NA	0.58491156
mirna.prom::chr17:56415276-56415676_1::NA::NA	0.8342681
mirna.prom::chr19:4400175-4402458_2::NA::NA	0.197425592
mirna.prom::chr15:76077937-76078323_1::NA::NA	1
mirna.prom::chr17:64781582-64781982_1::NA::NA	0.50960998
mirna.prom::chr22:31588190-31589286_2::NA::NA	0.83102752
mirna.prom::chr4:102205596-102205996_1::NA::NA	1
mirna.prom::chr7:114249148-114289210_2::NA::NA	0.9514964
mirna.prom::chrX:146305734-146306134_1::NA::NA	0.10035439
mirna.prom::chr14:23862286-23879070_3::NA::NA	0.52742661
mirna.prom::chr22:31103373-31103773_1::NA::NA	0.6723799
mirna.prom::chr3:49851136-49851158_1::NA::NA	1
mirna.prom::chr11:2187799-2188046_2::NA::NA	1
mirna.prom::chr8:8861332-8861563_1::NA::NA	0.67576566
mirna.prom::chr3:39170807-39170918_1::NA::NA	0.404991872
mirna.prom::chr17:1954556-1958620_2::NA::NA	1
mirna.prom::chr17:65420661-65421061_1::NA::NA	1
mirna.prom::chr14:104583357-104583741_1::NA::NA	0.46742118
mirna.prom::chr16:2205359-2232522_8::NA::NA	0.52561164
mirna.prom::chrX:53224670-53224973_1::NA::NA	1
mirna.prom::chr5:10431658-10467227_2::NA::NA	0.68297407
mirna.prom::chr3:48221666-48230417_8::NA::NA	0.9821666
mirna.prom::chr1:156391601-156399416_2::NA::NA	1
mirna.prom::chr17:40901014-40905931_2::NA::NA	0.60294287
mirna.prom::chr12:66430045-66431607_2::NA::NA	0.652200552
mirna.prom::chr12:121884658-121885539_2::NA::NA	0.80322646
mirna.prom::chr19:54190243-54190643_1::NA::NA	0.645091175
mirna.prom::chr1:224460589-224460989_1::NA::NA	0.54587739
mirna.prom::chr1:172113784-172114117_2::NA::NA	1
mirna.prom::chr19:10823549-10823593_1::NA::NA	1
mirna.prom::chr1:19213581-19239873_2::NA::NA	1
mirna.prom::chr13:91999751-92000073_1::NA::NA	0.002670019
mirna.prom::chrX:118787032-118787432_1::NA::NA	0.809659437
mirna.prom::chr1:147806889-147806988_1::NA::NA	1
mirna.prom::chr6:34205100-34205181_1::NA::NA	1
mirna.prom::chr22:42271734-42272525_2::NA::NA	1
mirna.prom::chr1:247373940-247374340_2::NA::NA	1
mirna.prom::chr2:238374311-238396119_3::NA::NA	0.718543072
mirna.prom::chr21:24401867-24402267_1::NA::NA	0.93904988
mirna.prom::chr14:102975852-102975859_1::NA::NA	1
mirna.prom::chr14:100610573-100625732_2::NA::NA	0.09474833
mirna.prom::chr1:71535283-71535556_1::NA::NA	1
mirna.prom::chr2:219925434-219925834_1::NA::NA	1
mirna.prom::chr5:53380147-53394870_3::NA::NA	0.24045963
mirna.prom::chrX:154140339-154140739_1::NA::NA	1
mirna.prom::chr16:15710048-15714916_4::NA::NA	0.2994848974
mirna.prom::chr12:49165856-49166256_2::NA::NA	1
mirna.prom::chrX:53231955-53231983_1::NA::NA	1
mirna.prom::chr4:183058237-183058637_1::NA::NA	0.67622981
mirna.prom::chr6:157924719-157925119_1::NA::NA	0.8634726752
mirna.prom::chr11:10530923-10530925_1::NA::NA	1
mirna.prom::chr15:81292957-81293094_1::NA::NA	1
mirna.prom::chr19:7680214-7680283_1::NA::NA	1
mirna.prom::chr1:198872777-198873177_1::NA::NA	0.4985095326
mirna.prom::chr1:98511014-98511316_1::NA::NA	0.977955606
mirna.prom::chr8:6575927-6578155_2::NA::NA	1
mirna.prom::chr3:120734619-120735019_1::NA::NA	0.99053586
mirna.prom::chr11:122030003-122051037_2::NA::NA	0.633001987
mirna.prom::chr15:22676365-22676765_1::NA::NA	1
mirna.prom::chr2:219263260-219263425_1::NA::NA	1
mirna.prom::chr16:2318613-2318623_1::NA::NA	1
mirna.prom::chr5:32403736-32404004_1::NA::NA	0.2120923
mirna.prom::chr4:126402899-126403226_1::NA::NA	0.4171491339
mirna.prom::chr2:109951848-109952248_1::NA::NA	0.992267256
mirna.prom::chr1:226111700-226111737_1::NA::NA	1
mirna.prom::chr8:135844340-135844740_1::NA::NA	0.8894851
mirna.prom::chr8:94006010-94006410_1::NA::NA	0.6018419928
mirna.prom::chr2:207630529-207630536_1::NA::NA	1
mirna.prom::chr14:101489597-101489997_2::NA::NA	0.6423631383
mirna.prom::chr1:17567656-17568056_1::NA::NA	1
mirna.prom::chr20:49195872-49201971_5::NA::NA	0.519758642
mirna.prom::chr19:58898241-58898378_1::NA::NA	1
mirna.prom::chr12:62653645-62653751_1::NA::NA	1
mirna.prom::chr7:25989754-25990154_1::NA::NA	0.7157223
mirna.prom::chr1:10285841-10286241_1::NA::NA	0.8810442609
mirna.prom::chr14:74187834-74189693_2::NA::NA	0.192297542
mirna.prom::chr14:24620885-24621272_2::NA::NA	1
