binID	length	nMut	nSample	BGMR	p.raw	q.raw	CADD	p.CADD	q.CADD	EIGEN_CODING	p.EIGEN_CODING	q.EIGEN_CODING	p.min	q.min
gc19_pc.cds::gencode::SESN2::ENSG00000130766.4	1443	2	2	7.209545548795174e-07	0.009762157041118073	0.7332626254975472	32.3	0.009590258521822912	1.0	7.6475990000000005	0.008362593878650846	1.0	0.008362593878650846	0.8515302114695774
gc19_pc.cds::gencode::CPEB1::ENSG00000214575.5	1900	1	1	2.526579732936409e-06	0.4917956078335226	0.7332626254975472	3.314	0.9985496444940036	1.0	0.2790707000000001	0.9999999626826014	1.0	0.9985496444940036	1.0
gc19_pc.cds::gencode::POF1B::ENSG00000124429.13	1794	1	1	2.677361496571305e-06	0.4919879984711423	0.7332626254975472	8.255	0.9275840644322855	1.0	NA	1.0	1.0	0.9275840644322855	1.0
gc19_pc.cds::gencode::KIAA1731::ENSG00000166004.10	7848	2	2	1.4944975469505118e-06	0.4922594913240939	0.7332626254975472	14.7105	0.8740611206427878	1.0	1.11098045	0.9996823990860592	1.0	0.8740611206427878	1.0
gc19_pc.cds::gencode::DYTN::ENSG00000232125.2	1737	1	1	2.76807831717915e-06	0.49234356817790803	0.7332626254975472	0.05	1.0	1.0	NA	1.0	1.0	1.0	1.0
gc19_pc.cds::gencode::MAN2B1::ENSG00000104774.8	3063	1	1	1.5713635401023086e-06	0.4926964481673183	0.7332626254975472	4.329	0.993372843618817	1.0	NA	1.0	1.0	0.993372843618817	1.0
gc19_pc.cds::gencode::UNC5C::ENSG00000182168.10	2865	1	1	1.6930505190511255e-06	0.4953719884328146	0.7349547869820153	14.65	0.7755086677597745	1.0	NA	1.0	1.0	0.7755086677597745	1.0
gc19_pc.cds::gencode::RBM10::ENSG00000182872.11	2788	1	1	1.7282414873029946e-06	0.4930719210979808	0.7332626254975472	9.326	0.9028170927235122	1.0	NA	1.0	1.0	0.9028170927235122	1.0
gc19_pc.cds::gencode::AEBP1::ENSG00000106624.4	3674	1	1	1.3114974591164089e-06	0.49307931134054717	0.7332626254975472	23.2	0.6082395311521265	1.0	1.711889	0.9391039128840408	1.0	0.6082395311521265	1.0
gc19_pc.cds::gencode::NOX4::ENSG00000086991.8	1947	1	1	2.4748913442538424e-06	0.4930917898325825	0.7332626254975472	0.494	1.0	1.0	1.377073	0.9691667025382824	1.0	0.9691667025382824	1.0
gc19_pc.cds::gencode::UNC13A::ENSG00000130477.10	5460	2	2	2.151671918077751e-06	0.4931206811095802	0.7332626254975472	32.0	0.4931206811095802	1.0	6.153608	0.565743845558566	1.0	0.4931206811095802	1.0
gc19_pc.cds::gencode::NXPE2::ENSG00000204361.7	1856	1	1	2.612705119090298e-06	0.4952718805675024	0.7349547869820153	25.7	0.5731590965089092	1.0	3.180529	0.7803943433223585	1.0	0.5731590965089092	1.0
gc19_pc.cds::gencode::RAP1GAP2::ENSG00000132359.9	2193	1	1	2.2120897201687365e-06	0.4954092908169492	0.7349547869820153	28.6	0.5348165109812766	1.0	9.018287	0.4142372461705255	1.0	0.4142372461705255	1.0
gc19_pc.cds::gencode::DCST2::ENSG00000163354.10	2372	1	1	2.0460530837537915e-06	0.4955604389321582	0.7349547869820153	9.135	0.909022361878694	1.0	NA	1.0	1.0	0.909022361878694	1.0
gc19_pc.cds::gencode::CYFIP1::ENSG00000068793.13	4173	1	1	1.1535555941566241e-06	0.4927465141260394	0.7332626254975472	12.48	0.8245448630679066	1.0	NA	1.0	1.0	0.8245448630679066	1.0
gc19_pc.cds::gencode::GBP6::ENSG00000183347.13	1902	1	1	2.522414452888516e-06	0.491589967289528	0.7332626254975472	21.9	0.6278452494701536	1.0	0.2649388	0.9999999848518736	1.0	0.6278452494701536	1.0
gc19_pc.cds::gencode::C1orf94::ENSG00000142698.10	1797	1	1	2.647080236033003e-06	0.48865467624746284	0.7332626254975472	7.365	0.9457506467314616	1.0	NA	1.0	1.0	0.9457506467314616	1.0
gc19_pc.cds::gencode::PHLDB1::ENSG00000019144.12	4344	1	1	1.103238530241815e-06	0.4912193943340383	0.7332626254975472	23.5	0.6015425575614078	1.0	2.066009	0.9003806328642431	1.0	0.6015425575614078	1.0
gc19_pc.cds::gencode::TAF4B::ENSG00000141384.7	2629	1	1	1.795292681545654e-06	0.48598140966267445	0.7332626254975472	9.181	0.9016835310771908	1.0	NA	1.0	1.0	0.9016835310771908	1.0
gc19_pc.cds::gencode::FLRT1::ENSG00000126500.3	2025	1	1	2.3319306284076014e-06	0.4861507112164646	0.7332626254975472	3.42	0.9980305574400961	1.0	0.5151657000000001	0.9998898823613498	1.0	0.9980305574400961	1.0
gc19_pc.cds::gencode::CLIP1::ENSG00000130779.15	4405	1	1	1.0732144325271977e-06	0.48653797612753835	0.7332626254975472	12.75	0.8123139136485625	1.0	NA	1.0	1.0	0.8123139136485625	1.0
gc19_pc.cds::gencode::TAS1R3::ENSG00000169962.4	2559	1	1	1.8496112644890936e-06	0.48694668125381513	0.7332626254975472	22.9	0.6064619290556474	1.0	NA	1.0	1.0	0.6064619290556474	1.0
gc19_pc.cds::gencode::PLA2G6::ENSG00000184381.14	2690	1	1	1.7599034033915984e-06	0.4870179113088441	0.7332626254975472	8.866	0.910118309371443	1.0	NA	1.0	1.0	0.910118309371443	1.0
gc19_pc.cds::gencode::C1orf112::ENSG00000000460.12	2761	1	1	1.7157196313294502e-06	0.48723208377060834	0.7332626254975472	22.5	0.6132388630794328	1.0	1.755637	0.9316275980638082	1.0	0.6132388630794328	1.0
gc19_pc.cds::gencode::NCF2::ENSG00000116701.10	1581	1	1	2.9982753752240253e-06	0.48746155026665605	0.7332626254975472	24.3	0.5852880163000878	1.0	4.340889	0.6623536237935874	1.0	0.5852880163000878	1.0
gc19_pc.cds::gencode::EXTL1::ENSG00000158008.5	2031	1	1	2.3361682209290567e-06	0.48778540508387724	0.7332626254975472	29.2	0.5196131160488375	1.0	5.748251	0.559877401468622	1.0	0.5196131160488375	1.0
gc19_pc.cds::gencode::OPA1::ENSG00000198836.4	3441	1	1	1.381547910722685e-06	0.4884455562696004	0.7332626254975472	31.0	0.4993879837637005	1.0	9.386495	0.3956266466622447	1.0	0.3956266466622447	1.0
gc19_pc.cds::gencode::SPATC1::ENSG00000186583.7	1750	1	1	2.7808983349872737e-06	0.4965080818372086	0.7349547869820153	0.001	1.0	1.0	0.004968134	1.0	1.0	1.0	1.0
gc19_pc.cds::gencode::GRIN2D::ENSG00000105464.3	2630	1	1	1.8102042557450228e-06	0.4889453011428666	0.7332626254975472	18.87	0.6796573549578029	1.0	NA	1.0	1.0	0.6796573549578029	1.0
gc19_pc.cds::gencode::ABCC6::ENSG00000091262.10	4560	3	2	2.557070482904441e-06	0.4891943340691513	0.7332626254975472	16.927	0.8164287093051281	1.0	8.941649	0.37196180269728074	1.0	0.37196180269728074	1.0
gc19_pc.cds::gencode::GOLGA4::ENSG00000144674.12	6882	2	2	1.6959384802871967e-06	0.48969599595446306	0.7332626254975472	33.15	0.4713737364307448	1.0	6.871656	0.5032582601076306	1.0	0.4713737364307448	1.0
gc19_pc.cds::gencode::CFHR4::ENSG00000134365.8	1780	1	1	2.6856882543156425e-06	0.49036217022103123	0.7332626254975472	23.8	0.5959807606243346	1.0	3.428964	0.749972032772213	1.0	0.5959807606243346	1.0
gc19_pc.cds::gencode::CD55::ENSG00000196352.9	1716	1	1	2.791132721142713e-06	0.49101271909783295	0.7332626254975472	23.0	0.6092132289583265	1.0	0.1814249	0.9999999999960214	1.0	0.6092132289583265	1.0
gc19_pc.cds::gencode::EPHA1::ENSG00000146904.4	2849	1	1	1.6838918694524049e-06	0.49157373987256214	0.7332626254975472	10.52	0.8722398709069182	1.0	0.4578794	0.9999700984664228	1.0	0.8722398709069182	1.0
gc19_pc.cds::gencode::ACSBG2::ENSG00000130377.9	2003	1	1	2.429984822419531e-06	0.4965568270943671	0.7349547869820153	22.5	0.6232032939604886	1.0	1.6766919999999998	0.9442172196611585	1.0	0.6232032939604886	1.0
gc19_pc.cds::gencode::SNX25::ENSG00000109762.11	2523	1	1	1.95408418170373e-06	0.5010016292396428	0.7367759045231035	23.2	0.616659372587929	1.0	3.3992160000000005	0.7635643970136289	1.0	0.616659372587929	1.0
gc19_pc.cds::gencode::TNRC18::ENSG00000182095.10	8397	2	2	1.4106060425880804e-06	0.4974198137978909	0.7349547869820153	23.450000000000003	0.6642892787652126	1.0	6.0586115	0.57858364281292	1.0	0.57858364281292	1.0
gc19_pc.cds::gencode::ATP13A2::ENSG00000159363.13	3778	1	1	1.3172939476807551e-06	0.5042682442287549	0.7372011410635106	16.71	0.7391500413933872	1.0	NA	1.0	1.0	0.7391500413933872	1.0
gc19_pc.cds::gencode::ALS2CL::ENSG00000178038.12	2861	1	1	1.7428841947514664e-06	0.5049427367357984	0.7377266933469991	19.53	0.6839970264355869	1.0	2.312178	0.8828426225072652	1.0	0.6839970264355869	1.0
gc19_pc.cds::gencode::KIAA1549L::ENSG00000110427.10	5643	2	2	2.131285424189473e-06	0.5054445468391421	0.7378751791976695	16.86	0.8312063809414422	1.0	2.107018	0.9771067368731464	1.0	0.8312063809414422	1.0
gc19_pc.cds::gencode::AFM::ENSG00000079557.3	1800	1	1	2.7763478004907617e-06	0.5057125507384683	0.7378751791976695	4.6389999999999985	0.9922546305340892	1.0	NA	1.0	1.0	0.9922546305340892	1.0
gc19_pc.cds::gencode::LTK::ENSG00000062524.11	2642	1	1	1.8930370576590035e-06	0.5059895549920825	0.7378751791976695	25.4	0.5887028868597524	1.0	5.806318	0.5753297836618476	1.0	0.5753297836618476	1.0
gc19_pc.cds::gencode::DNMT3B::ENSG00000088305.14	2598	1	1	1.9279886293792477e-06	0.5065124357752897	0.7381780489021335	13.78	0.8060350564891376	1.0	NA	1.0	1.0	0.8060350564891376	1.0
gc19_pc.cds::gencode::NUP160::ENSG00000030066.9	4475	1	1	1.1116285908141361e-06	0.5041145070724375	0.7372011410635106	25.3	0.5881760502345292	1.0	2.642453	0.8461490109241504	1.0	0.5881760502345292	1.0
gc19_pc.cds::gencode::ABCG2::ENSG00000118777.6	2117	1	1	2.3745164309037037e-06	0.5077590135692152	0.7389120840862784	19.6	0.6856360621471929	1.0	2.960311	0.8151786269258766	1.0	0.6856360621471929	1.0
gc19_pc.cds::gencode::CCDC157::ENSG00000187860.6	2263	1	1	2.2228679018774154e-06	0.5080017636019585	0.7389120840862784	12.69	0.8328015625387739	1.0	NA	1.0	1.0	0.8328015625387739	1.0
gc19_pc.cds::gencode::DYNC1I1::ENSG00000158560.10	2080	1	1	2.420353099060618e-06	0.5082781244504674	0.7389120840862784	34.0	0.4873113589856153	1.0	12.54241	0.3290678696124001	1.0	0.3290678696124001	1.0
gc19_pc.cds::gencode::CTD-3193O13.9::ENSG00000183248.7	3747	1	1	1.3521157304271092e-06	0.5104945731019372	0.741673877298224	11.8	0.8559001718691583	1.0	0.5816836999999999	0.9998266256053528	1.0	0.8559001718691583	1.0
gc19_pc.cds::gencode::COL25A1::ENSG00000188517.10	2226	1	1	2.2786545074129943e-06	0.5109022885062804	0.741806050639621	21.4	0.6568021122313773	1.0	6.680382000000002	0.5299587044659244	1.0	0.5299587044659244	1.0
gc19_pc.cds::gencode::CEP120::ENSG00000168944.11	3175	1	1	1.6012986222435962e-06	0.5117178845162291	0.7420049601059059	37.0	0.46204944764931155	1.0	16.81965	0.2595835087625325	1.0	0.2595835087625325	1.0
gc19_pc.cds::gencode::ARHGEF11::ENSG00000132694.14	4742	1	1	1.0721975658053888e-06	0.5117341589333344	0.7420049601059059	13.58	0.8153508750791908	1.0	NA	1.0	1.0	0.8153508750791908	1.0
gc19_pc.cds::gencode::AFP::ENSG00000081051.3	1914	1	1	2.627477162867472e-06	0.5079075646502375	0.7389120840862784	34.0	0.48694773178073114	1.0	NA	1.0	1.0	0.48694773178073114	1.0
gc19_pc.cds::gencode::KIAA1958::ENSG00000165185.10	3197	1	1	1.5255005333760773e-06	0.4972494108360279	0.7349547869820153	23.9	0.6017669928681357	1.0	3.149937	0.7854970189561896	1.0	0.6017669928681357	1.0
gc19_pc.cds::gencode::ARHGEF40::ENSG00000165801.5	4614	1	1	1.0781138105350741e-06	0.5041060533047148	0.7372011410635106	26.3	0.5740384799007321	1.0	11.02976	0.3613621803273243	1.0	0.3613621803273243	1.0
gc19_pc.cds::gencode::USO1::ENSG00000138768.10	2933	1	1	1.6933695860961357e-06	0.5035629868969373	0.7372011410635106	26.5	0.5707191103976388	1.0	12.57465	0.3247771104135945	1.0	0.3247771104135945	1.0
gc19_pc.cds::gencode::ZNF532::ENSG00000074657.9	3993	1	1	1.2226520356682661e-06	0.49760539953898175	0.7349547869820153	49.0	0.36208311304174695	1.0	13.1949	0.30779775499875783	1.0	0.30779775499875783	1.0
gc19_pc.cds::gencode::CCDC114::ENSG00000105479.11	2013	1	1	2.4261316780633325e-06	0.49772980544285494	0.7349547869820153	6.785	0.9611376602128354	1.0	NA	1.0	1.0	0.9611376602128354	1.0
gc19_pc.cds::gencode::LRRC8B::ENSG00000197147.8	2412	1	1	2.0257528517230196e-06	0.4978935031460342	0.7349547869820153	0.342	1.0	1.0	1.48563	0.9619975712208252	1.0	0.9619975712208252	1.0
gc19_pc.cds::gencode::ARHGAP28::ENSG00000088756.8	2399	1	1	2.037501295764426e-06	0.4980244436124929	0.7349547869820153	23.4	0.610348039920675	1.0	3.362621	0.7643243866506179	1.0	0.610348039920675	1.0
gc19_pc.cds::gencode::LINGO2::ENSG00000174482.6	1821	1	1	2.6876930482232206e-06	0.49847192050866385	0.7349808783797138	37.0	0.4494510460807406	1.0	18.25126	0.2340409954606456	1.0	0.2340409954606456	1.0
gc19_pc.cds::gencode::CTR9::ENSG00000198730.3	3522	1	1	1.3904289260804162e-06	0.4986697761508818	0.7349808783797138	32.0	0.4986697761508818	1.0	10.15633	0.380852100725841	1.0	0.380852100725841	1.0
gc19_pc.cds::gencode::MCM10::ENSG00000065328.12	2655	1	1	1.871415969330153e-06	0.5036999425995671	0.7372011410635106	33.0	0.4930510793645011	1.0	5.338063	0.60365143430003	1.0	0.4930510793645011	1.0
gc19_pc.cds::gencode::PCDH17::ENSG00000118946.7	3480	1	1	1.4105383302263789e-06	0.49948786562182257	0.7357236360291247	25.7	0.5775938913289478	1.0	8.488817999999998	0.4372622461979876	1.0	0.4372622461979876	1.0
gc19_pc.cds::gencode::PODN::ENSG00000174348.9	2017	1	1	2.3396866982484166e-06	0.48593247796948913	0.7332626254975472	11.55	0.8417434936536136	1.0	NA	1.0	1.0	0.8417434936536136	1.0
gc19_pc.cds::gencode::SFMBT2::ENSG00000198879.7	2768	1	1	1.784759629968676e-06	0.5017089266518198	0.7367759045231035	33.0	0.49107909176248665	1.0	4.439189	0.6692838063865951	1.0	0.49107909176248665	1.0
gc19_pc.cds::gencode::FBLN1::ENSG00000077942.13	2921	1	1	1.6914271393884587e-06	0.5017401058121919	0.7367759045231035	4.975	0.9886765449442443	1.0	0.9326028	0.9948430705540916	1.0	0.9886765449442443	1.0
gc19_pc.cds::gencode::C10orf112::ENSG00000204740.5	4912	2	2	2.431472712716973e-06	0.5017752210565115	0.7367759045231035	14.24	0.8912795388995514	1.0	2.715841	0.9322015822505741	1.0	0.8912795388995514	1.0
gc19_pc.cds::gencode::REXO1::ENSG00000079313.7	3662	1	1	1.3524946910328243e-06	0.5025947963739712	0.7370735451616276	8.379	0.9305435089552062	1.0	NA	1.0	1.0	0.9305435089552062	1.0
gc19_pc.cds::gencode::ATP2B4::ENSG00000058668.10	3888	1	1	1.2739236061457262e-06	0.5026073661926214	0.7370735451616276	24.5	0.5983459651917391	1.0	2.8373470000000003	0.8237160145837638	1.0	0.5983459651917391	1.0
gc19_pc.cds::gencode::FAM227B::ENSG00000166262.11	1977	1	1	2.4857813463732924e-06	0.49989130391056813	0.7358550809293215	19.06	0.6875675140172115	1.0	1.899551	0.9236427974446649	1.0	0.6875675140172115	1.0
gc19_pc.cds::gencode::SUPV3L1::ENSG00000156502.9	2361	1	1	1.998584958416852e-06	0.48589697512043795	0.7332626254975472	34.0	0.46537750960247093	1.0	9.799755	0.3804436316333358	1.0	0.3804436316333358	1.0
gc19_pc.cds::gencode::TGM2::ENSG00000198959.7	2064	1	1	2.2652670875924422e-06	0.48275976208584404	0.7332626254975472	28.7	0.5205184904072295	1.0	7.916327000000001	0.44413819813621336	1.0	0.44413819813621336	1.0
gc19_pc.cds::gencode::CPAMD8::ENSG00000160111.8	5912	2	2	1.957958841517427e-06	0.48538820210260053	0.7332626254975472	13.425	0.9000535508136673	1.0	0.12338975000000002	0.9999999999999999	1.0	0.9000535508136673	1.0
gc19_pc.cds::gencode::UBE2O::ENSG00000175931.8	3882	1	1	1.1529397263421794e-06	0.4679808309742466	0.7332626254975472	33.0	0.4577088473540001	1.0	4.774604	0.6062479345522707	1.0	0.4577088473540001	1.0
gc19_pc.cds::gencode::PRSS12::ENSG00000164099.3	2627	1	1	1.705645760440666e-06	0.4683573192295152	0.7332626254975472	11.9	0.8171184333525193	1.0	NA	1.0	1.0	0.8171184333525193	1.0
gc19_pc.cds::gencode::ANKUB1::ENSG00000206199.5	1684	1	1	2.6686124394509477e-06	0.469346948105272	0.7332626254975472	1.766	0.9999896856254965	1.0	NA	1.0	1.0	0.9999896856254965	1.0
gc19_pc.cds::gencode::FKBP15::ENSG00000119321.4	3771	1	1	1.1920667144557047e-06	0.46944696945500086	0.7332626254975472	5.819	0.9693650473531051	1.0	0.1051903	1.0	1.0	0.9693650473531051	1.0
gc19_pc.cds::gencode::FAM13C::ENSG00000148541.8	2001	1	1	2.2522573434964134e-06	0.4703055005478449	0.7332626254975472	24.2	0.5684065351145988	1.0	1.157599	0.9791612342060559	1.0	0.5684065351145988	1.0
gc19_pc.cds::gencode::SLC17A7::ENSG00000104888.5	1708	1	1	2.6406665086113376e-06	0.4705662678917266	0.7332626254975472	24.5	0.5642233101742256	1.0	4.626907	0.6206175172099805	1.0	0.5642233101742256	1.0
gc19_pc.cds::gencode::RBM47::ENSG00000163694.10	1782	1	1	2.511137565201514e-06	0.4679161765170966	0.7332626254975472	25.2	0.5512152943451394	1.0	6.83975	0.4782134405222477	1.0	0.4782134405222477	1.0
gc19_pc.cds::gencode::KCNAB1::ENSG00000169282.13	1856	1	1	2.432577199534685e-06	0.4709098771586453	0.7332626254975472	1.058	0.9999999956583933	1.0	0.261878	0.9999999640879055	1.0	0.9999999640879055	1.0
gc19_pc.cds::gencode::AASS::ENSG00000008311.10	2781	1	1	1.625087375914574e-06	0.4712456938889139	0.7332626254975472	33.0	0.46093619956695187	1.0	13.07214	0.29089103030557517	1.0	0.29089103030557517	1.0
gc19_pc.cds::gencode::TRIM55::ENSG00000147573.12	1735	1	1	2.6068118666541464e-06	0.47150305394597636	0.7332626254975472	24.3	0.5682005048154464	1.0	2.31747	0.8563612471690454	1.0	0.5682005048154464	1.0
gc19_pc.cds::gencode::TCOF1::ENSG00000070814.13	4599	1	1	9.839234747987015e-07	0.47167008238037433	0.7332626254975472	24.6	0.5639347977194346	1.0	1.184075	0.9776233027578987	1.0	0.5639347977194346	1.0
gc19_pc.cds::gencode::SLC12A7::ENSG00000113504.15	3290	1	1	1.3768284664072132e-06	0.47202027570524885	0.7332626254975472	27.6	0.5231335481229845	1.0	5.741018	0.543652824919627	1.0	0.5231335481229845	1.0
gc19_pc.cds::gencode::ZXDB::ENSG00000198455.3	2327	1	1	1.9480387211919525e-06	0.47226750570514553	0.7332626254975472	0.438	1.0	1.0	NA	1.0	1.0	1.0	1.0
gc19_pc.cds::gencode::GREB1::ENSG00000196208.9	6202	2	2	1.8203281757861582e-06	0.47243060924710134	0.7332626254975472	29.5	0.5150151722401517	1.0	5.039482499999999	0.6520643687924657	1.0	0.5150151722401517	1.0
gc19_pc.cds::gencode::PTPN14::ENSG00000152104.7	3564	1	1	1.2674105386739941e-06	0.4710728753218597	0.7332626254975472	16.59	0.7072712084905541	1.0	NA	1.0	1.0	0.7072712084905541	1.0
gc19_pc.cds::gencode::ABCG5::ENSG00000138075.7	1956	1	1	2.319199189358389e-06	0.4725106489081674	0.7332626254975472	9.55	0.8827277684484839	1.0	0.8810863000000001	0.994018977330451	1.0	0.8827277684484839	1.0
gc19_pc.cds::gencode::RHPN1::ENSG00000158106.8	2013	1	1	2.2210057520546795e-06	0.467618757834784	0.7332626254975472	0.079	1.0	1.0	0.02547025	1.0	1.0	1.0	1.0
gc19_pc.cds::gencode::ANTXRL::ENSG00000198250.8	1918	1	1	2.3283456588964247e-06	0.4672344798856548	0.7332626254975472	10.88	0.8430748242025347	1.0	NA	1.0	1.0	0.8430748242025347	1.0
gc19_pc.cds::gencode::SRGAP3::ENSG00000196220.11	3331	1	1	1.324997056858065e-06	0.46329844634454986	0.7332626254975472	23.5	0.5714746068645348	1.0	3.3954410000000004	0.7253919686964408	1.0	0.5714746068645348	1.0
gc19_pc.cds::gencode::WDR60::ENSG00000126870.11	3246	1	1	1.3604840923698555e-06	0.4634926117855145	0.7332626254975472	10.27	0.8563216116771197	1.0	NA	1.0	1.0	0.8563216116771197	1.0
gc19_pc.cds::gencode::ZAP70::ENSG00000115085.9	1884	1	1	2.3460868037615453e-06	0.46378743174721027	0.7332626254975472	33.0	0.45356449781676333	1.0	12.66539	0.29318549605097277	1.0	0.29318549605097277	1.0
gc19_pc.cds::gencode::FCRL4::ENSG00000163518.6	1548	1	1	2.856372090874852e-06	0.46391122892219705	0.7332626254975472	0.161	1.0	1.0	NA	1.0	1.0	1.0	1.0
