binID	length	nMut	nSample	BGMR	p.raw	q.raw	CADD	p.CADD	q.CADD	EIGEN_NONCODING	p.EIGEN_NONCODING	q.EIGEN_NONCODING	p.min	q.min
gc19_pc.promCore::gencode::DNMT1::ENSG00000130816.10	1515	1	1	1.0239421499761245e-06	0.19646096546040662	0.37317054748221373	16.45	0.1560412369790519	0.7057780394624328	33.1375	0.10335307483578675	0.8000611094333483	0.10335307483578675	0.5495078863172324
gc19_pc.promCore::gencode::HCRTR1::ENSG00000121764.7	717	1	1	2.1770028290123913e-06	0.19755237794200936	0.37317054748221373	17.54	0.14793932359262338	0.7057780394624328	18.3758	0.17959126590485444	0.8000611094333483	0.14793932359262338	0.5495078863172324
gc19_pc.promCore::gencode::WBP1::ENSG00000239779.2	474	1	1	1.509639284980737e-06	0.0959723277208319	0.37317054748221373	9.946	0.12140503664557306	0.7057780394624328	34.2861	0.04747271010632384	0.8000611094333483	0.04747271010632384	0.5495078863172324
gc19_pc.promCore::gencode::DUSP28::ENSG00000188542.5	648	1	1	1.1011318273513898e-06	0.09571279842865729	0.37317054748221373	2.201	0.4419008622074593	0.7595250092858092	14.5336	0.1081092777190352	0.8000611094333483	0.1081092777190352	0.5495078863172324
gc19_pc.promCore::gencode::FSD2::ENSG00000186628.8	410	1	1	3.770297854123445e-06	0.19584346207005382	0.37317054748221373	14.18	0.17808561733044023	0.7057780394624328	19.5116	0.16858601705622767	0.8000611094333483	0.16858601705622767	0.5495078863172324
gc19_pc.promCore::gencode::CNGA4::ENSG00000132259.8	726	1	1	1.8673189805902406e-06	0.17399144901801458	0.37317054748221373	12.56	0.17648929445682524	0.7057780394624328	4.85036	0.4786561865620955	0.9082619934283499	0.17648929445682524	0.5495078863172324
gc19_pc.promCore::gencode::HLA-DMA::ENSG00000204257.10	920	1	1	1.63149225102155e-06	0.19074187611626295	0.37317054748221373	15.73	0.15773818378607216	0.7057780394624328	21.7043	0.1488438013951318	0.8000611094333483	0.1488438013951318	0.5495078863172324
gc19_pc.promCore::gencode::PFDN1::ENSG00000113068.5	399	1	1	3.7220928092341737e-06	0.18893056260917873	0.37317054748221373	13.94	0.1744133268914154	0.7057780394624328	29.597	0.11035632047337561	0.8000611094333483	0.11035632047337561	0.5495078863172324
gc19_pc.promCore::gencode::POMC::ENSG00000115138.6	726	1	1	1.092933806058892e-06	0.10584784552625082	0.37317054748221373	15.48	0.08808975066435915	0.7057780394624328	20.3502	0.08685792799595043	0.8000611094333483	0.08685792799595043	0.5495078863172324
gc19_pc.promCore::gencode::CD33::ENSG00000105383.10	291	1	1	2.7248854774607746e-06	0.10578132280273969	0.37317054748221373	1.519	0.6090308817158077	0.8674924785947818	11.6667	0.1464816598792716	0.8000611094333483	0.1464816598792716	0.5495078863172324
gc19_pc.promCore::gencode::ZDHHC14::ENSG00000175048.12	615	1	1	1.2884096995377538e-06	0.10570941642763979	0.37317054748221373	11.11	0.12041689271415477	0.7057780394624328	15.7858	0.11039224357896923	0.8000611094333483	0.11039224357896923	0.5495078863172324
gc19_pc.promCore::gencode::KIF3A::ENSG00000131437.11	1191	1	1	1.1563155986322342e-06	0.17649145012905443	0.37317054748221373	8.566	0.2511614750153221	0.7057780394624328	19.4518	0.15209776770880862	0.8000611094333483	0.15209776770880862	0.5495078863172324
gc19_pc.promCore::gencode::TM6SF1::ENSG00000136404.11	853	1	1	9.242860624983441e-07	0.1052104329525047	0.37317054748221373	9.892	0.13358060158166749	0.7057780394624328	6.1296300000000015	0.25899216902249245	0.8172630735981772	0.13358060158166749	0.5495078863172324
gc19_pc.promCore::gencode::ZBTB37::ENSG00000185278.10	1074	1	1	1.2833009577450388e-06	0.17661840466522905	0.37317054748221373	4.853	0.4000609197248367	0.7433332498501474	28.8793	0.10525635444369698	0.8000611094333483	0.10525635444369698	0.5495078863172324
gc19_pc.promCore::gencode::RP11-1055B8.6::ENSG00000263053.3	394	1	1	3.775811472504245e-06	0.18922267139425902	0.37317054748221373	14.23	0.1714499619440127	0.7057780394624328	29.4117	0.11119141981794446	0.8000611094333483	0.11119141981794446	0.5495078863172324
gc19_pc.promCore::gencode::IKZF5::ENSG00000095574.7	394	1	1	3.509175589209781e-06	0.17712344438983255	0.37317054748221373	19.5	0.1197564135905987	0.7057780394624328	4.85036	0.4853621024634023	0.9082619934283499	0.1197564135905987	0.5495078863172324
gc19_pc.promCore::gencode::TNPO1::ENSG00000083312.13	1334	1	1	1.0464571753028825e-06	0.17867173914238643	0.37317054748221373	11.49	0.19633387583433662	0.7057780394624328	16.5814	0.1781470363333827	0.8000611094333483	0.1781470363333827	0.5495078863172324
gc19_pc.promCore::gencode::PDE7B::ENSG00000171408.9	710	1	1	1.9783792219245906e-06	0.17967587285705044	0.37317054748221373	14.32	0.16177270942050195	0.7057780394624328	35.2484	0.08868455735311283	0.8000611094333483	0.08868455735311283	0.5495078863172324
gc19_pc.promCore::gencode::ARMC3::ENSG00000165309.9	455	1	1	1.6947924554582752e-06	0.10302698601270013	0.37317054748221373	8.507	0.15047265636782745	0.7057780394624328	4.85036	0.30960853121712084	0.8321902036048067	0.15047265636782745	0.5495078863172324
gc19_pc.promCore::gencode::SIKE1::ENSG00000052723.7	278	1	1	2.7569466692218477e-06	0.10243249279569701	0.37317054748221373	14.85	0.0886700176915678	0.7057780394624328	34.7757	0.050063531789874834	0.8000611094333483	0.050063531789874834	0.5495078863172324
gc19_pc.promCore::gencode::PEG10::ENSG00000242265.1	381	1	1	1.996451891980888e-06	0.1017002770387261	0.37317054748221373	18.06	0.07297138535826635	0.7057780394624328	19.4086	0.08728457812656744	0.8000611094333483	0.07297138535826635	0.5495078863172324
gc19_pc.promCore::gencode::MOCS2::ENSG00000164172.14	688	1	1	2.0557763427776133e-06	0.18079994409120112	0.37317054748221373	10.84	0.2092168200664187	0.7057780394624328	30.1109	0.10368520810562751	0.8000611094333483	0.10368520810562751	0.5495078863172324
gc19_pc.promCore::gencode::OR51Q1::ENSG00000167360.4	290	1	1	2.6835231166411538e-06	0.1039234258789535	0.37317054748221373	10.98	0.11971362442244322	0.7057780394624328	4.85036	0.31195712544184734	0.8334517176714415	0.11971362442244322	0.5495078863172324
gc19_pc.promCore::gencode::NADK2::ENSG00000152620.8	1241	1	1	9.872928549338091e-07	0.15865844876959845	0.37317054748221373	8.592	0.22627800496532965	0.7057780394624328	31.7387	0.08603381150921692	0.8000611094333483	0.08603381150921692	0.5495078863172324
gc19_pc.promCore::gencode::TRABD::ENSG00000170638.5	763	1	1	1.1743016967422915e-06	0.1186804214754827	0.37317054748221373	2.616	0.45999353013315614	0.7613845255867913	12.4844	0.15401180417805893	0.8000611094333483	0.15401180417805893	0.5495078863172324
gc19_pc.promCore::gencode::RP1L1::ENSG00000183638.5	400	1	1	1.7653187500651145e-06	0.09476804602275049	0.37317054748221373	6.7639999999999985	0.1712268686467911	0.7057780394624328	4.85036	0.2877065038717956	0.8182601002423767	0.1712268686467911	0.5495078863172324
gc19_pc.promCore::gencode::ZNF607::ENSG00000198182.8	856	1	1	1.1584722596497482e-06	0.13048791704273266	0.37317054748221373	6.484	0.24053368471526496	0.7057780394624328	13.5413	0.15689066408689584	0.8000611094333483	0.15689066408689584	0.5495078863172324
gc19_pc.promCore::gencode::RAI2::ENSG00000131831.13	573	1	1	1.8880740081841447e-06	0.1414782871488311	0.37317054748221373	14.85	0.12283833029483311	0.7057780394624328	NA	1.0	1.0	0.12283833029483311	0.5495078863172324
gc19_pc.promCore::gencode::KCNQ5::ENSG00000185760.11	1327	1	1	7.462299983465092e-07	0.1303156144626358	0.37317054748221373	13.22	0.12607086656569477	0.7057780394624328	11.6593	0.17956847910993604	0.8000611094333483	0.12607086656569477	0.5495078863172324
gc19_pc.promCore::gencode::AC090186.1::ENSG00000232941.1	400	1	1	2.474875461374517e-06	0.1302792959890059	0.37317054748221373	12.76	0.13026978194757896	0.7057780394624328	4.85036	0.3785071965386289	0.8526996277861044	0.13026978194757896	0.5495078863172324
gc19_pc.promCore::gencode::CNOT6::ENSG00000113300.7	646	1	1	1.5319062778280297e-06	0.13023769916897043	0.37317054748221373	10.68	0.15354454417814145	0.7057780394624328	17.8671	0.12109136102382412	0.8000611094333483	0.12109136102382412	0.5495078863172324
gc19_pc.promCore::gencode::WNT5A::ENSG00000114251.9	1364	1	1	7.993788449241494e-07	0.14250488643038742	0.37317054748221373	0.195	0.9999572256669969	1.0	14.4688	0.16105976641912356	0.8000611094333483	0.16105976641912356	0.5495078863172324
gc19_pc.promCore::gencode::KDM1A::ENSG00000004487.11	890	1	1	1.2131271425147998e-06	0.14121391629222152	0.37317054748221373	15.68	0.11651037611563513	0.7057780394624328	34.5181	0.07029855070901551	0.8000611094333483	0.07029855070901551	0.5495078863172324
gc19_pc.promCore::gencode::KCNA6::ENSG00000151079.6	400	1	1	2.468483999014395e-06	0.12996572310431811	0.37317054748221373	17.29	0.09763671365113824	0.7057780394624328	4.85036	0.37774332262437194	0.8526996277861044	0.09763671365113824	0.5495078863172324
gc19_pc.promCore::gencode::PTPN13::ENSG00000163629.8	1448	1	1	7.53993217619468e-07	0.14267769447232215	0.37317054748221373	3.869	0.39809804963048634	0.7433332498501474	14.7882	0.1580612896900246	0.8000611094333483	0.1580612896900246	0.5495078863172324
gc19_pc.promCore::gencode::GPR61::ENSG00000156097.8	394	1	1	2.4707159923201385e-06	0.12825499718290048	0.37317054748221373	17.18	0.09691359574096321	0.7057780394624328	24.8619	0.08720689462425771	0.8000611094333483	0.08720689462425771	0.5495078863172324
gc19_pc.promCore::gencode::DBI::ENSG00000155368.12	834	1	1	1.3122534078637112e-06	0.1429964589621147	0.37317054748221373	3.375	0.44198735280091916	0.7595250092858092	14.9944	0.15641279708396874	0.8000611094333483	0.15641279708396874	0.5495078863172324
gc19_pc.promCore::gencode::TPD52L2::ENSG00000101150.13	426	1	1	2.280296035971363e-06	0.1280022347481224	0.37317054748221373	11.28	0.14352258626026385	0.7057780394624328	31.3383	0.06968881906883069	0.8000611094333483	0.06968881906883069	0.5495078863172324
gc19_pc.promCore::gencode::UQCRQ::ENSG00000164405.6	470	1	1	2.06548548105307e-06	0.12792501272680015	0.37317054748221373	3.253	0.4154280055148891	0.745920325691714	15.3611	0.1369428237341256	0.8000611094333483	0.1369428237341256	0.5495078863172324
gc19_pc.promCore::gencode::PPM1D::ENSG00000170836.7	751	1	1	1.46606730770274e-06	0.14379328891315904	0.37317054748221373	5.27	0.3132977576954827	0.7143833189611649	23.5554	0.10320343269981685	0.8000611094333483	0.10320343269981685	0.5495078863172324
gc19_pc.promCore::gencode::TSC22D4::ENSG00000166925.4	647	1	1	1.5228286713145791e-06	0.12970513283105403	0.37317054748221373	10.71	0.15253142884334808	0.7057780394624328	31.1076	0.07115226741438947	0.8000611094333483	0.07115226741438947	0.5495078863172324
gc19_pc.promCore::gencode::PTOV1::ENSG00000104960.11	940	1	1	1.0295544492001068e-06	0.12755635473179913	0.37317054748221373	8.207	0.1911510280604742	0.7057780394624328	15.1438	0.1383674023501613	0.8000611094333483	0.1383674023501613	0.5495078863172324
gc19_pc.promCore::gencode::PITPNM1::ENSG00000110697.8	1704	1	1	6.301656133893006e-07	0.14050146500070063	0.37317054748221373	19.51	0.09427126414447487	0.7057780394624328	NA	1.0	1.0	0.09427126414447487	0.5495078863172324
gc19_pc.promCore::gencode::CCDC50::ENSG00000152492.9	408	1	1	2.4452381398749125e-06	0.1312238933169037	0.37317054748221373	17.62	0.09684568516760847	0.7057780394624328	16.4501	0.13179946395165695	0.8000611094333483	0.09684568516760847	0.5495078863172324
gc19_pc.promCore::gencode::ZNF772::ENSG00000197128.7	461	1	1	2.2689716078892637e-06	0.13712512843572858	0.37317054748221373	13.83	0.12721344018524763	0.7057780394624328	12.7809	0.1736367356178803	0.8000611094333483	0.12721344018524763	0.5495078863172324
gc19_pc.promCore::gencode::CPLX4::ENSG00000166569.4	387	1	1	2.7083008348500452e-06	0.13738262448078872	0.37317054748221373	9.839	0.17439861196239262	0.7057780394624328	14.3529	0.15648348402568252	0.8000611094333483	0.15648348402568252	0.5495078863172324
gc19_pc.promCore::gencode::IFT57::ENSG00000114446.4	448	1	1	2.2981458545246617e-06	0.1351242674382783	0.37317054748221373	8.843	0.18897453613581056	0.7057780394624328	13.4639	0.16322719511386813	0.8000611094333483	0.16322719511386813	0.5495078863172324
gc19_pc.promCore::gencode::A4GNT::ENSG00000118017.3	394	1	1	2.6624134434240593e-06	0.137489462993465	0.37317054748221373	18.81	0.09545867453078047	0.7057780394624328	15.5999	0.14504270813330747	0.8000611094333483	0.09545867453078047	0.5495078863172324
gc19_pc.promCore::gencode::ICAM5::ENSG00000105376.4	587	1	1	1.7399169534201597e-06	0.13411903334324968	0.37317054748221373	8.02	0.20475246985443418	0.7057780394624328	13.3598	0.16318661369271734	0.8000611094333483	0.16318661369271734	0.5495078863172324
gc19_pc.promCore::gencode::CMTM6::ENSG00000091317.7	400	1	1	2.547432910993425e-06	0.13383113844696232	0.37317054748221373	12.5	0.13640585258161628	0.7057780394624328	6.2802	0.3148457477697855	0.8336363530501485	0.13640585258161628	0.5495078863172324
gc19_pc.promCore::gencode::MCAM::ENSG00000076706.10	659	1	1	1.6270463754418694e-06	0.1403101937028256	0.37317054748221373	10.56	0.16695361342629256	0.7057780394624328	4.85036	0.40259453593635797	0.8604851888567459	0.16695361342629256	0.5495078863172324
gc19_pc.promCore::gencode::CELA1::ENSG00000139610.1	378	1	1	2.692867079834853e-06	0.13370053085240605	0.37317054748221373	20.2	0.0866671873521275	0.7057780394624328	4.85036	0.38679850100015695	0.8549920095421408	0.0866671873521275	0.5495078863172324
gc19_pc.promCore::gencode::GOLGA5::ENSG00000066455.8	644	1	1	1.6539668407191877e-06	0.13945289999754207	0.37317054748221373	12.88	0.1382378810258737	0.7057780394624328	NA	1.0	1.0	0.1382378810258737	0.5495078863172324
gc19_pc.promCore::gencode::NEUROD2::ENSG00000171532.4	396	1	1	2.6899170326265386e-06	0.13945933706565938	0.37317054748221373	17.32	0.10474134069469569	0.7057780394624328	31.466	0.07585839022406364	0.8000611094333483	0.07585839022406364	0.5495078863172324
gc19_pc.promCore::gencode::WNT4::ENSG00000162552.10	651	1	1	1.5562279198978314e-06	0.1331140254960713	0.37317054748221373	18.39	0.09435505200094872	0.7057780394624328	16.6238	0.13239712276158597	0.8000611094333483	0.09435505200094872	0.5495078863172324
gc19_pc.promCore::gencode::APEH::ENSG00000164062.8	666	1	1	1.521137423807576e-06	0.13311074121912617	0.37317054748221373	9.572	0.17337493103005205	0.7057780394624328	9.92695	0.21165884187456163	0.8000611094333483	0.17337493103005205	0.5495078863172324
gc19_pc.promCore::gencode::C5orf51::ENSG00000205765.4	294	1	1	3.4234152294153996e-06	0.13230455684800047	0.37317054748221373	10.76	0.15488242705094352	0.7057780394624328	NA	1.0	1.0	0.15488242705094352	0.5495078863172324
