chr	start	end	element_ID	pvalue
chr1	179076852	179198532	gc19_pc.cds::gencode::ABL2::ENSG00000143322.15	0.0916030534351145
chr12	7043164	7050943	gc19_pc.cds::gencode::ATN1::ENSG00000111676.10	0.0916030534351145
chr1	179851637	179887374	gc19_pc.cds::gencode::TOR1AIP1::ENSG00000143337.14	0.0916030534351145
chr1	150192992	150208134	gc19_pc.cds::gencode::ANP32E::ENSG00000143401.10	0.0968704494998926
chr1	158984458	159024691	gc19_pc.cds::gencode::IFI16::ENSG00000163565.14	0.1
chr6	27782131	27782518	gc19_pc.cds::gencode::HIST1H2AJ::ENSG00000182611.3	0.107142857142857
chr14	61201580	61435304	gc19_pc.cds::gencode::MNAT1::ENSG00000020426.6	0.111111111111111
chr1	109792701	109816671	gc19_pc.cds::gencode::CELSR2::ENSG00000143126.7	0.125688743112569
chr4	46930241	46995441	gc19_pc.cds::gencode::GABRA4::ENSG00000109158.6	0.142857142857143
chr4	17847343	18023374	gc19_pc.cds::gencode::LCORL::ENSG00000178177.10	0.142857142857143
chr1	150230523	150237090	gc19_pc.cds::gencode::CA14::ENSG00000118298.6	0.144740177439797
chr7	35242041	35293231	gc19_pc.cds::gencode::TBX20::ENSG00000164532.10	0.148148148148148
chr3	179371013	179501929	gc19_pc.cds::gencode::USP13::ENSG00000058056.4	0.153846153846154
chr2	70187788	70188820	gc19_pc.cds::gencode::ASPRV1::ENSG00000244617.1	0.169185914269763
chr1	228612615	228613026	gc19_pc.cds::gencode::HIST3H3::ENSG00000168148.3	0.169642857142857
chr5	140053841	140070889	gc19_pc.cds::gencode::HARS::ENSG00000170445.8	0.173469387755102
chr14	39734598	39856156	gc19_pc.cds::gencode::CTAGE5::ENSG00000150527.12	0.173708920187793
chr13	25875911	25914272	gc19_pc.cds::gencode::NUPL1::ENSG00000139496.11	0.175675675675676
chr2	162849792	162930491	gc19_pc.cds::gencode::DPP4::ENSG00000197635.5	0.176470588235294
chr6	112375506	112390823	gc19_pc.cds::gencode::WISP3::ENSG00000112761.14	0.176767676767677
chr22	35942856	35948079	gc19_pc.cds::gencode::RASD2::ENSG00000100302.6	0.176991150442478
chr10	97074815	97200892	gc19_pc.cds::gencode::SORBS1::ENSG00000095637.16	0.178403755868545
chr7	106508006	106545832	gc19_pc.cds::gencode::PIK3CG::ENSG00000105851.6	0.18
chr19	15465725	15490542	gc19_pc.cds::gencode::AKAP8::ENSG00000105127.4	0.186234817813765
chr7	55086970	55273310	gc19_pc.cds::gencode::EGFR::ENSG00000146648.11	0.186440677966102
chr6	26043504	26043885	gc19_pc.cds::gencode::HIST1H2BB::ENSG00000196226.2	0.192307692307692
chr6	160157297	160176643	gc19_pc.cds::gencode::WTAP::ENSG00000146457.10	0.192307692307692
chr3	32148203	32207402	gc19_pc.cds::gencode::GPD1L::ENSG00000152642.6	0.193415637860082
chr4	118975065	119176867	gc19_pc.cds::gencode::NDST3::ENSG00000164100.7	0.194805194805195
chr7	137565221	137686451	gc19_pc.cds::gencode::CREB3L2::ENSG00000182158.10	0.195402298850575
chr18	20516814	20606210	gc19_pc.cds::gencode::RBBP8::ENSG00000101773.12	0.19622641509434
chr2	86254545	86332899	gc19_pc.cds::gencode::POLR1A::ENSG00000068654.11	0.196850393700787
chr5	14143834	14531883	gc19_pc.cds::gencode::TRIO::ENSG00000038382.13	0.19758064516129
chr1	74492496	74649368	gc19_pc.cds::gencode::LRRIQ3::ENSG00000162620.11	0.2
chr1	955552	990361	gc19_pc.cds::gencode::AGRN::ENSG00000188157.9	0.202380952380952
chr8	124968238	125132031	gc19_pc.cds::gencode::FER1L6::ENSG00000214814.2	0.202429149797571
chr7	116335810	116436178	gc19_pc.cds::gencode::MET::ENSG00000105976.10	0.205223880597015
chr12	113266123	113334585	gc19_pc.cds::gencode::RPH3A::ENSG00000089169.10	0.207920792079208
chr9	95147901	95166957	gc19_pc.cds::gencode::OGN::ENSG00000106809.6	0.208480565371025
chr17	17106080	17109600	gc19_pc.cds::gencode::PLD6::ENSG00000179598.5	0.209663173474016
chr14	24540191	24546939	gc19_pc.cds::gencode::CPNE6::ENSG00000100884.5	0.213375796178344
chr1	179924238	180080296	gc19_pc.cds::gencode::CEP350::ENSG00000135837.11	0.213592233009709
chr9	37440514	37442548	gc19_pc.cds::gencode::ZBTB5::ENSG00000168795.4	0.21405750798722
chr5	150885125	150948492	gc19_pc.cds::gencode::FAT2::ENSG00000086570.8	0.215686274509804
chr6	90642126	90718563	gc19_pc.cds::gencode::BACH2::ENSG00000112182.10	0.21875
chr14	94391617	94395510	gc19_pc.cds::gencode::FAM181A::ENSG00000140067.6	0.21875
chr8	65509198	65711144	gc19_pc.cds::gencode::CYP7B1::ENSG00000172817.3	0.222222222222222
chr10	34400096	35103923	gc19_pc.cds::gencode::PARD3::ENSG00000148498.11	0.222222222222222
chr1	39549890	39951466	gc19_pc.cds::gencode::MACF1::ENSG00000127603.19	0.223300970873786
chr15	91428275	91438788	gc19_pc.cds::gencode::FES::ENSG00000182511.7	0.225490196078431
chr1	41493865	41651805	gc19_pc.cds::gencode::SCMH1::ENSG00000010803.12	0.226973684210526
chr12	124247066	124420028	gc19_pc.cds::gencode::DNAH10::ENSG00000197653.10	0.226995685621019
chr3	31574490	31677556	gc19_pc.cds::gencode::STT3B::ENSG00000163527.5	0.230263157894737
chr6	131895432	131949189	gc19_pc.cds::gencode::MED23::ENSG00000112282.13	0.230769230769231
chr15	28356908	28566579	gc19_pc.cds::gencode::HERC2::ENSG00000128731.11	0.231317686823132
chr8	42608321	42623573	gc19_pc.cds::gencode::CHRNA6::ENSG00000147434.4	0.23202614379085
chr2	39025440	39095547	gc19_pc.cds::gencode::DHX57::ENSG00000163214.16	0.23202614379085
chr1	161087966	161093945	gc19_pc.cds::gencode::NIT1::ENSG00000158793.9	0.232484076433121
chr4	126237566	126412923	gc19_pc.cds::gencode::FAT4::ENSG00000196159.7	0.232558139534884
chr17	54912156	54940152	gc19_pc.cds::gencode::DGKE::ENSG00000153933.5	0.233766233766234
chr21	28209897	28217273	gc19_pc.cds::gencode::ADAMTS1::ENSG00000154734.10	0.235294117647059
chr7	5567378	5569439	gc19_pc.cds::gencode::ACTB::ENSG00000075624.9	0.236486486486486
chr19	10203264	10207239	gc19_pc.cds::gencode::ANGPTL6::ENSG00000130812.6	0.236486486486486
chr19	50270390	50310015	gc19_pc.cds::gencode::AP2A1::ENSG00000196961.8	0.236486486486486
chr12	121678270	121712329	gc19_pc.cds::gencode::CAMKK2::ENSG00000110931.14	0.236486486486486
chr1	6165427	6240083	gc19_pc.cds::gencode::CHD5::ENSG00000116254.13	0.236486486486486
chr3	50330676	50336645	gc19_pc.cds::gencode::HYAL3::ENSG00000186792.11	0.236486486486486
chr20	30407383	30421600	gc19_pc.cds::gencode::MYLK2::ENSG00000101306.6	0.236486486486486
chr11	64374667	64481171	gc19_pc.cds::gencode::NRXN2::ENSG00000110076.14	0.236486486486486
chr3	52582078	52713727	gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	0.236486486486486
chr14	23770644	23771785	gc19_pc.cds::gencode::PPP1R3E::ENSG00000235194.4	0.236486486486486
chr11	47440385	47447830	gc19_pc.cds::gencode::PSMC3::ENSG00000165916.4	0.236486486486486
chr11	64494773	64510338	gc19_pc.cds::gencode::RASGRP2::ENSG00000068831.14	0.236486486486486
chr19	45504837	45541048	gc19_pc.cds::gencode::RELB::ENSG00000104856.9	0.236486486486486
chr15	41809739	41829323	gc19_pc.cds::gencode::RPAP1::ENSG00000103932.7	0.236486486486486
chr20	62371265	62374343	gc19_pc.cds::gencode::SLC2A4RG::ENSG00000125520.9	0.236486486486486
chr21	45919665	46131429	gc19_pc.cds::gencode::TSPEAR::ENSG00000175894.10	0.236486486486486
chr15	41186966	41195539	gc19_pc.cds::gencode::VPS18::ENSG00000104142.6	0.236486486486486
chr16	11845172	11876210	gc19_pc.cds::gencode::ZC3H7A::ENSG00000122299.7	0.236486486486486
chr16	3333818	3349110	gc19_pc.cds::gencode::ZNF263::ENSG00000006194.6	0.236486486486486
chr20	7864239	7921069	gc19_pc.cds::gencode::HAO1::ENSG00000101323.4	0.238095238095238
chr2	133430861	134275097	gc19_pc.cds::gencode::NCKAP5::ENSG00000176771.11	0.238095238095238
chr1	22149808	22263710	gc19_pc.cds::gencode::HSPG2::ENSG00000142798.12	0.23961661341853
chr8	144808090	144812752	gc19_pc.cds::gencode::FAM83H::ENSG00000180921.6	0.23972602739726
chr8	21766821	21771112	gc19_pc.cds::gencode::DOK2::ENSG00000147443.8	0.24
chr9	75769239	75785023	gc19_pc.cds::gencode::ANXA1::ENSG00000135046.9	0.240506329113924
chr3	152017982	152177116	gc19_pc.cds::gencode::MBNL1::ENSG00000152601.13	0.242424242424242
chr3	190282078	190374396	gc19_pc.cds::gencode::IL1RAP::ENSG00000196083.5	0.24390243902439
chr4	85594020	85781744	gc19_pc.cds::gencode::WDFY3::ENSG00000163625.11	0.24390243902439
chr5	172659571	172662086	gc19_pc.cds::gencode::NKX2-5::ENSG00000183072.9	0.244444444444444
chr18	74691894	74817217	gc19_pc.cds::gencode::MBP::ENSG00000197971.10	0.245161290322581
chr6	70386049	70506773	gc19_pc.cds::gencode::LMBRD1::ENSG00000168216.6	0.246153846153846
chr14	60712565	60759200	gc19_pc.cds::gencode::PPM1A::ENSG00000100614.13	0.248062015503876
chr1	144852353	145075862	gc19_pc.cds::gencode::PDE4DIP::ENSG00000178104.15	0.248813785066178
chr1	158811943	158819027	gc19_pc.cds::gencode::MNDA::ENSG00000163563.7	0.25
chr3	75986644	77695209	gc19_pc.cds::gencode::ROBO2::ENSG00000185008.13	0.25
chr1	185703911	186159010	gc19_pc.cds::gencode::HMCN1::ENSG00000143341.7	0.252100840336134
chr2	105858315	105859434	gc19_pc.cds::gencode::GPR45::ENSG00000135973.1	0.253333333333333
chr7	83590686	83823902	gc19_pc.cds::gencode::SEMA3A::ENSG00000075213.6	0.253333333333333
chr7	37947080	37966324	gc19_pc.cds::gencode::SFRP4::ENSG00000106483.7	0.253333333333333
chr9	74764475	74865720	gc19_pc.cds::gencode::GDA::ENSG00000119125.12	0.257142857142857
chr12	114793336	114841703	gc19_pc.cds::gencode::TBX5::ENSG00000089225.15	0.258064516129032
chr14	38060569	38064177	gc19_pc.cds::gencode::FOXA1::ENSG00000129514.4	0.262295081967213
chr18	59157786	59221928	gc19_pc.cds::gencode::CDH20::ENSG00000101542.5	0.265734265734266
chr9	4679767	4706112	gc19_pc.cds::gencode::CDC37L1::ENSG00000106993.7	0.266129032258065
chr4	37828354	37863233	gc19_pc.cds::gencode::PGM2::ENSG00000169299.9	0.266666666666667
chr2	74741933	74743316	gc19_pc.cds::gencode::TLX2::ENSG00000115297.9	0.267535893193887
chr1	229653925	229694399	gc19_pc.cds::gencode::ABCB10::ENSG00000135776.4	0.268292682926829
chr2	209025527	209028280	gc19_pc.cds::gencode::CRYGA::ENSG00000168582.4	0.268817204301075
chr13	20567212	20660154	gc19_pc.cds::gencode::ZMYM2::ENSG00000121741.12	0.26890756302521
chr1	114308601	114355034	gc19_pc.cds::gencode::RSBN1::ENSG00000081019.9	0.270491803278689
chr16	67563725	67580366	gc19_pc.cds::gencode::FAM65A::ENSG00000039523.13	0.270948783507063
chr2	121554896	121748251	gc19_pc.cds::gencode::GLI2::ENSG00000074047.16	0.272727272727273
chr6	6588967	6654860	gc19_pc.cds::gencode::LY86::ENSG00000112799.4	0.273504273504274
chr6	29571319	29600473	gc19_pc.cds::gencode::GABBR1::ENSG00000204681.6	0.275
chr2	220239013	220264647	gc19_pc.cds::gencode::DNPEP::ENSG00000123992.14	0.27536231884058
chr1	223968554	224033382	gc19_pc.cds::gencode::TP53BP2::ENSG00000143514.12	0.277310924369748
chr1	178063627	178442374	gc19_pc.cds::gencode::RASAL2::ENSG00000075391.12	0.27906976744186
chr6	49399440	49427179	gc19_pc.cds::gencode::MUT::ENSG00000146085.7	0.279411764705882
chr1	249106098	249119134	gc19_pc.cds::gencode::SH3BP5L::ENSG00000175137.9	0.279411764705882
chr5	158126118	158526486	gc19_pc.cds::gencode::EBF1::ENSG00000164330.12	0.279661016949153
chr22	17565981	17590710	gc19_pc.cds::gencode::IL17RA::ENSG00000177663.9	0.279661016949153
chr6	152443570	152949466	gc19_pc.cds::gencode::SYNE1::ENSG00000131018.18	0.279661016949153
chr7	142960258	142965930	gc19_pc.cds::gencode::GSTK1::ENSG00000197448.9	0.282051282051282
chr2	15307171	15701428	gc19_pc.cds::gencode::NBAS::ENSG00000151779.8	0.282608695652174
chr10	129839145	129881170	gc19_pc.cds::gencode::PTPRE::ENSG00000132334.12	0.282608695652174
chr4	73941947	74124385	gc19_pc.cds::gencode::ANKRD17::ENSG00000132466.13	0.28494623655914
chr9	120466750	120476926	gc19_pc.cds::gencode::TLR4::ENSG00000136869.13	0.285714285714286
chr20	48252848	48330227	gc19_pc.cds::gencode::B4GALT5::ENSG00000158470.5	0.286713286713287
chr11	61719278	61731594	gc19_pc.cds::gencode::BEST1::ENSG00000167995.11	0.286713286713287
chr17	4802030	4806358	gc19_pc.cds::gencode::CHRNE::ENSG00000108556.7	0.286713286713287
chr9	130965749	131016993	gc19_pc.cds::gencode::DNM1::ENSG00000106976.14	0.286713286713287
chr1	150480685	150485943	gc19_pc.cds::gencode::ECM1::ENSG00000143369.10	0.286713286713287
chr22	36907033	36922168	gc19_pc.cds::gencode::EIF3D::ENSG00000100353.13	0.286713286713287
chr17	37895158	37903150	gc19_pc.cds::gencode::GRB7::ENSG00000141738.9	0.286713286713287
chr12	54790076	54812982	gc19_pc.cds::gencode::ITGA5::ENSG00000161638.6	0.286713286713287
chr12	49491454	49504338	gc19_pc.cds::gencode::LMBR1L::ENSG00000139636.11	0.286713286713287
chr19	16686837	16739770	gc19_pc.cds::gencode::MED26::ENSG00000105085.6	0.286713286713287
chr3	47058582	47205414	gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	0.286713286713287
chr12	123351662	123380609	gc19_pc.cds::gencode::VPS37B::ENSG00000139722.2	0.286713286713287
chr4	2272451	2420050	gc19_pc.cds::gencode::ZFYVE28::ENSG00000159733.9	0.286713286713287
chr5	13692092	13944547	gc19_pc.cds::gencode::DNAH5::ENSG00000039139.9	0.288888888888889
chr13	29598805	30077343	gc19_pc.cds::gencode::MTUS2::ENSG00000132938.14	0.289473684210526
chr10	17271421	17279270	gc19_pc.cds::gencode::VIM::ENSG00000026025.9	0.289473684210526
chr5	71403358	71501066	gc19_pc.cds::gencode::MAP1B::ENSG00000131711.10	0.290076335877863
chr3	123332951	123512688	gc19_pc.cds::gencode::MYLK::ENSG00000065534.14	0.293233082706767
chr13	114149896	114203968	gc19_pc.cds::gencode::TMCO3::ENSG00000150403.13	0.293233082706767
chr5	137688484	137771389	gc19_pc.cds::gencode::KDM3B::ENSG00000120733.9	0.294041450777202
chr22	23487552	23503751	gc19_pc.cds::gencode::RAB36::ENSG00000100228.8	0.294573643410853
chr1	183155487	183212535	gc19_pc.cds::gencode::LAMC2::ENSG00000058085.10	0.295454545454545
chr2	220115073	220118580	gc19_pc.cds::gencode::TUBA4A::ENSG00000127824.9	0.296875
chr13	23777833	23898680	gc19_pc.cds::gencode::SGCG::ENSG00000102683.6	0.297872340425532
chr13	36049195	36050275	gc19_pc.cds::gencode::MAB21L1::ENSG00000180660.6	0.298969072164948
chr1	29313949	29442309	gc19_pc.cds::gencode::EPB41::ENSG00000159023.14	0.299212598425197
chr16	49313314	49315376	gc19_pc.cds::gencode::CBLN1::ENSG00000102924.7	0.302752293577982
chr2	21224601	21266817	gc19_pc.cds::gencode::APOB::ENSG00000084674.9	0.304347826086957
chr10	102506017	102587376	gc19_pc.cds::gencode::PAX2::ENSG00000075891.17	0.304347826086957
chr5	110427986	110462581	gc19_pc.cds::gencode::WDR36::ENSG00000134987.7	0.304347826086957
chr7	98478773	98609978	gc19_pc.cds::gencode::TRRAP::ENSG00000196367.8	0.304964539007092
chr6	128031129	128222077	gc19_pc.cds::gencode::THEMIS::ENSG00000172673.6	0.305084745762712
chr2	70439850	70475562	gc19_pc.cds::gencode::TIA1::ENSG00000116001.11	0.305194805194805
chr13	50108257	50141415	gc19_pc.cds::gencode::RCBTB1::ENSG00000136144.7	0.306122448979592
chr4	5823486	5894696	gc19_pc.cds::gencode::CRMP1::ENSG00000072832.10	0.308411214953271
chr10	118609077	118671083	gc19_pc.cds::gencode::ENO4::ENSG00000188316.9	0.308411214953271
chr10	118187524	118236665	gc19_pc.cds::gencode::PNLIPRP3::ENSG00000203837.4	0.308411214953271
chr5	140718538	140890740	gc19_pc.cds::gencode::PCDHGA2::ENSG00000081853.13	0.308935223259639
chr9	36217361	36277039	gc19_pc.cds::gencode::GNE::ENSG00000159921.10	0.313725490196078
chr2	55518846	55646215	gc19_pc.cds::gencode::CCDC88A::ENSG00000115355.11	0.315789473684211
chr8	145729687	145732383	gc19_pc.cds::gencode::GPT::ENSG00000167701.9	0.316129032258064
chr9	127962883	127996259	gc19_pc.cds::gencode::RABEPK::ENSG00000136933.12	0.318181818181818
chr1	27671825	27680343	gc19_pc.cds::gencode::SYTL1::ENSG00000142765.13	0.318181818181818
chr4	39699947	39780054	gc19_pc.cds::gencode::UBE2K::ENSG00000078140.9	0.318181818181818
chr10	5932308	5979243	gc19_pc.cds::gencode::FBXO18::ENSG00000134452.15	0.319444444444444
chr20	238419	239947	gc19_pc.cds::gencode::DEFB132::ENSG00000186458.4	0.320754716981132
chr19	7117066	7293902	gc19_pc.cds::gencode::INSR::ENSG00000171105.9	0.320754716981132
chr15	78730679	78790485	gc19_pc.cds::gencode::IREB2::ENSG00000136381.8	0.320754716981132
chr3	133524692	133538610	gc19_pc.cds::gencode::SRPRB::ENSG00000144867.7	0.320754716981132
chr3	133465284	133497464	gc19_pc.cds::gencode::TF::ENSG00000091513.10	0.321678321678322
chr19	6772818	6857118	gc19_pc.cds::gencode::VAV1::ENSG00000141968.3	0.323943661971831
chr19	40697938	40721199	gc19_pc.cds::gencode::MAP3K10::ENSG00000130758.3	0.324675324675325
chr2	42990047	42991319	gc19_pc.cds::gencode::OXER1::ENSG00000162881.5	0.324675324675325
chr13	114303688	114312459	gc19_pc.cds::gencode::ATP4B::ENSG00000186009.4	0.326593637105232
chr1	39305224	39325318	gc19_pc.cds::gencode::RRAGC::ENSG00000116954.7	0.329032258064516
chr9	12693996	12709182	gc19_pc.cds::gencode::TYRP1::ENSG00000107165.8	0.333333333333333
chr17	74003183	74023279	gc19_pc.cds::gencode::EVPL::ENSG00000167880.3	0.335274880045833
chr14	65381213	65528030	gc19_pc.cds::gencode::FNTB::ENSG00000257365.3	0.335483870967742
chr19	38572205	38696880	gc19_pc.cds::gencode::SIPA1L3::ENSG00000105738.6	0.342362409560198
chr14	64375866	64692282	gc19_pc.cds::gencode::SYNE2::ENSG00000054654.11	0.345076549234508
chr1	225685476	225840392	gc19_pc.cds::gencode::ENAH::ENSG00000154380.12	0.347534675892885
chr2	190656535	190742162	gc19_pc.cds::gencode::PMS1::ENSG00000064933.12	0.353340953322418
chr12	123238248	123254184	gc19_pc.cds::gencode::DENR::ENSG00000139726.6	0.355932203389831
chr9	139222151	139252672	gc19_pc.cds::gencode::GPSM1::ENSG00000160360.7	0.355932203389831
chr19	46387277	46389032	gc19_pc.cds::gencode::IRF2BP1::ENSG00000170604.3	0.355932203389831
chr7	100082934	100091526	gc19_pc.cds::gencode::NYAP1::ENSG00000166924.4	0.355932203389831
chr1	156776969	156786500	gc19_pc.cds::gencode::SH2D2A::ENSG00000027869.7	0.355932203389831
chr19	2426945	2427531	gc19_pc.cds::gencode::TIMM13::ENSG00000099800.3	0.355932203389831
chr3	49462265	49466672	gc19_pc.cds::gencode::NICN1::ENSG00000145029.7	0.359704994971505
chr19	51815101	51832013	gc19_pc.cds::gencode::IGLON5::ENSG00000142549.9	0.36
chr6	79650409	79787785	gc19_pc.cds::gencode::PHIP::ENSG00000146247.13	0.363636363636364
chr2	46985669	46987280	gc19_pc.cds::gencode::SOCS5::ENSG00000171150.7	0.363636363636364
chr1	223394381	223536767	gc19_pc.cds::gencode::SUSD4::ENSG00000143502.10	0.364077669902913
chr11	69924712	70034110	gc19_pc.cds::gencode::ANO1::ENSG00000131620.13	0.364864864864865
chr5	140797426	140890740	gc19_pc.cds::gencode::PCDHGB7::ENSG00000254122.1	0.36734693877551
chr3	53529193	53845433	gc19_pc.cds::gencode::CACNA1D::ENSG00000157388.9	0.368421052631579
chr19	56166470	56185434	gc19_pc.cds::gencode::U2AF2::ENSG00000063244.8	0.371681415929204
chr7	39046449	39504285	gc19_pc.cds::gencode::POU6F2::ENSG00000106536.15	0.376404494382022
chr10	80961389	81072506	gc19_pc.cds::gencode::ZMIZ1::ENSG00000108175.12	0.379032258064516
chr1	35331683	35370984	gc19_pc.cds::gencode::DLGAP3::ENSG00000116544.7	0.379310344827586
