chr	start	end	element_ID	pvalue
chr2	241558359	241570299	gc19_pc.cds::gencode::GPR35::ENSG00000178623.7	0.555555555555556
chr12	52960752	52967561	gc19_pc.cds::gencode::KRT74::ENSG00000170484.5	0.555555555555556
chr5	140306477	140389522	gc19_pc.cds::gencode::PCDHAC1::ENSG00000248383.3	0.555555555555556
chr20	17923000	17949068	gc19_pc.cds::gencode::SNX5::ENSG00000089006.12	0.5625
chr15	76629224	76634176	gc19_pc.cds::gencode::ISL2::ENSG00000159556.5	0.578947368421053
chr12	70672006	70747695	gc19_pc.cds::gencode::CNOT2::ENSG00000111596.7	0.6
chr8	113236999	114449083	gc19_pc.cds::gencode::CSMD3::ENSG00000164796.13	0.6
chr8	12863711	12888949	gc19_pc.cds::gencode::KIAA1456::ENSG00000250305.4	0.6
chr12	62654195	62810982	gc19_pc.cds::gencode::USP15::ENSG00000135655.9	0.6
chr22	19167731	19279164	gc19_pc.cds::gencode::CLTCL1::ENSG00000070371.11	0.615384615384615
chr6	32937022	32948495	gc19_pc.cds::gencode::BRD2::ENSG00000204256.8	0.625
chr9	123943673	123955690	gc19_pc.cds::gencode::RAB14::ENSG00000119396.6	0.625
chr16	84402221	84497338	gc19_pc.cds::gencode::ATP2C2::ENSG00000064270.8	0.666666666666667
chr21	37537031	37665869	gc19_pc.cds::gencode::DOPEY2::ENSG00000142197.8	0.666666666666667
chr4	39408569	39450306	gc19_pc.cds::gencode::KLB::ENSG00000134962.6	0.666666666666667
chr5	140235633	140389522	gc19_pc.cds::gencode::PCDHA10::ENSG00000250120.2	0.666666666666667
chr16	72146659	72205107	gc19_pc.cds::gencode::PMFBP1::ENSG00000118557.11	0.666666666666667
chr3	47058582	47205414	gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	0.666666666666667
chr22	31003318	31022508	gc19_pc.cds::gencode::TCN2::ENSG00000185339.4	0.666666666666667
chr6	138192364	138202456	gc19_pc.cds::gencode::TNFAIP3::ENSG00000118503.10	0.666666666666667
chr12	112600190	112757291	gc19_pc.cds::gencode::HECTD4::ENSG00000173064.6	0.684210526315789
chr1	156124369	156146788	gc19_pc.cds::gencode::SEMA4A::ENSG00000196189.8	0.684210526315789
chr13	33222909	33349190	gc19_pc.cds::gencode::PDS5B::ENSG00000083642.14	0.714285714285714
chr3	100469338	100712249	gc19_pc.cds::gencode::ABI3BP::ENSG00000154175.12	0.75
chr2	197504490	197597286	gc19_pc.cds::gencode::CCDC150::ENSG00000144395.13	0.777777777777778
chr6	123539745	123957920	gc19_pc.cds::gencode::TRDN::ENSG00000186439.8	0.8
chr6	26156618	26157278	gc19_pc.cds::gencode::HIST1H1E::ENSG00000168298.4	0.833333333333333
chr6	35748887	35761312	gc19_pc.cds::gencode::CLPSL1::ENSG00000204140.8	0.888888888888889
chr19	47278766	47291222	gc19_pc.cds::gencode::SLC1A5::ENSG00000105281.8	0.888888888888889
chr4	1718906	1722564	gc19_pc.cds::gencode::TMEM129::ENSG00000168936.6	0.888888888888889
chr4	15477556	15603048	gc19_pc.cds::gencode::CC2D2A::ENSG00000048342.11	0.96551724137931
chr8	24298621	24384294	gc19_pc.cds::gencode::ADAM7::ENSG00000069206.11	1
chr5	7396409	7826984	gc19_pc.cds::gencode::ADCY2::ENSG00000078295.11	1
chr5	81283389	81549244	gc19_pc.cds::gencode::ATG10::ENSG00000152348.11	1
chr16	1384662	1399393	gc19_pc.cds::gencode::BAIAP3::ENSG00000007516.9	1
chr12	22602693	22697084	gc19_pc.cds::gencode::C2CD5::ENSG00000111731.8	1
chr18	12254382	12277269	gc19_pc.cds::gencode::CIDEA::ENSG00000176194.13	1
chr4	109735082	110223175	gc19_pc.cds::gencode::COL25A1::ENSG00000188517.10	1
chr10	67680087	69407271	gc19_pc.cds::gencode::CTNNA3::ENSG00000183230.12	1
chr7	101459310	101926382	gc19_pc.cds::gencode::CUX1::ENSG00000257923.5	1
chr9	34088347	34127275	gc19_pc.cds::gencode::DCAF12::ENSG00000198876.8	1
chr4	169138083	169232410	gc19_pc.cds::gencode::DDX60::ENSG00000137628.12	1
chr1	68512290	68512980	gc19_pc.cds::gencode::DIRAS3::ENSG00000162595.4	1
chr2	225630437	225907091	gc19_pc.cds::gencode::DOCK10::ENSG00000135905.14	1
chr6	56323802	56819385	gc19_pc.cds::gencode::DST::ENSG00000151914.13	1
chr13	96234487	96294283	gc19_pc.cds::gencode::DZIP1::ENSG00000134874.13	1
chr10	5762605	5804995	gc19_pc.cds::gencode::FAM208B::ENSG00000108021.15	1
chr16	30670839	30681622	gc19_pc.cds::gencode::FBRS::ENSG00000156860.11	1
chr1	240255409	240637454	gc19_pc.cds::gencode::FMN2::ENSG00000155816.15	1
chr5	161112995	161128779	gc19_pc.cds::gencode::GABRA6::ENSG00000145863.6	1
chr2	27719771	27746306	gc19_pc.cds::gencode::GCKR::ENSG00000084734.4	1
chr16	30116192	30124799	gc19_pc.cds::gencode::GDPD3::ENSG00000102886.10	1
chr6	28472068	28483520	gc19_pc.cds::gencode::GPX6::ENSG00000198704.5	1
chr7	73922410	74016760	gc19_pc.cds::gencode::GTF2IRD1::ENSG00000006704.6	1
chr17	39874196	39890886	gc19_pc.cds::gencode::HAP1::ENSG00000173805.11	1
chr2	113532643	113541347	gc19_pc.cds::gencode::IL1A::ENSG00000115008.5	1
chr5	132032325	132073111	gc19_pc.cds::gencode::KIF3A::ENSG00000131437.11	1
chr3	65342052	66023983	gc19_pc.cds::gencode::MAGI1::ENSG00000151276.19	1
chr6	13788904	13814661	gc19_pc.cds::gencode::MCUR1::ENSG00000050393.7	1
chr19	16686837	16739770	gc19_pc.cds::gencode::MED26::ENSG00000105085.6	1
chr17	10293770	10323544	gc19_pc.cds::gencode::MYH8::ENSG00000133020.4	1
chr10	26241039	26500990	gc19_pc.cds::gencode::MYO3A::ENSG00000095777.10	1
chr3	132400753	132441199	gc19_pc.cds::gencode::NPHP3::ENSG00000113971.14	1
chr2	50149081	51255411	gc19_pc.cds::gencode::NRXN1::ENSG00000179915.16	1
chr1	248004229	248005198	gc19_pc.cds::gencode::OR11L1::ENSG00000197591.2	1
chr4	96761301	96762468	gc19_pc.cds::gencode::PDHA2::ENSG00000163114.4	1
chr12	48499829	48539491	gc19_pc.cds::gencode::PFKM::ENSG00000152556.11	1
chr22	50832337	50882676	gc19_pc.cds::gencode::PPP6R2::ENSG00000100239.11	1
chr19	42813736	42814892	gc19_pc.cds::gencode::PRR19::ENSG00000188368.5	1
chr17	17696262	17714194	gc19_pc.cds::gencode::RAI1::ENSG00000108557.13	1
chr7	141816673	141921859	gc19_pc.cds::gencode::RP11-1220K2.2::ENSG00000257743.4	1
chr6	146185458	146276458	gc19_pc.cds::gencode::SHPRH::ENSG00000146414.11	1
chr9	32630096	32635577	gc19_pc.cds::gencode::TAF1L::ENSG00000122728.6	1
chr1	223283796	223286373	gc19_pc.cds::gencode::TLR5::ENSG00000187554.7	1
chr7	49815031	49951781	gc19_pc.cds::gencode::VWC2::ENSG00000188730.4	1
chr7	63981538	64023332	gc19_pc.cds::gencode::ZNF680::ENSG00000173041.7	1
chr19	24097796	24127559	gc19_pc.cds::gencode::ZNF726::ENSG00000213967.6	1
