chr	start	end	element_ID	pvalue
chr12	12274059	12419669	gc19_pc.cds::gencode::LRP6::ENSG00000070018.4	0.5
chr7	73008194	73038822	gc19_pc.cds::gencode::MLXIPL::ENSG00000009950.11	0.5
chr14	73614727	73685997	gc19_pc.cds::gencode::PSEN1::ENSG00000080815.14	0.5
chr8	144451157	144464821	gc19_pc.cds::gencode::RHPN1::ENSG00000158106.8	0.5
chr1	92764630	92852568	gc19_pc.cds::gencode::RPAP2::ENSG00000122484.8	0.5
chr4	1902381	1980636	gc19_pc.cds::gencode::WHSC1::ENSG00000109685.13	0.5
chr8	30915963	31030618	gc19_pc.cds::gencode::WRN::ENSG00000165392.5	0.5
chr7	4899527	4901438	gc19_pc.cds::gencode::PAPOLB::ENSG00000218823.1	0.571428571428571
chr19	57703281	57724349	gc19_pc.cds::gencode::ZNF264::ENSG00000083844.6	0.583333333333333
chr12	52400803	52408983	gc19_pc.cds::gencode::GRASP::ENSG00000161835.6	0.592592592592593
chr16	27561491	27789950	gc19_pc.cds::gencode::KIAA0556::ENSG00000047578.8	0.625
chr4	184827943	184938437	gc19_pc.cds::gencode::STOX2::ENSG00000173320.5	0.64
chr14	96178091	96180403	gc19_pc.cds::gencode::TCL1A::ENSG00000100721.6	0.64
chr10	31133889	31165963	gc19_pc.cds::gencode::ZNF438::ENSG00000183621.11	0.64
chr9	79229485	79520879	gc19_pc.cds::gencode::PRUNE2::ENSG00000106772.13	0.642857142857143
chr3	119421945	119469944	gc19_pc.cds::gencode::MAATS1::ENSG00000183833.12	0.655172413793103
chr19	15061006	15121302	gc19_pc.cds::gencode::SLC1A6::ENSG00000105143.8	0.655172413793103
chr11	119290017	119291615	gc19_pc.cds::gencode::THY1::ENSG00000154096.9	0.666666666666667
chr22	46067943	46239551	gc19_pc.cds::gencode::ATXN10::ENSG00000130638.11	0.708333333333333
chr22	46759074	46933067	gc19_pc.cds::gencode::CELSR1::ENSG00000075275.12	0.708333333333333
chr17	76164697	76168081	gc19_pc.cds::gencode::SYNGR2::ENSG00000108639.3	0.708333333333333
chr7	1272653	1276613	gc19_pc.cds::gencode::UNCX::ENSG00000164853.8	0.708333333333333
chr17	7219441	7232631	gc19_pc.cds::gencode::NEURL4::ENSG00000215041.5	0.75
chr2	26680907	26781439	gc19_pc.cds::gencode::OTOF::ENSG00000115155.12	0.75
chr4	4190529	4228591	gc19_pc.cds::gencode::OTOP1::ENSG00000163982.5	0.76
chr17	34340236	34344934	gc19_pc.cds::gencode::CCL23::ENSG00000167236.2	0.780821917808219
chr11	113258606	113270989	gc19_pc.cds::gencode::ANKK1::ENSG00000170209.4	1
chr2	201450831	201541687	gc19_pc.cds::gencode::AOX1::ENSG00000138356.9	1
chr4	13571634	13629211	gc19_pc.cds::gencode::BOD1L1::ENSG00000038219.8	1
chr10	118423416	118427823	gc19_pc.cds::gencode::C10orf82::ENSG00000165863.12	1
chr1	160801136	160832467	gc19_pc.cds::gencode::CD244::ENSG00000122223.8	1
chr7	92244453	92462637	gc19_pc.cds::gencode::CDK6::ENSG00000105810.5	1
chr19	17003918	17137593	gc19_pc.cds::gencode::CPAMD8::ENSG00000160111.8	1
chr16	1664640	1724046	gc19_pc.cds::gencode::CRAMP1L::ENSG00000007545.11	1
chr2	79750338	80874997	gc19_pc.cds::gencode::CTNNA2::ENSG00000066032.14	1
chr10	67680087	69407271	gc19_pc.cds::gencode::CTNNA3::ENSG00000183230.12	1
chr15	22925782	23003040	gc19_pc.cds::gencode::CYFIP1::ENSG00000068793.13	1
chr19	15784034	15807895	gc19_pc.cds::gencode::CYP4F12::ENSG00000186204.10	1
chr8	65509198	65711144	gc19_pc.cds::gencode::CYP7B1::ENSG00000172817.3	1
chr15	52874350	52970218	gc19_pc.cds::gencode::FAM214A::ENSG00000047346.8	1
chr20	49203768	49307665	gc19_pc.cds::gencode::FAM65C::ENSG00000042062.7	1
chr8	16850580	16859541	gc19_pc.cds::gencode::FGF20::ENSG00000078579.8	1
chr1	231377124	231413288	gc19_pc.cds::gencode::GNPAT::ENSG00000116906.7	1
chr7	149416729	149431136	gc19_pc.cds::gencode::KRBA1::ENSG00000133619.13	1
chr16	56703796	56704901	gc19_pc.cds::gencode::MT1H::ENSG00000205358.3	1
chr1	204913443	204985667	gc19_pc.cds::gencode::NFASC::ENSG00000163531.11	1
chr1	145248856	145290487	gc19_pc.cds::gencode::NOTCH2NL::ENSG00000213240.7	1
chr6	154331647	154567919	gc19_pc.cds::gencode::OPRM1::ENSG00000112038.13	1
chr4	96761301	96762468	gc19_pc.cds::gencode::PDHA2::ENSG00000163114.4	1
chr16	4933384	4987046	gc19_pc.cds::gencode::PPL::ENSG00000118898.11	1
chr14	30046443	30516948	gc19_pc.cds::gencode::PRKD1::ENSG00000184304.10	1
chr9	72333257	72374854	gc19_pc.cds::gencode::PTAR1::ENSG00000188647.8	1
chr11	118269752	118272382	gc19_pc.cds::gencode::RP11-770J1.5::ENSG00000254873.1	1
chr17	75139678	75212646	gc19_pc.cds::gencode::SEC14L1::ENSG00000129657.10	1
chr1	232534872	232651085	gc19_pc.cds::gencode::SIPA1L2::ENSG00000116991.6	1
chr8	101174508	101253250	gc19_pc.cds::gencode::SPAG1::ENSG00000104450.8	1
chr3	11831978	11888110	gc19_pc.cds::gencode::TAMM41::ENSG00000144559.6	1
chr12	11174270	11175170	gc19_pc.cds::gencode::TAS2R19::ENSG00000212124.2	1
chr7	98478773	98609978	gc19_pc.cds::gencode::TRRAP::ENSG00000196367.8	1
chr8	35093302	35648081	gc19_pc.cds::gencode::UNC5D::ENSG00000156687.6	1
chr14	74823486	74825595	gc19_pc.cds::gencode::VRTN::ENSG00000133980.4	1
chr3	113010403	113152511	gc19_pc.cds::gencode::WDR52::ENSG00000206530.4	1
chr19	30934469	31201777	gc19_pc.cds::gencode::ZNF536::ENSG00000198597.4	1
chr7	149128866	149153113	gc19_pc.cds::gencode::ZNF777::ENSG00000196453.7	1
